name,code,link,manager
长盛养老健康产业灵活配置混合,000684,http://fundf10.eastmoney.com/000684.html,周思聪
长盛盛杰混合A,009850,http://fundf10.eastmoney.com/009850.html,杨哲
长盛信息安全量化策略混合,004397,http://fundf10.eastmoney.com/004397.html,李琪
长盛盛杰混合C,004466,http://fundf10.eastmoney.com/004466.html,杨哲
长盛同益成长回报(LOF),160812,http://fundf10.eastmoney.com/160812.html,张谊然
长盛动态精选混合,510081,http://fundf10.eastmoney.com/510081.html,代毅
长盛盛辉混合A,003169,http://fundf10.eastmoney.com/003169.html,李琪
长盛盛辉混合C,003170,http://fundf10.eastmoney.com/003170.html,李琪
长盛中小盘精选混合,080015,http://fundf10.eastmoney.com/080015.html,陈亘斯
长盛核心成长混合A,010155,http://fundf10.eastmoney.com/010155.html,郭堃
长盛核心成长混合C,010156,http://fundf10.eastmoney.com/010156.html,郭堃
长盛盛世混合A,002156,http://fundf10.eastmoney.com/002156.html,李琪
长盛盛世混合C,002157,http://fundf10.eastmoney.com/002157.html,李琪
长盛新兴成长混合,001892,http://fundf10.eastmoney.com/001892.html,赵楠
长盛同锦研究精选混合,006199,http://fundf10.eastmoney.com/006199.html,赵楠
长盛互联网+混合,002085,http://fundf10.eastmoney.com/002085.html,赵楠
长盛盛崇灵活配置混合A,003594,http://fundf10.eastmoney.com/003594.html,杨衡
长盛盛崇灵活配置混合C,003595,http://fundf10.eastmoney.com/003595.html,杨衡
长盛电子信息主题灵活配置混合,000063,http://fundf10.eastmoney.com/000063.html,朱律
长盛国企改革混合,001239,http://fundf10.eastmoney.com/001239.html,乔培涛
长盛战略新兴产业混合A,080008,http://fundf10.eastmoney.com/080008.html,杨衡
长盛战略新兴产业混合C,001834,http://fundf10.eastmoney.com/001834.html,杨衡
长盛生态环境混合,000598,http://fundf10.eastmoney.com/000598.html,代毅
长盛电子信息产业混合,080012,http://fundf10.eastmoney.com/080012.html,钱文礼
长盛同鑫行业配置混合A,080007,http://fundf10.eastmoney.com/080007.html,陈亘斯
长盛同鑫行业配置混合C,010991,http://fundf10.eastmoney.com/010991.html,陈亘斯
长盛航天海工装备灵活配置混合,000535,http://fundf10.eastmoney.com/000535.html,乔培涛
长盛城镇化主题混合,000354,http://fundf10.eastmoney.com/000354.html,代毅
长盛优势企业精选混合A,010885,http://fundf10.eastmoney.com/010885.html,郭堃
长盛优势企业精选混合C,010886,http://fundf10.eastmoney.com/010886.html,郭堃
博时上证自然资源ETF联接,050024,http://fundf10.eastmoney.com/050024.html,万琼
博时中证银行指数(LOF),160517,http://fundf10.eastmoney.com/160517.html,赵云阳
博时量化多策略股票A,005635,http://fundf10.eastmoney.com/005635.html,黄瑞庆
博时量化多策略股票C,005636,http://fundf10.eastmoney.com/005636.html,黄瑞庆
博时丝路主题股票A,001236,http://fundf10.eastmoney.com/001236.html,沙炜
博时丝路主题股票C,002556,http://fundf10.eastmoney.com/002556.html,沙炜
博时国企改革股票,001277,http://fundf10.eastmoney.com/001277.html,林景艺
博时央调ETF联接A,006438,http://fundf10.eastmoney.com/006438.html,赵云阳
博时央调ETF联接C,006439,http://fundf10.eastmoney.com/006439.html,赵云阳
博时量化价值股票A,005960,http://fundf10.eastmoney.com/005960.html,黄瑞庆
博时央企创新驱动ETF联接A,007796,http://fundf10.eastmoney.com/007796.html,赵云阳
博时量化价值股票C,005961,http://fundf10.eastmoney.com/005961.html,黄瑞庆
博时央企创新驱动ETF联接C,007797,http://fundf10.eastmoney.com/007797.html,赵云阳
博时工业4.0主题股票,002595,http://fundf10.eastmoney.com/002595.html,兰乔
博时沪深300指数A,050002,http://fundf10.eastmoney.com/050002.html,桂征辉
博时沪深300指数C,002385,http://fundf10.eastmoney.com/002385.html,桂征辉
博时上证50ETF联接A,001237,http://fundf10.eastmoney.com/001237.html,赵云阳
博时上证50ETF联接C,005737,http://fundf10.eastmoney.com/005737.html,汪洋
博时上证超大盘ETF联接,050013,http://fundf10.eastmoney.com/050013.html,尹浩
博时创业板ETF联接A,050021,http://fundf10.eastmoney.com/050021.html,尹浩
博时创业板ETF联接C,006733,http://fundf10.eastmoney.com/006733.html,尹浩
博时中证500指数增强A,005062,http://fundf10.eastmoney.com/005062.html,刘钊
博时中证500指数增强C,005795,http://fundf10.eastmoney.com/005795.html,刘钊
博时中证500ETF联接A,008396,http://fundf10.eastmoney.com/008396.html,万琼
博时中证500ETF联接C,008397,http://fundf10.eastmoney.com/008397.html,万琼
博时银智大数据100A,002588,http://fundf10.eastmoney.com/002588.html,桂征辉
博时银智大数据100C,004416,http://fundf10.eastmoney.com/004416.html,桂征辉
博时中证淘金大数据100I,001243,http://fundf10.eastmoney.com/001243.html,桂征辉
博时中证淘金大数据100A,001242,http://fundf10.eastmoney.com/001242.html,桂征辉
博时中证全指证券公司指数(LOF),160516,http://fundf10.eastmoney.com/160516.html,赵云阳
博时军工主题股票A,004698,http://fundf10.eastmoney.com/004698.html,兰乔
博时沪深300指数增强C,010873,http://fundf10.eastmoney.com/010873.html,刘钊
博时沪深300指数增强A,010872,http://fundf10.eastmoney.com/010872.html,刘钊
博时军工主题股票C,011592,http://fundf10.eastmoney.com/011592.html,兰乔
博时优势企业(LOF)A,160526,http://fundf10.eastmoney.com/160526.html,李洋
博时研究臻选持有期混合A,009740,http://fundf10.eastmoney.com/009740.html,沙炜
博时研究臻选持有期混合C,009741,http://fundf10.eastmoney.com/009741.html,沙炜
博时沪港深优质企业基金A,001215,http://fundf10.eastmoney.com/001215.html,曾鹏
博时价值增长混合,050001,http://fundf10.eastmoney.com/050001.html,金晟哲
博时沪港深优质企业基金C,002555,http://fundf10.eastmoney.com/002555.html,曾鹏
博时价值增长贰号混合,050201,http://fundf10.eastmoney.com/050201.html,蒋娜
博时鑫泽灵活配置混合C,003435,http://fundf10.eastmoney.com/003435.html,金晟哲
博时鑫泽灵活配置混合A,003434,http://fundf10.eastmoney.com/003434.html,金晟哲
博时新收益A,002095,http://fundf10.eastmoney.com/002095.html,过钧
博时新收益C,002096,http://fundf10.eastmoney.com/002096.html,过钧
博时睿利事件驱动(LOF),160519,http://fundf10.eastmoney.com/160519.html,金晟哲
博时研究优选3年封闭混合A,160527,http://fundf10.eastmoney.com/160527.html,吴鹏
博时研究精选持有期混合A,009591,http://fundf10.eastmoney.com/009591.html,蒋娜
博时研究优选3年封闭混合C,160528,http://fundf10.eastmoney.com/160528.html,吴鹏
博时研究精选持有期混合C,009592,http://fundf10.eastmoney.com/009592.html,蒋娜
博时成长优选两年封闭混合A,008966,http://fundf10.eastmoney.com/008966.html,陈鹏扬
博时价值臻选持有期混合A,009857,http://fundf10.eastmoney.com/009857.html,陈鹏扬
博时成长优选两年封闭混合C,008967,http://fundf10.eastmoney.com/008967.html,陈鹏扬
博时科创主题3年封闭混合,501082,http://fundf10.eastmoney.com/501082.html,曾鹏
博时荣泰混合,009967,http://fundf10.eastmoney.com/009967.html,金晟哲
博时价值臻选持有期混合C,009858,http://fundf10.eastmoney.com/009858.html,陈鹏扬
博时睿远,160518,http://fundf10.eastmoney.com/160518.html,陈伟
博时汇智回报灵活配置混合,004448,http://fundf10.eastmoney.com/004448.html,吴渭
博时女性消费主题混合A,009619,http://fundf10.eastmoney.com/009619.html,蒋娜
博时女性消费主题混合C,009620,http://fundf10.eastmoney.com/009620.html,蒋娜
博时沪港深成长企业,001824,http://fundf10.eastmoney.com/001824.html,牟星海
博时卓越品牌混合(LOF),160512,http://fundf10.eastmoney.com/160512.html,王增财
博时主题行业混合(LOF),160505,http://fundf10.eastmoney.com/160505.html,金晟哲
博时沪港深价值优选A,004091,http://fundf10.eastmoney.com/004091.html,杨涛
博时新起点混合A,001424,http://fundf10.eastmoney.com/001424.html,王曦
博时沪港深价值优选C,004092,http://fundf10.eastmoney.com/004092.html,杨涛
博时新起点混合C,001425,http://fundf10.eastmoney.com/001425.html,王曦
博时鑫瑞混合A,002558,http://fundf10.eastmoney.com/002558.html,王曦
博时鑫瑞混合C,002559,http://fundf10.eastmoney.com/002559.html,王曦
博时汇悦回报混合,006813,http://fundf10.eastmoney.com/006813.html,吴渭
博时科技创新混合A,009057,http://fundf10.eastmoney.com/009057.html,曾鹏
博时量化平衡混合,004495,http://fundf10.eastmoney.com/004495.html,黄瑞庆
博时科技创新混合C,009058,http://fundf10.eastmoney.com/009058.html,曾鹏
博时文体娱乐主题混合,002424,http://fundf10.eastmoney.com/002424.html,蒋娜
博时医疗保健行业混合A,050026,http://fundf10.eastmoney.com/050026.html,葛晨
博时鑫源混合A,003119,http://fundf10.eastmoney.com/003119.html,王曦
博时鑫源混合C,003120,http://fundf10.eastmoney.com/003120.html,王曦
博时新兴成长混合,050009,http://fundf10.eastmoney.com/050009.html,曾鹏
博时新兴消费主题混合,004505,http://fundf10.eastmoney.com/004505.html,王诗瑶
博时产业新动力混合A,000936,http://fundf10.eastmoney.com/000936.html,蔡滨
博时逆向投资混合A,004434,http://fundf10.eastmoney.com/004434.html,蔡滨
博时产业新动力混合C,005878,http://fundf10.eastmoney.com/005878.html,蔡滨
博时逆向投资混合C,004435,http://fundf10.eastmoney.com/004435.html,蔡滨
博时裕隆灵活配置混合,000652,http://fundf10.eastmoney.com/000652.html,陈鹏扬
博时鑫润混合A,003950,http://fundf10.eastmoney.com/003950.html,程卓
博时鑫润混合C,003951,http://fundf10.eastmoney.com/003951.html,程卓
博时精选混合A,050004,http://fundf10.eastmoney.com/050004.html,杨鹏
博时健康成长双周定期可赎回混合A,009468,http://fundf10.eastmoney.com/009468.html,葛晨
博时鑫荣稳健混合A,009545,http://fundf10.eastmoney.com/009545.html,王曦
博时鑫荣稳健混合C,009546,http://fundf10.eastmoney.com/009546.html,王曦
博时健康成长双周定期可赎回混合C,009469,http://fundf10.eastmoney.com/009469.html,葛晨
博时产业新趋势混合A,008866,http://fundf10.eastmoney.com/008866.html,蔡滨
博时鑫泰混合A,004175,http://fundf10.eastmoney.com/004175.html,杨永光
博时产业新趋势混合C,008867,http://fundf10.eastmoney.com/008867.html,蔡滨
博时鑫泰混合C,004176,http://fundf10.eastmoney.com/004176.html,杨永光
博时战略新兴产业混合,004677,http://fundf10.eastmoney.com/004677.html,蔡滨
博时弘泰混合,160524,http://fundf10.eastmoney.com/160524.html,陈鹏扬
博时荣享回报混合A,006158,http://fundf10.eastmoney.com/006158.html,蔡滨
博时颐泽平衡养老(FOF),007649,http://fundf10.eastmoney.com/007649.html,余军
博时外延增长主题灵活配置混合,002142,http://fundf10.eastmoney.com/002142.html,蔡滨
博时荣享回报混合C,006159,http://fundf10.eastmoney.com/006159.html,蔡滨
博时行业轮动混合,050018,http://fundf10.eastmoney.com/050018.html,陈雷
博时荣升稳健添利混合A,009144,http://fundf10.eastmoney.com/009144.html,陈鹏扬
博时荣升稳健添利混合C,009145,http://fundf10.eastmoney.com/009145.html,陈鹏扬
博时荣丰回报三年封闭混合A,009217,http://fundf10.eastmoney.com/009217.html,吴丰树
博时荣丰回报三年封闭混合C,009218,http://fundf10.eastmoney.com/009218.html,吴丰树
博时颐泽稳健养老(FOF)A,007070,http://fundf10.eastmoney.com/007070.html,余军
博时鑫康混合A,010508,http://fundf10.eastmoney.com/010508.html,王曦
博时颐泽稳健养老(FOF)C,007071,http://fundf10.eastmoney.com/007071.html,余军
博时乐臻定开混合,003331,http://fundf10.eastmoney.com/003331.html,王申
博时鑫康混合C,010511,http://fundf10.eastmoney.com/010511.html,王曦
博时恒荣一年混合A,010078,http://fundf10.eastmoney.com/010078.html,卓若伟
博时平衡配置混合,050007,http://fundf10.eastmoney.com/050007.html,王申
博时恒荣一年混合C,010079,http://fundf10.eastmoney.com/010079.html,卓若伟
博时策略混合,050012,http://fundf10.eastmoney.com/050012.html,孙少锋
博时新策略灵活配置混合A,001522,http://fundf10.eastmoney.com/001522.html,王曦
博时新策略灵活配置混合C,001523,http://fundf10.eastmoney.com/001523.html,王曦
博时鑫惠混合A,004149,http://fundf10.eastmoney.com/004149.html,杨永光
博时鑫惠混合C,004150,http://fundf10.eastmoney.com/004150.html,杨永光
博时金福安一年持有混合(FOF)A,010046,http://fundf10.eastmoney.com/010046.html,麦静
博时颐泰混合A,002813,http://fundf10.eastmoney.com/002813.html,杨永光
博时金福安一年持有混合(FOF)C,010047,http://fundf10.eastmoney.com/010047.html,麦静
博时颐泰混合C,002814,http://fundf10.eastmoney.com/002814.html,杨永光
博时荣华灵活配置混合A,010328,http://fundf10.eastmoney.com/010328.html,吴丰树
博时荣华灵活配置混合C,010329,http://fundf10.eastmoney.com/010329.html,吴丰树
博时恒裕持有期混合A,009332,http://fundf10.eastmoney.com/009332.html,王申
博时恒进持有期混合A,010547,http://fundf10.eastmoney.com/010547.html,王申
博时恒裕持有期混合C,009333,http://fundf10.eastmoney.com/009333.html,王申
博时恒进持有期混合C,010548,http://fundf10.eastmoney.com/010548.html,王申
博时弘盈定期开放混合A,160520,http://fundf10.eastmoney.com/160520.html,张锦
博时睿益事件驱动混合(LOF),160522,http://fundf10.eastmoney.com/160522.html,张锦
博时弘盈定期开放混合C,160521,http://fundf10.eastmoney.com/160521.html,张锦
博时恒盛持有期混合A,009716,http://fundf10.eastmoney.com/009716.html,卓若伟
博时恒盛持有期混合C,009717,http://fundf10.eastmoney.com/009717.html,卓若伟
博时互联网主题灵活配置混合,001125,http://fundf10.eastmoney.com/001125.html,郭晓林
博时裕益混合,000219,http://fundf10.eastmoney.com/000219.html,周心鹏
博时厚泽回报混合A,005265,http://fundf10.eastmoney.com/005265.html,周心鹏
博时产业精选混合A,010455,http://fundf10.eastmoney.com/010455.html,蔡滨
博时回报混合,050022,http://fundf10.eastmoney.com/050022.html,肖瑞瑾
博时第三产业混合,050008,http://fundf10.eastmoney.com/050008.html,李佳
博时产业精选混合C,010456,http://fundf10.eastmoney.com/010456.html,蔡滨
博时厚泽回报混合C,005266,http://fundf10.eastmoney.com/005266.html,周心鹏
博时消费创新混合A,010326,http://fundf10.eastmoney.com/010326.html,肖瑞瑾
博时消费创新混合C,010327,http://fundf10.eastmoney.com/010327.html,肖瑞瑾
博时创业板两年定开混合,160529,http://fundf10.eastmoney.com/160529.html,郭晓林
博时高端装备混合A,010665,http://fundf10.eastmoney.com/010665.html,兰乔
博时特许价值混合A,050010,http://fundf10.eastmoney.com/050010.html,曾鹏
博时高端装备混合C,010666,http://fundf10.eastmoney.com/010666.html,兰乔
博时内需增长混合,000264,http://fundf10.eastmoney.com/000264.html,刘阳
博时创业成长混合A,050014,http://fundf10.eastmoney.com/050014.html,林博鸿
博时创业成长混合C,002553,http://fundf10.eastmoney.com/002553.html,林博鸿
博时科创板三年定开混合,506005,http://fundf10.eastmoney.com/506005.html,肖瑞瑾
博时黄金ETF联接A,002610,http://fundf10.eastmoney.com/002610.html,赵云阳
博时黄金ETF联接C,002611,http://fundf10.eastmoney.com/002611.html,赵云阳
博时黄金D,000929,http://fundf10.eastmoney.com/000929.html,赵云阳
博时黄金I,000930,http://fundf10.eastmoney.com/000930.html,赵云阳
博时创新驱动混合A,005482,http://fundf10.eastmoney.com/005482.html,齐宁
博时创新驱动混合C,005483,http://fundf10.eastmoney.com/005483.html,齐宁
博时优势企业(LOF)C,007234,http://fundf10.eastmoney.com/007234.html,李洋
博时睿祥15个月定开混合A,010194,http://fundf10.eastmoney.com/010194.html,张锦
博时睿祥15个月定开混合C,010195,http://fundf10.eastmoney.com/010195.html,张锦
博时恒康持有期混合C,010763,http://fundf10.eastmoney.com/010763.html,倪玉娟
博时恒康持有期混合A,010762,http://fundf10.eastmoney.com/010762.html,倪玉娟
博时恒旭持有期混合A,010775,http://fundf10.eastmoney.com/010775.html,王申
博时恒旭持有期混合C,010776,http://fundf10.eastmoney.com/010776.html,王申
博时双季鑫6个月持有混合A,010904,http://fundf10.eastmoney.com/010904.html,过钧
博时双季鑫6个月持有混合C,010905,http://fundf10.eastmoney.com/010905.html,过钧
博时双季鑫6个月持有混合B,010924,http://fundf10.eastmoney.com/010924.html,过钧
博时创新经济混合C,010995,http://fundf10.eastmoney.com/010995.html,葛晨
博时创新经济混合A,010994,http://fundf10.eastmoney.com/010994.html,葛晨
博时汇兴回报一年持有期混合,011056,http://fundf10.eastmoney.com/011056.html,吴渭
博时恒泽混合C,011096,http://fundf10.eastmoney.com/011096.html,张李陵
博时恒泽混合A,011095,http://fundf10.eastmoney.com/011095.html,张李陵
博时成长领航混合A,010902,http://fundf10.eastmoney.com/010902.html,陈鹏扬
博时成长领航混合C,010903,http://fundf10.eastmoney.com/010903.html,陈鹏扬
博时汇融回报一年持有混合A,011177,http://fundf10.eastmoney.com/011177.html,吴渭
博时汇融回报一年持有混合C,011178,http://fundf10.eastmoney.com/011178.html,吴渭
博时港股通领先趋势混合C,011163,http://fundf10.eastmoney.com/011163.html,曾鹏
博时港股通领先趋势混合A,011162,http://fundf10.eastmoney.com/011162.html,曾鹏
博时战略新材料主题混合C,011341,http://fundf10.eastmoney.com/011341.html,沙炜
博时战略新材料主题混合A,011340,http://fundf10.eastmoney.com/011340.html,沙炜
博时恒元6个月持有期混合A,011395,http://fundf10.eastmoney.com/011395.html,卓若伟
博时恒元6个月持有期混合C,011396,http://fundf10.eastmoney.com/011396.html,卓若伟
博时恒悦6个月持有混合C,011528,http://fundf10.eastmoney.com/011528.html,陈鹏扬
博时恒悦6个月持有混合A,011527,http://fundf10.eastmoney.com/011527.html,陈鹏扬
博时创新精选混合A,011486,http://fundf10.eastmoney.com/011486.html,肖瑞瑾
博时创新精选混合C,011487,http://fundf10.eastmoney.com/011487.html,肖瑞瑾
华夏能源革新股票,003834,http://fundf10.eastmoney.com/003834.html,郑泽鸿
华夏潜龙精选股票,005826,http://fundf10.eastmoney.com/005826.html,潘中宁
华夏中证银行ETF联接A,008298,http://fundf10.eastmoney.com/008298.html,李俊
华夏中证银行ETF联接C,008299,http://fundf10.eastmoney.com/008299.html,李俊
华夏中证500指数增强A,007994,http://fundf10.eastmoney.com/007994.html,张弘弢
华夏中证500指数增强C,007995,http://fundf10.eastmoney.com/007995.html,张弘弢
华夏上证50AH优选指数A,501050,http://fundf10.eastmoney.com/501050.html,荣膺
华夏中证浙江国资创新发展ETF联接A,008916,http://fundf10.eastmoney.com/008916.html,赵宗庭
华夏上证50AH优选指数C,006395,http://fundf10.eastmoney.com/006395.html,荣膺
华夏中证浙江国资创新发展ETF联接C,008917,http://fundf10.eastmoney.com/008917.html,赵宗庭
华夏四川国改ETF联接A,006560,http://fundf10.eastmoney.com/006560.html,赵宗庭
华夏AH经济蓝筹股票A,007505,http://fundf10.eastmoney.com/007505.html,荣膺
华夏四川国改ETF联接C,006561,http://fundf10.eastmoney.com/006561.html,赵宗庭
华夏AH经济蓝筹股票C,007506,http://fundf10.eastmoney.com/007506.html,荣膺
华夏战略新兴成指ETF联接A,006909,http://fundf10.eastmoney.com/006909.html,徐猛
华夏战略新兴成指ETF联接C,006910,http://fundf10.eastmoney.com/006910.html,徐猛
华夏港股通精选股票LOF,160322,http://fundf10.eastmoney.com/160322.html,李湘杰
华夏创成长ETF联接A,007474,http://fundf10.eastmoney.com/007474.html,荣膺
华夏创成长ETF联接C,007475,http://fundf10.eastmoney.com/007475.html,荣膺
华夏中证央企ETF联接A,006196,http://fundf10.eastmoney.com/006196.html,荣膺
华夏智胜价值成长A,002871,http://fundf10.eastmoney.com/002871.html,孙蒙
华夏智胜价值成长C,002872,http://fundf10.eastmoney.com/002872.html,孙蒙
华夏中证央企ETF联接C,006197,http://fundf10.eastmoney.com/006197.html,荣膺
华夏优势精选股票,005894,http://fundf10.eastmoney.com/005894.html,李湘杰
华夏研究精选股票,004686,http://fundf10.eastmoney.com/004686.html,刘文成
华夏节能环保股票,004640,http://fundf10.eastmoney.com/004640.html,吕佳玮
华夏上证50ETF联接A,001051,http://fundf10.eastmoney.com/001051.html,徐猛
华夏上证50ETF联接C,005733,http://fundf10.eastmoney.com/005733.html,徐猛
华夏沪深300指数增强A,001015,http://fundf10.eastmoney.com/001015.html,宋洋
华夏沪深300指数增强C,001016,http://fundf10.eastmoney.com/001016.html,宋洋
华夏沪深300ETF联接A,000051,http://fundf10.eastmoney.com/000051.html,张弘弢
华夏沪深300ETF联接C,005658,http://fundf10.eastmoney.com/005658.html,张弘弢
MSCI中国A股国际通联接A,000975,http://fundf10.eastmoney.com/000975.html,荣膺
MSCI中国A股国际通联接C,005735,http://fundf10.eastmoney.com/005735.html,荣膺
华夏创新100ETF联接A,008199,http://fundf10.eastmoney.com/008199.html,荣膺
华夏创新100ETF联接C,008200,http://fundf10.eastmoney.com/008200.html,荣膺
华夏创业板ETF联接A,006248,http://fundf10.eastmoney.com/006248.html,徐猛
华夏创业板ETF联接C,006249,http://fundf10.eastmoney.com/006249.html,徐猛
华夏中小板ETF联接A,006246,http://fundf10.eastmoney.com/006246.html,徐猛
华夏中小板ETF联接C,006247,http://fundf10.eastmoney.com/006247.html,徐猛
华夏科技成长股票,006868,http://fundf10.eastmoney.com/006868.html,张帆
华夏中证500ETF联接A,001052,http://fundf10.eastmoney.com/001052.html,荣膺
华夏中证500ETF联接C,006382,http://fundf10.eastmoney.com/006382.html,荣膺
华夏经济转型股票,002229,http://fundf10.eastmoney.com/002229.html,张帆
华夏领先股票,001042,http://fundf10.eastmoney.com/001042.html,刘平
华夏创新前沿股票,002980,http://fundf10.eastmoney.com/002980.html,林晶
华夏创蓝筹ETF联接A,007472,http://fundf10.eastmoney.com/007472.html,荣膺
华夏创蓝筹ETF联接C,007473,http://fundf10.eastmoney.com/007473.html,荣膺
华夏中证全指房地产ETF联接A,008088,http://fundf10.eastmoney.com/008088.html,李俊
华夏中证全指房地产ETF联接C,008089,http://fundf10.eastmoney.com/008089.html,李俊
华夏国证半导体芯片ETF联接A,008887,http://fundf10.eastmoney.com/008887.html,赵宗庭
华夏国证半导体芯片ETF联接C,008888,http://fundf10.eastmoney.com/008888.html,赵宗庭
华夏中证人工智能主题ETF联接A,008585,http://fundf10.eastmoney.com/008585.html,李俊
华夏中证人工智能主题ETF联接C,008586,http://fundf10.eastmoney.com/008586.html,李俊
华夏中证全指证券公司ETF联接A,007992,http://fundf10.eastmoney.com/007992.html,李俊
华夏中证全指证券公司ETF联接C,007993,http://fundf10.eastmoney.com/007993.html,李俊
华夏中证5G通信主题ETF联接A,008086,http://fundf10.eastmoney.com/008086.html,李俊
华夏中证5G通信主题ETF联接C,008087,http://fundf10.eastmoney.com/008087.html,李俊
华夏新兴成长股票A,010680,http://fundf10.eastmoney.com/010680.html,张帆
华夏新兴成长股票C,010681,http://fundf10.eastmoney.com/010681.html,张帆
华夏科创板50ETF联接A,011612,http://fundf10.eastmoney.com/011612.html,张弘弢
华夏科创板50ETF联接C,011613,http://fundf10.eastmoney.com/011613.html,张弘弢
华夏经典混合,288001,http://fundf10.eastmoney.com/288001.html,佟巍
华夏新兴消费混合A,005888,http://fundf10.eastmoney.com/005888.html,孙轶佳
华夏新兴消费混合C,005889,http://fundf10.eastmoney.com/005889.html,孙轶佳
华夏行业龙头混合,005449,http://fundf10.eastmoney.com/005449.html,季新星
华夏见龙精选混合,008308,http://fundf10.eastmoney.com/008308.html,潘中宁
华夏价值精选混合,007592,http://fundf10.eastmoney.com/007592.html,郑煜
华夏行业景气混合,003567,http://fundf10.eastmoney.com/003567.html,王劲松
华夏红利混合,002011,http://fundf10.eastmoney.com/002011.html,林晶
华夏核心科技6个月定开混合A,010106,http://fundf10.eastmoney.com/010106.html,周克平
华夏核心科技6个月定开混合C,010107,http://fundf10.eastmoney.com/010107.html,周克平
华夏永福混合A,000121,http://fundf10.eastmoney.com/000121.html,何家琪
华夏永福混合C,002166,http://fundf10.eastmoney.com/002166.html,何家琪
华夏科技创新混合A,007349,http://fundf10.eastmoney.com/007349.html,张帆
华夏大盘精选混合,000011,http://fundf10.eastmoney.com/000011.html,陈伟彦
华夏新锦升混合A,004050,http://fundf10.eastmoney.com/004050.html,罗皓亮
华夏常阳三年定开混合,007207,http://fundf10.eastmoney.com/007207.html,蔡向阳
华夏网购精选混合A,002837,http://fundf10.eastmoney.com/002837.html,张弘弢
华夏网购精选混合C,007939,http://fundf10.eastmoney.com/007939.html,张弘弢
华夏翔阳两年定开混合,501093,http://fundf10.eastmoney.com/501093.html,蔡向阳
华夏科技龙头两年定开混合,010180,http://fundf10.eastmoney.com/010180.html,刘平
华夏聚丰稳健混合发起式(FOF)A,005957,http://fundf10.eastmoney.com/005957.html,郑铮
华夏聚丰稳健混合发起式(FOF)C,005958,http://fundf10.eastmoney.com/005958.html,郑铮
华夏收入混合,288002,http://fundf10.eastmoney.com/288002.html,郑煜
华夏永康添福混合,005128,http://fundf10.eastmoney.com/005128.html,柳万军
华夏安泰对冲策略3个月定开混合,008856,http://fundf10.eastmoney.com/008856.html,孙蒙
华夏睿阳一年持有混合,009011,http://fundf10.eastmoney.com/009011.html,蔡向阳
华夏新锦绣混合C,002834,http://fundf10.eastmoney.com/002834.html,李俊
华夏兴阳一年持有混合,009010,http://fundf10.eastmoney.com/009010.html,蔡向阳
华夏盛世混合,000061,http://fundf10.eastmoney.com/000061.html,赵航
华夏新锦绣混合A,002833,http://fundf10.eastmoney.com/002833.html,李俊
华夏优势增长混合,000021,http://fundf10.eastmoney.com/000021.html,郑晓辉
华夏消费升级灵活配置混合A,001927,http://fundf10.eastmoney.com/001927.html,黄文倩
华夏消费升级灵活配置混合C,001928,http://fundf10.eastmoney.com/001928.html,黄文倩
华夏稳盛灵活配置混合,005450,http://fundf10.eastmoney.com/005450.html,蔡向阳
华夏新趋势混合A,002231,http://fundf10.eastmoney.com/002231.html,李俊
华夏战略配售(LOF),501186,http://fundf10.eastmoney.com/501186.html,张城源
华夏新趋势混合C,002232,http://fundf10.eastmoney.com/002232.html,李俊
华夏线上经济主题精选混合,010020,http://fundf10.eastmoney.com/010020.html,黄文倩
华夏蓝筹混合(LOF),160311,http://fundf10.eastmoney.com/160311.html,罗皓亮
华夏策略混合,002031,http://fundf10.eastmoney.com/002031.html,林晶
华夏睿磐泰兴混合,004202,http://fundf10.eastmoney.com/004202.html,张弘弢
华夏医疗健康混合A,000945,http://fundf10.eastmoney.com/000945.html,陈斌
华夏睿磐泰利混合A,005177,http://fundf10.eastmoney.com/005177.html,张弘弢
华夏高端制造混合,002345,http://fundf10.eastmoney.com/002345.html,吴昊
华夏睿磐泰利混合C,005178,http://fundf10.eastmoney.com/005178.html,张弘弢
华夏医疗健康混合C,000946,http://fundf10.eastmoney.com/000946.html,陈斌
华夏睿磐泰荣混合A,005140,http://fundf10.eastmoney.com/005140.html,张弘弢
华夏睿磐泰荣混合C,005141,http://fundf10.eastmoney.com/005141.html,张弘弢
华夏回报混合A,002001,http://fundf10.eastmoney.com/002001.html,蔡向阳
华夏养老2035(FOF)A,006622,http://fundf10.eastmoney.com/006622.html,许利明
华夏养老2035(FOF)C,006623,http://fundf10.eastmoney.com/006623.html,许利明
华夏回报二号混合,002021,http://fundf10.eastmoney.com/002021.html,蔡向阳
华夏稳健养老一年(FOF),007652,http://fundf10.eastmoney.com/007652.html,李铧汶
华夏兴华混合A,519908,http://fundf10.eastmoney.com/519908.html,阳琨
华夏睿磐泰茂混合A,004720,http://fundf10.eastmoney.com/004720.html,张弘弢
华夏饲料豆粕期货ETF联接A,007937,http://fundf10.eastmoney.com/007937.html,荣膺
华夏睿磐泰茂混合C,004721,http://fundf10.eastmoney.com/004721.html,张弘弢
华夏饲料豆粕期货ETF联接C,007938,http://fundf10.eastmoney.com/007938.html,荣膺
华夏新机遇混合A,002411,http://fundf10.eastmoney.com/002411.html,董阳阳
华夏成长精选6个月定开混合A,009697,http://fundf10.eastmoney.com/009697.html,林晶
华夏新机遇混合C,008212,http://fundf10.eastmoney.com/008212.html,董阳阳
