2015-06-19,1.0001,1.0001,0%,封闭期,封闭期
2015-06-24,1.0004,1.0004,0%,开放申购,开放赎回
2015-06-25,0.9999,0.9999,-0.05%,开放申购,开放赎回
2015-06-26,0.9979,0.9979,-0.20%,开放申购,开放赎回
2015-06-29,0.9972,0.9972,-0.07%,开放申购,开放赎回
2015-06-30,0.9999,0.9999,0.27%,开放申购,开放赎回
2015-07-01,0.9981,0.9981,-0.18%,开放申购,开放赎回
2015-07-02,0.9969,0.9969,-0.12%,开放申购,开放赎回
2015-07-03,0.9951,0.9951,-0.18%,开放申购,开放赎回
2015-07-06,0.9966,0.9966,0.15%,开放申购,开放赎回
2015-07-07,0.9960,0.9960,-0.06%,开放申购,开放赎回
2015-07-08,0.9941,0.9941,-0.19%,开放申购,开放赎回
2015-07-09,0.9959,0.9959,0.18%,开放申购,开放赎回
2015-07-10,0.9976,0.9976,0.17%,开放申购,开放赎回
2015-07-13,0.9983,0.9983,0.07%,开放申购,开放赎回
2015-07-14,0.9982,0.9982,-0.01%,开放申购,开放赎回
2015-07-15,0.9967,0.9967,-0.15%,开放申购,开放赎回
2015-07-16,0.9968,0.9968,0.01%,开放申购,开放赎回
2015-07-17,0.9977,0.9977,0.09%,开放申购,开放赎回
2015-07-20,0.9978,0.9978,0.01%,开放申购,开放赎回
2015-07-21,0.9979,0.9979,0.01%,开放申购,开放赎回
2015-07-22,0.9978,0.9978,-0.01%,开放申购,开放赎回
2015-07-23,0.9985,0.9985,0.07%,开放申购,开放赎回
2015-07-24,0.9977,0.9977,-0.08%,开放申购,开放赎回
2015-07-27,0.9955,0.9955,-0.22%,开放申购,开放赎回
2015-07-28,0.9957,0.9957,0.02%,开放申购,开放赎回
2015-07-29,0.9964,0.9964,0.07%,开放申购,开放赎回
2015-07-30,0.9953,0.9953,-0.11%,开放申购,开放赎回
2015-07-31,0.9955,0.9955,0.02%,开放申购,开放赎回
2015-08-03,0.9958,0.9958,0.03%,开放申购,开放赎回
2015-08-04,0.9965,0.9965,0.07%,开放申购,开放赎回
2015-08-05,0.9960,0.9960,-0.05%,开放申购,开放赎回
2015-08-06,0.9957,0.9957,-0.03%,开放申购,开放赎回
2015-08-07,0.9962,0.9962,0.05%,开放申购,开放赎回
2015-08-10,0.9974,0.9974,0.12%,开放申购,开放赎回
2015-08-11,0.9973,0.9973,-0.01%,开放申购,开放赎回
2015-08-12,0.9971,0.9971,-0.02%,开放申购,开放赎回
2015-08-13,0.9974,0.9974,0.03%,开放申购,开放赎回
2015-08-14,0.9975,0.9975,0.01%,开放申购,开放赎回
2015-08-17,0.9975,0.9975,0.00%,开放申购,开放赎回
2015-08-18,0.9958,0.9958,-0.17%,开放申购,开放赎回
2015-08-19,0.9962,0.9962,0.04%,开放申购,开放赎回
2015-08-20,0.9954,0.9954,-0.08%,开放申购,开放赎回
2015-08-21,0.9944,0.9944,-0.10%,开放申购,开放赎回
2015-08-24,0.9927,0.9927,-0.17%,开放申购,开放赎回
2015-08-25,0.9907,0.9907,-0.20%,开放申购,开放赎回
2015-08-26,0.9904,0.9904,-0.03%,开放申购,开放赎回
2015-08-27,0.9918,0.9918,0.14%,开放申购,开放赎回
2015-08-28,0.9931,0.9931,0.13%,开放申购,开放赎回
2015-08-31,0.9930,0.9930,-0.01%,开放申购,开放赎回
2015-09-01,0.9925,0.9925,-0.05%,开放申购,开放赎回
2015-09-02,0.9926,0.9926,0.01%,开放申购,开放赎回
2015-09-07,0.9917,0.9917,-0.09%,开放申购,开放赎回
2015-09-08,0.9926,0.9926,0.09%,开放申购,开放赎回
2015-09-09,0.9934,0.9934,0.08%,开放申购,开放赎回
2015-09-10,0.9928,0.9928,-0.06%,开放申购,开放赎回
2015-09-11,0.9928,0.9928,0.00%,开放申购,开放赎回
2015-09-14,0.9918,0.9918,-0.10%,开放申购,开放赎回
2015-09-15,0.9908,0.9908,-0.10%,开放申购,开放赎回
2015-09-16,0.9922,0.9922,0.14%,开放申购,开放赎回
2015-09-17,0.9919,0.9919,-0.03%,开放申购,开放赎回
2015-09-18,0.9922,0.9922,0.03%,开放申购,开放赎回
2015-09-21,0.9930,0.9930,0.08%,开放申购,开放赎回
2015-09-22,0.9934,0.9934,0.04%,开放申购,开放赎回
2015-09-23,0.9932,0.9932,-0.02%,开放申购,开放赎回
2015-09-24,0.9934,0.9934,0.02%,开放申购,开放赎回
2015-09-25,0.9927,0.9927,-0.07%,开放申购,开放赎回
2015-09-28,0.9933,0.9933,0.06%,开放申购,开放赎回
2015-09-29,0.9936,0.9936,0.03%,开放申购,开放赎回
2015-09-30,0.9941,0.9941,0.05%,开放申购,开放赎回
2015-10-08,0.9964,0.9964,0.23%,开放申购,开放赎回
2015-10-09,0.9969,0.9969,0.05%,开放申购,开放赎回
2015-10-12,0.9985,0.9985,0.16%,开放申购,开放赎回
2015-10-13,0.9989,0.9989,0.04%,开放申购,开放赎回
2015-10-14,0.9991,0.9991,0.02%,开放申购,开放赎回
2015-10-15,1.0001,1.0001,0.10%,开放申购,开放赎回
2015-10-16,1.0012,1.0012,0.11%,开放申购,开放赎回
2015-10-19,1.0020,1.0020,0.08%,开放申购,开放赎回
2015-10-20,1.0029,1.0029,0.09%,开放申购,开放赎回
2015-10-21,1.0012,1.0012,-0.17%,开放申购,开放赎回
2015-10-22,1.0020,1.0020,0.08%,开放申购,开放赎回
2015-10-23,1.0027,1.0027,0.07%,开放申购,开放赎回
2015-10-26,1.0035,1.0035,0.08%,开放申购,开放赎回
2015-10-27,1.0036,1.0036,0.01%,开放申购,开放赎回
2015-10-28,1.0037,1.0037,0.01%,开放申购,开放赎回
2015-10-29,1.0040,1.0040,0.03%,开放申购,开放赎回
2015-10-30,1.0044,1.0044,0.04%,开放申购,开放赎回
2015-11-02,1.0040,1.0040,-0.04%,开放申购,开放赎回
2015-11-03,1.0037,1.0037,-0.03%,开放申购,开放赎回
2015-11-04,1.0044,1.0044,0.07%,开放申购,开放赎回
2015-11-05,1.0043,1.0043,-0.01%,开放申购,开放赎回
2015-11-06,1.0047,1.0047,0.04%,开放申购,开放赎回
2015-11-09,1.0042,1.0042,-0.05%,开放申购,开放赎回
2015-11-10,1.0038,1.0038,-0.04%,开放申购,开放赎回
2015-11-11,1.0040,1.0040,0.02%,开放申购,开放赎回
2015-11-12,1.0040,1.0040,0.00%,开放申购,开放赎回
2015-11-13,1.0038,1.0038,-0.02%,限制大额申购,开放赎回
2015-11-16,1.0041,1.0041,0.03%,限制大额申购,开放赎回
2015-11-17,1.0042,1.0042,0.01%,限制大额申购,开放赎回
2015-11-18,1.0040,1.0040,-0.02%,限制大额申购,开放赎回
2015-11-19,1.0043,1.0043,0.03%,限制大额申购,开放赎回
2015-11-20,1.0046,1.0046,0.03%,限制大额申购,开放赎回
2015-11-23,1.0045,1.0045,-0.01%,限制大额申购,开放赎回
2015-11-24,1.0047,1.0047,0.02%,限制大额申购,开放赎回
2015-11-25,1.0051,1.0051,0.04%,限制大额申购,开放赎回
2015-11-26,1.0051,1.0051,0.00%,限制大额申购,开放赎回
2015-11-27,1.0040,1.0040,-0.11%,限制大额申购,开放赎回
2015-11-30,1.0042,1.0042,0.02%,限制大额申购,开放赎回
2015-12-01,1.0042,1.0042,0.00%,限制大额申购,开放赎回
2015-12-02,1.0046,1.0046,0.04%,限制大额申购,开放赎回
2015-12-03,1.0051,1.0051,0.05%,限制大额申购,开放赎回
2015-12-04,1.0051,1.0051,0.00%,限制大额申购,开放赎回
2015-12-07,1.0056,1.0056,0.05%,限制大额申购,开放赎回
2015-12-08,1.0054,1.0054,-0.02%,限制大额申购,开放赎回
2015-12-09,1.0056,1.0056,0.02%,限制大额申购,开放赎回
2015-12-10,1.0056,1.0056,0.00%,限制大额申购,开放赎回
2015-12-11,1.0055,1.0055,-0.01%,限制大额申购,开放赎回
2015-12-14,1.0061,1.0061,0.06%,限制大额申购,开放赎回
2015-12-15,1.0062,1.0062,0.01%,限制大额申购,开放赎回
2015-12-16,1.0064,1.0064,0.02%,限制大额申购,开放赎回
2015-12-17,1.0070,1.0070,0.06%,限制大额申购,开放赎回
2015-12-18,1.0070,1.0070,0.00%,限制大额申购,开放赎回
2015-12-21,1.0076,1.0076,0.06%,限制大额申购,开放赎回
2015-12-22,1.0081,1.0081,0.05%,限制大额申购,开放赎回
2015-12-23,1.0082,1.0082,0.01%,限制大额申购,开放赎回
2015-12-24,1.0086,1.0086,0.04%,限制大额申购,开放赎回
2015-12-25,1.0090,1.0090,0.04%,限制大额申购,开放赎回
2015-12-28,1.0093,1.0093,0.03%,限制大额申购,开放赎回
2015-12-29,1.0098,1.0098,0.05%,限制大额申购,开放赎回
2015-12-30,1.0103,1.0103,0.05%,限制大额申购,开放赎回
2015-12-31,1.0105,1.0105,0.02%,限制大额申购,开放赎回
2016-01-04,1.0100,1.0100,-0.05%,限制大额申购,开放赎回
2016-01-05,1.0101,1.0101,0.01%,限制大额申购,开放赎回
2016-01-06,1.0107,1.0107,0.06%,限制大额申购,开放赎回
2016-01-07,1.0102,1.0102,-0.05%,限制大额申购,开放赎回
2016-01-08,1.0106,1.0106,0.04%,限制大额申购,开放赎回
2016-01-11,1.0102,1.0102,-0.04%,限制大额申购,开放赎回
2016-01-12,1.0102,1.0102,0.00%,限制大额申购,开放赎回
2016-01-13,1.0100,1.0100,-0.02%,限制大额申购,开放赎回
2016-01-14,1.0106,1.0106,0.06%,限制大额申购,开放赎回
2016-01-15,1.0104,1.0104,-0.02%,限制大额申购,开放赎回
2016-01-18,1.0109,1.0109,0.05%,限制大额申购,开放赎回
2016-01-19,1.0112,1.0112,0.03%,限制大额申购,开放赎回
2016-01-20,1.0108,1.0108,-0.04%,限制大额申购,开放赎回
2016-01-21,1.0099,1.0099,-0.09%,限制大额申购,开放赎回
2016-01-22,1.0103,1.0103,0.04%,限制大额申购,开放赎回
2016-01-25,1.0105,1.0105,0.02%,开放申购,开放赎回
2016-01-26,1.0089,1.0089,-0.16%,开放申购,开放赎回
2016-01-27,1.0086,1.0086,-0.03%,开放申购,开放赎回
2016-01-28,1.0079,1.0079,-0.07%,开放申购,开放赎回
2016-01-29,1.0087,1.0087,0.08%,开放申购,开放赎回
2016-02-01,1.0088,1.0088,0.01%,开放申购,开放赎回
2016-02-02,1.0092,1.0092,0.04%,开放申购,开放赎回
2016-02-03,1.0092,1.0092,0.00%,开放申购,开放赎回
2016-02-04,1.0101,1.0101,0.09%,开放申购,开放赎回
2016-02-05,1.0101,1.0101,0.00%,开放申购,开放赎回
2016-02-15,1.0110,1.0110,0.09%,开放申购,开放赎回
2016-02-16,1.0116,1.0116,0.06%,开放申购,开放赎回
2016-02-17,1.0120,1.0120,0.04%,开放申购,开放赎回
2016-02-18,1.0123,1.0123,0.03%,开放申购,开放赎回
2016-02-19,1.0128,1.0128,0.05%,开放申购,开放赎回
2016-02-22,1.0137,1.0137,0.09%,开放申购,开放赎回
2016-02-23,1.0144,1.0144,0.07%,开放申购,开放赎回
2016-02-24,1.0148,1.0148,0.04%,开放申购,开放赎回
2016-02-25,1.0140,1.0140,-0.08%,开放申购,开放赎回
2016-02-26,1.0139,1.0139,-0.01%,开放申购,开放赎回
2016-02-29,1.0135,1.0135,-0.04%,开放申购,开放赎回
2016-03-01,1.0140,1.0140,0.05%,开放申购,开放赎回
2016-03-02,1.0147,1.0147,0.07%,开放申购,开放赎回
2016-03-03,1.0148,1.0148,0.01%,开放申购,开放赎回
2016-03-04,1.0145,1.0145,-0.03%,开放申购,开放赎回
2016-03-07,1.0154,1.0154,0.09%,开放申购,开放赎回
2016-03-08,1.0159,1.0159,0.05%,开放申购,开放赎回
2016-03-09,1.0158,1.0158,-0.01%,开放申购,开放赎回
2016-03-10,1.0160,1.0160,0.02%,开放申购,开放赎回
2016-03-11,1.0158,1.0158,-0.02%,开放申购,开放赎回
2016-03-14,1.0167,1.0167,0.09%,开放申购,开放赎回
2016-03-15,1.0169,1.0169,0.02%,开放申购,开放赎回
2016-03-16,1.0171,1.0171,0.02%,开放申购,开放赎回
2016-03-17,1.0176,1.0176,0.05%,开放申购,开放赎回
2016-03-18,1.0180,1.0180,0.04%,开放申购,开放赎回
2016-03-21,1.0186,1.0186,0.06%,开放申购,开放赎回
2016-03-22,1.0183,1.0183,-0.03%,开放申购,开放赎回
2016-03-23,1.0182,1.0182,-0.01%,开放申购,开放赎回
2016-03-24,1.0182,1.0182,0.00%,开放申购,开放赎回
2016-03-25,1.0183,1.0183,0.01%,开放申购,开放赎回
2016-03-28,1.0184,1.0184,0.01%,开放申购,开放赎回
2016-03-29,1.0172,1.0172,-0.12%,开放申购,开放赎回
2016-03-30,1.0183,1.0183,0.11%,开放申购,开放赎回
2016-03-31,1.0185,1.0185,0.02%,开放申购,开放赎回
2016-04-01,1.0183,1.0183,-0.02%,开放申购,开放赎回
2016-04-05,1.0194,1.0194,0.11%,开放申购,开放赎回
2016-04-06,1.0201,1.0201,0.07%,开放申购,开放赎回
2016-04-07,1.0192,1.0192,-0.09%,开放申购,开放赎回
2016-04-08,1.0185,1.0185,-0.07%,开放申购,开放赎回
2016-04-11,1.0192,1.0192,0.07%,开放申购,开放赎回
2016-04-12,1.0183,1.0183,-0.09%,开放申购,开放赎回
2016-04-13,1.0184,1.0184,0.01%,开放申购,开放赎回
2016-04-14,1.0181,1.0181,-0.03%,开放申购,开放赎回
2016-04-15,1.0180,1.0180,-0.01%,开放申购,开放赎回
2016-04-18,1.0176,1.0176,-0.04%,开放申购,开放赎回
2016-04-19,1.0175,1.0175,-0.01%,开放申购,开放赎回
2016-04-20,1.0166,1.0166,-0.09%,开放申购,开放赎回
2016-04-21,1.0154,1.0154,-0.12%,开放申购,开放赎回
2016-04-22,1.0146,1.0146,-0.08%,开放申购,开放赎回
2016-04-25,1.0136,1.0136,-0.10%,开放申购,开放赎回
2016-04-26,1.0138,1.0138,0.02%,开放申购,开放赎回
2016-04-27,1.0141,1.0141,0.03%,开放申购,开放赎回
2016-04-28,1.0143,1.0143,0.02%,开放申购,开放赎回
2016-04-29,1.0144,1.0144,0.01%,开放申购,开放赎回
2016-05-03,1.0155,1.0155,0.11%,开放申购,开放赎回
2016-05-04,1.0156,1.0156,0.01%,开放申购,开放赎回
2016-05-05,1.0160,1.0160,0.04%,开放申购,开放赎回
2016-05-06,1.0151,1.0151,-0.09%,开放申购,开放赎回
2016-05-09,1.0149,1.0149,-0.02%,开放申购,开放赎回
2016-05-10,1.0150,1.0150,0.01%,开放申购,开放赎回
2016-05-11,1.0153,1.0153,0.03%,开放申购,开放赎回
2016-05-12,1.0158,1.0158,0.05%,开放申购,开放赎回
2016-05-13,1.0164,1.0164,0.06%,开放申购,开放赎回
2016-05-16,1.0175,1.0175,0.11%,开放申购,开放赎回
2016-05-17,1.0171,1.0171,-0.04%,开放申购,开放赎回
2016-05-18,1.0164,1.0164,-0.07%,开放申购,开放赎回
2016-05-19,1.0164,1.0164,0.00%,开放申购,开放赎回
2016-05-20,1.0168,1.0168,0.04%,开放申购,开放赎回
2016-05-23,1.0181,1.0181,0.13%,开放申购,开放赎回
2016-05-24,1.0180,1.0180,-0.01%,开放申购,开放赎回
2016-05-25,1.0182,1.0182,0.02%,开放申购,开放赎回
2016-05-26,1.0180,1.0180,-0.02%,开放申购,开放赎回
2016-05-27,1.0177,1.0177,-0.03%,开放申购,开放赎回
2016-05-30,1.0180,1.0180,0.03%,开放申购,开放赎回
2016-05-31,1.0191,1.0191,0.11%,开放申购,开放赎回
2016-06-01,1.0205,1.0205,0.14%,开放申购,开放赎回
2016-06-02,1.0208,1.0208,0.03%,开放申购,开放赎回
2016-06-03,1.0210,1.0210,0.02%,开放申购,开放赎回
2016-06-06,1.0219,1.0219,0.09%,开放申购,开放赎回
2016-06-07,1.0221,1.0221,0.02%,开放申购,开放赎回
2016-06-08,1.0221,1.0221,0.00%,开放申购,开放赎回
2016-06-13,1.0212,1.0212,-0.09%,开放申购,开放赎回
2016-06-14,1.0215,1.0215,0.03%,开放申购,开放赎回
2016-06-15,1.0233,1.0233,0.18%,开放申购,开放赎回
2016-06-16,1.0234,1.0234,0.01%,开放申购,开放赎回
2016-06-17,1.0239,1.0239,0.05%,开放申购,开放赎回
2016-06-20,1.0235,1.0235,-0.04%,开放申购,开放赎回
2016-06-21,1.0236,1.0236,0.01%,开放申购,开放赎回
2016-06-22,1.0245,1.0245,0.09%,开放申购,开放赎回
2016-06-23,1.0254,1.0254,0.09%,开放申购,开放赎回
2016-06-24,1.0479,1.0479,2.19%,开放申购,开放赎回
2016-06-27,1.0515,1.0515,0.34%,开放申购,开放赎回
2016-06-28,1.0521,1.0521,0.06%,开放申购,开放赎回
2016-06-29,1.0537,1.0537,0.15%,开放申购,开放赎回
2016-06-30,1.0533,1.0533,-0.04%,开放申购,开放赎回
2016-07-01,1.0547,1.0547,0.13%,开放申购,开放赎回
2016-07-04,1.0574,1.0574,0.26%,开放申购,开放赎回
2016-07-05,1.0594,1.0594,0.19%,开放申购,开放赎回
2016-07-06,1.0611,1.0611,0.16%,开放申购,开放赎回
2016-07-07,1.0626,1.0626,0.14%,开放申购,开放赎回
2016-07-08,1.0624,1.0624,-0.02%,开放申购,开放赎回
2016-07-11,1.0626,1.0626,0.02%,开放申购,开放赎回
2016-07-12,1.0642,1.0642,0.15%,开放申购,开放赎回
2016-07-13,1.0644,1.0644,0.02%,开放申购,开放赎回
2016-07-14,1.0645,1.0645,0.01%,开放申购,开放赎回
2016-07-15,1.0650,1.0650,0.05%,开放申购,开放赎回
2016-07-18,1.0649,1.0649,-0.01%,开放申购,开放赎回
2016-07-19,1.0651,1.0651,0.02%,开放申购,开放赎回
2016-07-20,1.0651,1.0651,0.00%,开放申购,开放赎回
2016-07-21,1.0654,1.0654,0.03%,开放申购,开放赎回
2016-07-22,1.0647,1.0647,-0.07%,开放申购,开放赎回
2016-07-25,1.0646,1.0646,-0.01%,开放申购,开放赎回
2016-07-26,1.0675,1.0675,0.27%,开放申购,开放赎回
2016-07-27,1.0668,1.0668,-0.07%,限制大额申购,开放赎回
2016-07-28,1.0675,1.0675,0.07%,限制大额申购,开放赎回
2016-07-29,1.0677,1.0677,0.02%,限制大额申购,开放赎回
2016-08-01,1.0677,1.0677,0.00%,限制大额申购,开放赎回
2016-08-02,1.0683,1.0683,0.06%,限制大额申购,开放赎回
2016-08-03,1.0688,1.0688,0.05%,限制大额申购,开放赎回
2016-08-04,1.0692,1.0692,0.04%,限制大额申购,开放赎回
2016-08-05,1.0697,1.0697,0.05%,限制大额申购,开放赎回
2016-08-08,1.0703,1.0703,0.06%,限制大额申购,开放赎回
2016-08-09,1.0709,1.0709,0.06%,限制大额申购,开放赎回
2016-08-10,1.0712,1.0712,0.03%,限制大额申购,开放赎回
2016-08-11,1.0713,1.0713,0.01%,限制大额申购,开放赎回
2016-08-12,1.0724,1.0724,0.10%,限制大额申购,开放赎回
2016-08-15,1.0741,1.0741,0.16%,限制大额申购,开放赎回
2016-08-16,1.0745,1.0745,0.04%,限制大额申购,开放赎回
2016-08-17,1.0750,1.0750,0.05%,限制大额申购,开放赎回
2016-08-18,1.0751,1.0751,0.01%,限制大额申购,开放赎回
2016-08-19,1.0755,1.0755,0.04%,限制大额申购,开放赎回
2016-08-22,1.0754,1.0754,-0.01%,限制大额申购,开放赎回
2016-08-23,1.0757,1.0757,0.03%,限制大额申购,开放赎回
2016-08-24,1.0754,1.0754,-0.03%,限制大额申购,开放赎回
2016-08-25,1.0750,1.0750,-0.04%,限制大额申购,开放赎回
2016-08-26,1.0749,1.0749,-0.01%,开放申购,开放赎回
2016-08-29,1.0748,1.0748,-0.01%,开放申购,开放赎回
2016-08-30,1.0750,1.0750,0.02%,开放申购,开放赎回
2016-08-31,1.0755,1.0755,0.05%,开放申购,开放赎回
2016-09-01,1.0755,1.0755,0.00%,开放申购,开放赎回
2016-09-02,1.0761,1.0761,0.06%,开放申购,开放赎回
2016-09-05,1.0764,1.0764,0.03%,开放申购,开放赎回
2016-09-06,1.0769,1.0769,0.05%,开放申购,开放赎回
2016-09-07,1.0767,1.0767,-0.02%,开放申购,开放赎回
2016-09-08,1.0768,1.0768,0.01%,开放申购,开放赎回
2016-09-09,1.0767,1.0767,-0.01%,开放申购,开放赎回
2016-09-12,1.0753,1.0753,-0.13%,开放申购,开放赎回
2016-09-13,1.0751,1.0751,-0.02%,开放申购,开放赎回
2016-09-14,1.0745,1.0745,-0.06%,开放申购,开放赎回
2016-09-19,1.0759,1.0759,0.13%,开放申购,开放赎回
2016-09-20,1.0758,1.0758,-0.01%,开放申购,开放赎回
2016-09-21,1.0758,1.0758,0.00%,开放申购,开放赎回
2016-09-22,1.0766,1.0766,0.07%,开放申购,开放赎回
2016-09-23,1.0763,1.0763,-0.03%,限制大额申购,开放赎回
2016-09-26,1.0752,1.0752,-0.10%,限制大额申购,开放赎回
2016-09-27,1.0755,1.0755,0.03%,限制大额申购,开放赎回
2016-09-28,1.0750,1.0750,-0.05%,限制大额申购,开放赎回
2016-09-29,1.0756,1.0756,0.06%,限制大额申购,开放赎回
2016-09-30,1.0758,1.0758,0.02%,限制大额申购,开放赎回
2016-10-10,1.0780,1.0780,0.20%,限制大额申购,开放赎回
2016-10-11,1.0784,1.0784,0.04%,限制大额申购,开放赎回
2016-10-12,1.0783,1.0783,-0.01%,限制大额申购,开放赎回
2016-10-13,1.0786,1.0786,0.03%,限制大额申购,开放赎回
2016-10-14,1.0790,1.0790,0.04%,限制大额申购,开放赎回
2016-10-17,1.0784,1.0784,-0.06%,限制大额申购,开放赎回
2016-10-18,1.0799,1.0799,0.14%,限制大额申购,开放赎回
2016-10-19,1.0798,1.0798,-0.01%,限制大额申购,开放赎回
2016-10-20,1.0797,1.0797,-0.01%,限制大额申购,开放赎回
2016-10-21,1.0804,1.0804,0.06%,限制大额申购,开放赎回
2016-10-24,1.0819,1.0819,0.14%,限制大额申购,开放赎回
2016-10-25,1.0818,1.0818,-0.01%,限制大额申购,开放赎回
2016-10-26,1.0810,1.0810,-0.07%,限制大额申购,开放赎回
2016-10-27,1.0805,1.0805,-0.05%,限制大额申购,开放赎回
