2021-02-05,1.0000,1.0000,0%,封闭期,封闭期
2021-02-08,1.0001,1.0001,0.01%,开放申购,开放赎回
2021-02-09,1.0000,1.0000,-0.01%,开放申购,开放赎回
2021-02-10,1.0001,1.0001,0.01%,开放申购,开放赎回
2021-02-18,1.0002,1.0002,0.01%,开放申购,开放赎回
2021-02-19,1.0001,1.0001,-0.01%,开放申购,开放赎回
2021-02-22,0.9999,0.9999,-0.02%,开放申购,开放赎回
2021-02-23,0.9998,0.9998,-0.01%,开放申购,开放赎回
2021-02-24,0.9995,0.9995,-0.03%,开放申购,开放赎回
2021-02-25,1.0000,1.0000,0.05%,开放申购,开放赎回
2021-02-26,0.9995,0.9995,-0.05%,开放申购,开放赎回
2021-03-01,0.9998,0.9998,0.03%,开放申购,开放赎回
2021-03-02,0.9998,0.9998,0.00%,开放申购,开放赎回
2021-03-03,1.0002,1.0002,0.04%,开放申购,开放赎回
2021-03-04,0.9992,0.9992,-0.10%,开放申购,开放赎回
2021-03-05,0.9992,0.9992,0.00%,开放申购,开放赎回
2021-03-08,0.9981,0.9981,-0.11%,开放申购,开放赎回
2021-03-09,0.9965,0.9965,-0.16%,开放申购,开放赎回
2021-03-10,0.9966,0.9966,0.01%,开放申购,开放赎回
2021-03-11,0.9982,0.9982,0.16%,开放申购,开放赎回
2021-03-12,0.9992,0.9992,0.10%,开放申购,开放赎回
2021-03-15,0.9983,0.9983,-0.09%,开放申购,开放赎回
2021-03-16,0.9994,0.9994,0.11%,开放申购,开放赎回
2021-03-17,1.0012,1.0012,0.18%,开放申购,开放赎回
2021-03-18,1.0029,1.0029,0.17%,开放申购,开放赎回
2021-03-19,0.9995,0.9995,-0.34%,开放申购,开放赎回
2021-03-22,1.0011,1.0011,0.16%,开放申购,开放赎回
2021-03-23,0.9979,0.9979,-0.32%,开放申购,开放赎回
2021-03-24,0.9941,0.9941,-0.38%,开放申购,开放赎回
2021-03-25,0.9949,0.9949,0.08%,开放申购,开放赎回
2021-03-26,0.9999,0.9999,0.50%,开放申购,开放赎回
2021-03-29,1.0006,1.0006,0.07%,开放申购,开放赎回
2021-03-30,1.0032,1.0032,0.26%,开放申购,开放赎回
2021-03-31,1.0000,1.0000,-0.32%,开放申购,开放赎回
2021-04-01,1.0032,1.0032,0.32%,开放申购,开放赎回
2021-04-02,1.0058,1.0058,0.26%,开放申购,开放赎回
2021-04-06,1.0061,1.0061,0.03%,开放申购,开放赎回
2021-04-07,1.0055,1.0055,-0.06%,开放申购,开放赎回
