2019-12-20,1.0000,1.0000,0%,封闭期,封闭期
2019-12-27,1.0020,1.0020,0%,开放申购,开放赎回
2019-12-30,1.0561,1.0561,5.40%,开放申购,开放赎回
2019-12-31,1.0514,1.0514,-0.45%,开放申购,开放赎回
2020-01-02,1.0567,1.0567,0.50%,开放申购,开放赎回
2020-01-03,1.0551,1.0551,-0.15%,开放申购,开放赎回
2020-01-06,1.0565,1.0565,0.13%,开放申购,开放赎回
2020-01-07,1.0632,1.0632,0.63%,开放申购,开放赎回
2020-01-08,1.0316,1.0316,-2.97%,开放申购,开放赎回
2020-01-09,1.0450,1.0450,1.30%,开放申购,开放赎回
2020-01-10,1.0459,1.0459,0.09%,开放申购,开放赎回
2020-01-13,1.0592,1.0592,1.27%,开放申购,开放赎回
2020-01-14,1.0465,1.0465,-1.20%,开放申购,开放赎回
2020-01-15,1.0414,1.0414,-0.49%,开放申购,开放赎回
2020-01-16,1.0363,1.0363,-0.49%,开放申购,开放赎回
2020-01-17,1.0391,1.0391,0.27%,开放申购,开放赎回
2020-01-20,1.0542,1.0542,1.45%,开放申购,开放赎回
2020-01-21,1.0350,1.0350,-1.82%,开放申购,开放赎回
2020-01-22,1.0426,1.0426,0.73%,开放申购,开放赎回
2020-01-23,1.0004,1.0004,-4.05%,开放申购,开放赎回
2020-02-03,0.9184,0.9184,-8.20%,开放申购,开放赎回
2020-02-04,0.9194,0.9194,0.11%,开放申购,开放赎回
2020-02-05,0.9303,0.9303,1.19%,开放申购,开放赎回
2020-02-06,0.9504,0.9504,2.16%,开放申购,开放赎回
2020-02-07,0.9532,0.9532,0.29%,开放申购,开放赎回
2020-02-10,0.9617,0.9617,0.89%,开放申购,开放赎回
2020-02-11,0.9595,0.9595,-0.23%,开放申购,开放赎回
2020-02-12,0.9728,0.9728,1.39%,开放申购,开放赎回
2020-02-13,0.9577,0.9577,-1.55%,开放申购,开放赎回
2020-02-14,0.9733,0.9733,1.63%,开放申购,开放赎回
2020-02-17,1.0185,1.0185,4.64%,开放申购,开放赎回
2020-02-18,1.0125,1.0125,-0.59%,开放申购,开放赎回
2020-02-19,1.0148,1.0148,0.23%,开放申购,开放赎回
2020-02-20,1.0753,1.0753,5.96%,开放申购,开放赎回
2020-02-21,1.0755,1.0755,0.02%,开放申购,开放赎回
2020-02-24,1.0748,1.0748,-0.07%,开放申购,开放赎回
2020-02-25,1.0852,1.0852,0.97%,开放申购,开放赎回
2020-02-26,1.0649,1.0649,-1.87%,开放申购,开放赎回
2020-02-27,1.0659,1.0659,0.09%,开放申购,开放赎回
2020-02-28,1.0020,1.0020,-5.99%,开放申购,开放赎回
2020-03-02,1.0468,1.0468,4.47%,开放申购,开放赎回
2020-03-03,1.0563,1.0563,0.91%,开放申购,开放赎回
2020-03-04,1.0851,1.0851,2.73%,开放申购,开放赎回
2020-03-05,1.1136,1.1136,2.63%,开放申购,开放赎回
2020-03-06,1.0761,1.0761,-3.37%,开放申购,开放赎回
2020-03-09,1.0463,1.0463,-2.77%,开放申购,开放赎回
2020-03-10,1.0767,1.0767,2.91%,开放申购,开放赎回
2020-03-11,1.0470,1.0470,-2.76%,开放申购,开放赎回
2020-03-12,1.0348,1.0348,-1.17%,开放申购,开放赎回
2020-03-13,1.0288,1.0288,-0.58%,开放申购,开放赎回
2020-03-16,0.9717,0.9717,-5.55%,开放申购,开放赎回
2020-03-17,0.9749,0.9749,0.33%,开放申购,开放赎回
2020-03-18,0.9460,0.9460,-2.96%,开放申购,开放赎回
2020-03-19,0.9577,0.9577,1.24%,开放申购,开放赎回
2020-03-20,0.9654,0.9654,0.80%,开放申购,开放赎回
2020-03-23,0.9305,0.9305,-3.62%,开放申购,开放赎回
2020-03-24,0.9490,0.9490,1.99%,开放申购,开放赎回
2020-03-25,0.9640,0.9640,1.58%,开放申购,开放赎回
2020-03-26,0.9506,0.9506,-1.39%,开放申购,开放赎回
2020-03-27,0.9547,0.9547,0.43%,开放申购,开放赎回
2020-03-30,0.9451,0.9451,-1.01%,开放申购,开放赎回
2020-03-31,0.9408,0.9408,-0.46%,开放申购,开放赎回
2020-04-01,0.9378,0.9378,-0.32%,开放申购,开放赎回
2020-04-02,0.9546,0.9546,1.79%,开放申购,开放赎回
2020-04-03,0.9409,0.9409,-1.44%,开放申购,开放赎回
2020-04-07,0.9612,0.9612,2.16%,开放申购,开放赎回
2020-04-08,0.9578,0.9578,-0.35%,开放申购,开放赎回
2020-04-09,0.9663,0.9663,0.89%,开放申购,开放赎回
2020-04-10,0.9525,0.9525,-1.43%,开放申购,开放赎回
2020-04-13,0.9462,0.9462,-0.66%,开放申购,开放赎回
2020-04-14,0.9691,0.9691,2.42%,开放申购,开放赎回
2020-04-15,0.9574,0.9574,-1.21%,开放申购,开放赎回
2020-04-16,0.9673,0.9673,1.03%,开放申购,开放赎回
2020-04-17,0.9637,0.9637,-0.37%,开放申购,开放赎回
2020-04-20,0.9672,0.9672,0.36%,开放申购,开放赎回
2020-04-21,0.9518,0.9518,-1.59%,开放申购,开放赎回
2020-04-22,0.9542,0.9542,0.25%,开放申购,开放赎回
2020-04-23,0.9459,0.9459,-0.87%,开放申购,开放赎回
2020-04-24,0.9308,0.9308,-1.60%,开放申购,开放赎回
2020-04-27,0.9280,0.9280,-0.30%,开放申购,开放赎回
2020-04-28,0.9388,0.9388,1.16%,开放申购,开放赎回
2020-04-29,0.9416,0.9416,0.30%,开放申购,开放赎回
2020-04-30,0.9619,0.9619,2.16%,开放申购,开放赎回
2020-05-06,0.9642,0.9642,0.24%,开放申购,开放赎回
2020-05-07,0.9583,0.9583,-0.61%,开放申购,开放赎回
2020-05-08,0.9748,0.9748,1.72%,开放申购,开放赎回
2020-05-11,0.9680,0.9680,-0.70%,开放申购,开放赎回
2020-05-12,0.9650,0.9650,-0.31%,开放申购,开放赎回
2020-05-13,0.9673,0.9673,0.24%,开放申购,开放赎回
2020-05-14,0.9549,0.9549,-1.28%,开放申购,开放赎回
2020-05-15,0.9559,0.9559,0.10%,开放申购,开放赎回
2020-05-18,0.9516,0.9516,-0.45%,开放申购,开放赎回
2020-05-19,0.9569,0.9569,0.56%,开放申购,开放赎回
2020-05-20,0.9521,0.9521,-0.50%,开放申购,开放赎回
2020-05-21,0.9437,0.9437,-0.88%,开放申购,开放赎回
2020-05-22,0.9210,0.9210,-2.41%,开放申购,开放赎回
2020-05-25,0.9188,0.9188,-0.24%,开放申购,开放赎回
2020-05-26,0.9289,0.9289,1.10%,开放申购,开放赎回
2020-05-27,0.9191,0.9191,-1.06%,开放申购,开放赎回
2020-05-28,0.9310,0.9310,1.29%,开放申购,开放赎回
2020-05-29,0.9246,0.9246,-0.69%,开放申购,开放赎回
2020-06-01,0.9623,0.9623,4.08%,开放申购,开放赎回
2020-06-02,0.9596,0.9596,-0.28%,开放申购,开放赎回
2020-06-03,0.9503,0.9503,-0.97%,开放申购,开放赎回
2020-06-04,0.9469,0.9469,-0.36%,开放申购,开放赎回
2020-06-05,0.9558,0.9558,0.94%,开放申购,开放赎回
2020-06-08,0.9529,0.9529,-0.30%,开放申购,开放赎回
2020-06-09,0.9631,0.9631,1.07%,开放申购,开放赎回
2020-06-10,0.9552,0.9552,-0.82%,开放申购,开放赎回
2020-06-11,0.9504,0.9504,-0.50%,开放申购,开放赎回
2020-06-12,0.9487,0.9487,-0.18%,开放申购,开放赎回
2020-06-15,0.9471,0.9471,-0.17%,开放申购,开放赎回
2020-06-16,0.9581,0.9581,1.16%,开放申购,开放赎回
2020-06-17,0.9550,0.9550,-0.32%,开放申购,开放赎回
2020-06-18,0.9651,0.9651,1.06%,开放申购,开放赎回
2020-06-19,0.9984,0.9984,3.45%,开放申购,开放赎回
2020-06-22,1.0259,1.0259,2.75%,开放申购,开放赎回
2020-06-23,1.0370,1.0370,1.08%,开放申购,开放赎回
2020-06-24,1.0357,1.0357,-0.13%,开放申购,开放赎回
2020-06-29,1.0066,1.0066,-2.81%,开放申购,开放赎回
2020-06-30,1.0378,1.0378,3.10%,开放申购,开放赎回
2020-07-01,1.0569,1.0569,1.84%,开放申购,开放赎回
2020-07-02,1.1285,1.1285,6.77%,开放申购,开放赎回
2020-07-03,1.2107,1.2107,7.28%,开放申购,开放赎回
2020-07-06,1.3059,1.3059,7.86%,开放申购,开放赎回
2020-07-07,1.2890,1.2890,-1.29%,开放申购,开放赎回
2020-07-08,1.3580,1.3580,5.35%,开放申购,开放赎回
2020-07-09,1.3650,1.3650,0.52%,开放申购,开放赎回
2020-07-10,1.3345,1.3345,-2.23%,开放申购,开放赎回
2020-07-13,1.3580,1.3580,1.76%,开放申购,开放赎回
2020-07-14,1.3617,1.3617,0.27%,开放申购,开放赎回
2020-07-15,1.3247,1.3247,-2.72%,开放申购,开放赎回
2020-07-16,1.2580,1.2580,-5.04%,开放申购,开放赎回
2020-07-17,1.2216,1.2216,-2.89%,开放申购,开放赎回
2020-07-20,1.2875,1.2875,5.39%,开放申购,开放赎回
2020-07-21,1.2694,1.2694,-1.41%,开放申购,开放赎回
2020-07-22,1.2838,1.2838,1.13%,开放申购,开放赎回
2020-07-23,1.2898,1.2898,0.47%,开放申购,开放赎回
2020-07-24,1.2087,1.2087,-6.29%,开放申购,开放赎回
2020-07-27,1.2095,1.2095,0.07%,开放申购,开放赎回
2020-07-28,1.2083,1.2083,-0.10%,开放申购,开放赎回
2020-07-29,1.2586,1.2586,4.16%,开放申购,开放赎回
2020-07-30,1.2450,1.2450,-1.08%,开放申购,开放赎回
2020-07-31,1.2675,1.2675,1.81%,开放申购,开放赎回
2020-08-03,1.2955,1.2955,2.21%,开放申购,开放赎回
2020-08-04,1.2883,1.2883,-0.56%,开放申购,开放赎回
2020-08-05,1.2817,1.2817,-0.51%,开放申购,开放赎回
2020-08-06,1.3256,1.3256,3.43%,开放申购,开放赎回
2020-08-07,1.2857,1.2857,-3.01%,开放申购,开放赎回
2020-08-10,1.3001,1.3001,1.12%,开放申购,开放赎回
2020-08-11,1.2565,1.2565,-3.35%,开放申购,开放赎回
2020-08-12,1.2523,1.2523,-0.33%,开放申购,开放赎回
2020-08-13,1.2596,1.2596,0.58%,开放申购,开放赎回
2020-08-14,1.2763,1.2763,1.33%,开放申购,开放赎回
