2019-02-25,1.0000,1.0000,0%,封闭期,封闭期
2019-02-26,0.9897,0.9897,-1.03%,开放申购,开放赎回
2019-02-27,0.9887,0.9887,-0.10%,开放申购,开放赎回
2019-02-28,0.9877,0.9877,-0.10%,开放申购,开放赎回
2019-03-01,1.0073,1.0073,1.98%,开放申购,开放赎回
2019-03-04,1.0182,1.0182,1.08%,开放申购,开放赎回
2019-03-05,1.0238,1.0238,0.55%,开放申购,开放赎回
2019-03-06,1.0312,1.0312,0.72%,开放申购,开放赎回
2019-03-07,1.0210,1.0210,-0.99%,开放申购,开放赎回
2019-03-08,0.9826,0.9826,-3.76%,开放申购,开放赎回
2019-03-11,1.0011,1.0011,1.88%,开放申购,开放赎回
2019-03-12,1.0069,1.0069,0.58%,开放申购,开放赎回
2019-03-13,1.0012,1.0012,-0.57%,开放申购,开放赎回
2019-03-14,0.9956,0.9956,-0.56%,开放申购,开放赎回
2019-03-15,1.0085,1.0085,1.30%,开放申购,开放赎回
2019-03-18,1.0350,1.0350,2.63%,开放申购,开放赎回
2019-03-19,1.0309,1.0309,-0.40%,开放申购,开放赎回
2019-03-20,1.0321,1.0321,0.12%,开放申购,开放赎回
2019-03-21,1.0329,1.0329,0.08%,开放申购,开放赎回
2019-03-22,1.0332,1.0332,0.03%,开放申购,开放赎回
2019-03-25,1.0108,1.0108,-2.17%,开放申购,开放赎回
2019-03-26,0.9991,0.9991,-1.16%,开放申购,开放赎回
2019-03-27,1.0085,1.0085,0.94%,开放申购,开放赎回
2019-03-28,1.0054,1.0054,-0.31%,开放申购,开放赎回
2019-03-29,1.0404,1.0404,3.48%,开放申购,开放赎回
2019-04-01,1.0647,1.0647,2.34%,开放申购,开放赎回
2019-04-02,1.0630,1.0630,-0.16%,开放申购,开放赎回
2019-04-03,1.0774,1.0774,1.35%,开放申购,开放赎回
2019-04-04,1.0876,1.0876,0.95%,开放申购,开放赎回
2019-04-08,1.0884,1.0884,0.07%,开放申购,开放赎回
2019-04-09,1.0939,1.0939,0.51%,开放申购,开放赎回
2019-04-10,1.0983,1.0983,0.40%,开放申购,开放赎回
2019-04-11,1.0773,1.0773,-1.91%,开放申购,开放赎回
2019-04-12,1.0739,1.0739,-0.32%,开放申购,开放赎回
2019-04-15,1.0708,1.0708,-0.29%,开放申购,开放赎回
2019-04-16,1.0969,1.0969,2.44%,开放申购,开放赎回
2019-04-17,1.0969,1.0969,0.00%,开放申购,开放赎回
2019-04-18,1.0935,1.0935,-0.31%,开放申购,开放赎回
2019-04-19,1.1049,1.1049,1.04%,开放申购,开放赎回
2019-04-22,1.0814,1.0814,-2.13%,开放申购,开放赎回
2019-04-23,1.0797,1.0797,-0.16%,开放申购,开放赎回
2019-04-24,1.0820,1.0820,0.21%,开放申购,开放赎回
2019-04-25,1.0614,1.0614,-1.90%,开放申购,开放赎回
2019-04-26,1.0505,1.0505,-1.03%,开放申购,开放赎回
2019-04-29,1.0577,1.0577,0.69%,开放申购,开放赎回
2019-04-30,1.0620,1.0620,0.41%,开放申购,开放赎回
2019-05-06,1.0060,1.0060,-5.27%,开放申购,开放赎回
2019-05-07,1.0153,1.0153,0.92%,开放申购,开放赎回
2019-05-08,1.0016,1.0016,-1.35%,开放申购,开放赎回
2019-05-09,0.9847,0.9847,-1.69%,开放申购,开放赎回
2019-05-10,1.0165,1.0165,3.23%,开放申购,开放赎回
2019-05-13,1.0014,1.0014,-1.49%,开放申购,开放赎回
2019-05-14,0.9959,0.9959,-0.55%,开放申购,开放赎回
2019-05-15,1.0177,1.0177,2.19%,开放申购,开放赎回
2019-05-16,1.0211,1.0211,0.33%,开放申购,开放赎回
2019-05-17,0.9978,0.9978,-2.28%,开放申购,开放赎回
2019-05-20,0.9894,0.9894,-0.84%,开放申购,开放赎回
2019-05-21,1.0011,1.0011,1.18%,开放申购,开放赎回
2019-05-22,0.9950,0.9950,-0.61%,开放申购,开放赎回
2019-05-23,0.9795,0.9795,-1.56%,开放申购,开放赎回
2019-05-24,0.9842,0.9842,0.48%,开放申购,开放赎回
2019-05-27,0.9943,0.9943,1.03%,开放申购,开放赎回
2019-05-28,1.0031,1.0031,0.89%,开放申购,开放赎回
2019-05-29,1.0017,1.0017,-0.14%,开放申购,开放赎回
2019-05-30,0.9963,0.9963,-0.54%,开放申购,开放赎回
2019-05-31,0.9927,0.9927,-0.36%,开放申购,开放赎回
2019-06-03,0.9934,0.9934,0.07%,开放申购,开放赎回
2019-06-04,0.9847,0.9847,-0.88%,开放申购,开放赎回
2019-06-05,0.9854,0.9854,0.07%,开放申购,开放赎回
2019-06-06,0.9785,0.9785,-0.70%,开放申购,开放赎回
2019-06-10,0.9909,0.9909,1.27%,开放申购,开放赎回
2019-06-11,1.0199,1.0199,2.93%,开放申购,开放赎回
2019-06-12,1.0123,1.0123,-0.75%,开放申购,开放赎回
2019-06-13,1.0105,1.0105,-0.18%,开放申购,开放赎回
2019-06-14,1.0036,1.0036,-0.68%,开放申购,开放赎回
2019-06-17,1.0036,1.0036,0.00%,开放申购,开放赎回
2019-06-18,1.0057,1.0057,0.21%,开放申购,开放赎回
2019-06-19,1.0209,1.0209,1.51%,开放申购,开放赎回
