2018-06-13,0.5858,0.5858,0%,封闭期,封闭期
2018-06-14,0.5841,0.5841,-0.29%,开放申购,开放赎回
2018-06-15,0.5743,0.5743,-1.68%,开放申购,开放赎回
2018-06-19,0.5406,0.5406,-5.87%,开放申购,开放赎回
2018-06-20,0.5465,0.5465,1.09%,开放申购,开放赎回
2018-06-21,0.5359,0.5359,-1.94%,开放申购,开放赎回
2018-06-22,0.5432,0.5432,1.36%,开放申购,开放赎回
2018-06-25,0.5399,0.5399,-0.61%,开放申购,开放赎回
2018-06-26,0.5435,0.5435,0.67%,开放申购,开放赎回
2018-06-27,0.5386,0.5386,-0.90%,开放申购,开放赎回
2018-06-28,0.5332,0.5332,-1.00%,开放申购,开放赎回
2018-06-29,0.5494,0.5494,3.04%,开放申购,开放赎回
2018-06-30,0.5494,0.5494,0%,开放申购,开放赎回
2018-07-02,0.5416,0.5416,-1.42%,开放申购,开放赎回
2018-07-03,0.5474,0.5474,1.07%,开放申购,开放赎回
2018-07-04,0.5400,0.5400,-1.35%,开放申购,开放赎回
2018-07-05,0.5265,0.5265,-2.50%,开放申购,开放赎回
2018-07-06,0.5281,0.5281,0.30%,开放申购,开放赎回
2018-07-09,0.5393,0.5393,2.12%,开放申购,开放赎回
2018-07-10,0.5424,0.5424,0.57%,开放申购,开放赎回
2018-07-11,0.5327,0.5327,-1.79%,开放申购,开放赎回
2018-07-12,0.5464,0.5464,2.57%,开放申购,开放赎回
2018-07-13,0.5497,0.5497,0.60%,开放申购,开放赎回
2018-07-16,0.5489,0.5489,-0.15%,开放申购,开放赎回
2018-07-17,0.5490,0.5490,0.02%,开放申购,开放赎回
2018-07-18,0.5452,0.5452,-0.69%,开放申购,开放赎回
2018-07-19,0.5408,0.5408,-0.81%,开放申购,开放赎回
2018-07-20,0.5474,0.5474,1.22%,开放申购,开放赎回
2018-07-23,0.5513,0.5513,0.71%,开放申购,开放赎回
2018-07-24,0.5603,0.5603,1.63%,开放申购,开放赎回
2018-07-25,0.5607,0.5607,0.07%,开放申购,开放赎回
2018-07-26,0.5572,0.5572,-0.62%,开放申购,开放赎回
2018-07-27,0.5548,0.5548,-0.43%,开放申购,开放赎回
2018-07-30,0.5484,0.5484,-1.15%,开放申购,开放赎回
2018-07-31,0.5486,0.5486,0.04%,开放申购,开放赎回
2018-08-01,0.5402,0.5402,-1.53%,开放申购,开放赎回
2018-08-02,0.5292,0.5292,-2.04%,开放申购,开放赎回
2018-08-03,0.5225,0.5225,-1.27%,开放申购,开放赎回
2018-08-06,0.5121,0.5121,-1.99%,开放申购,开放赎回
2018-08-07,0.5254,0.5254,2.60%,开放申购,开放赎回
2018-08-08,0.5178,0.5178,-1.45%,开放申购,开放赎回
2018-08-09,0.5303,0.5303,2.41%,开放申购,开放赎回
2018-08-10,0.5331,0.5331,0.53%,开放申购,开放赎回
2018-08-13,0.5356,0.5356,0.47%,开放申购,开放赎回
2018-08-14,0.5338,0.5338,-0.34%,开放申购,开放赎回
2018-08-15,0.5234,0.5234,-1.95%,开放申购,开放赎回
2018-08-16,0.5191,0.5191,-0.82%,开放申购,开放赎回
2018-08-17,0.5106,0.5106,-1.64%,开放申购,开放赎回
2018-08-20,0.5136,0.5136,0.59%,开放申购,开放赎回
2018-08-21,0.5196,0.5196,1.17%,开放申购,开放赎回
2018-08-22,0.5140,0.5140,-1.08%,开放申购,开放赎回
2018-08-23,0.5168,0.5168,0.54%,开放申购,开放赎回
2018-08-24,0.5157,0.5157,-0.21%,开放申购,开放赎回
2018-08-27,0.5266,0.5266,2.11%,开放申购,开放赎回
2018-08-28,0.5281,0.5281,0.28%,开放申购,开放赎回
2018-08-29,0.5249,0.5249,-0.61%,开放申购,开放赎回
2018-08-30,0.5174,0.5174,-1.43%,开放申购,开放赎回
2018-08-31,0.5121,0.5121,-1.02%,开放申购,开放赎回
2018-09-03,0.5145,0.5145,0.47%,开放申购,开放赎回
2018-09-04,0.5197,0.5197,1.01%,开放申购,开放赎回
2018-09-05,0.5122,0.5122,-1.44%,开放申购,开放赎回
2018-09-06,0.5100,0.5100,-0.43%,开放申购,开放赎回
2018-09-07,0.5099,0.5099,-0.02%,开放申购,开放赎回
2018-09-10,0.5011,0.5011,-1.73%,开放申购,开放赎回
2018-09-11,0.5010,0.5010,-0.02%,开放申购,开放赎回
2018-09-12,0.5001,0.5001,-0.18%,开放申购,开放赎回
2018-09-13,0.5029,0.5029,0.56%,开放申购,开放赎回
2018-09-14,0.4976,0.4976,-1.05%,开放申购,开放赎回
2018-09-17,0.4908,0.4908,-1.37%,开放申购,开放赎回
2018-09-18,0.4991,0.4991,1.69%,开放申购,开放赎回
2018-09-19,0.5045,0.5045,1.08%,开放申购,开放赎回
2018-09-20,0.5042,0.5042,-0.06%,开放申购,开放赎回
2018-09-21,0.5115,0.5115,1.45%,开放申购,开放赎回
2018-09-25,0.5102,0.5102,-0.25%,开放申购,开放赎回
2018-09-26,0.5128,0.5128,0.51%,开放申购,开放赎回
2018-09-27,0.5067,0.5067,-1.19%,开放申购,开放赎回
2018-09-28,0.5113,0.5113,0.91%,开放申购,开放赎回
2018-10-08,0.4955,0.4955,-3.09%,开放申购,开放赎回
2018-10-09,0.4943,0.4943,-0.24%,开放申购,开放赎回
2018-10-10,0.4939,0.4939,-0.08%,开放申购,开放赎回
2018-10-11,0.4612,0.4612,-6.62%,开放申购,开放赎回
2018-10-12,0.4583,0.4583,-0.63%,开放申购,开放赎回
2018-10-15,0.4504,0.4504,-1.72%,开放申购,开放赎回
2018-10-16,0.4405,0.4405,-2.20%,开放申购,开放赎回
2018-10-17,0.4440,0.4440,0.79%,开放申购,开放赎回
2018-10-18,0.4323,0.4323,-2.64%,开放申购,开放赎回
2018-10-19,0.4435,0.4435,2.59%,开放申购,开放赎回
2018-10-22,0.4643,0.4643,4.69%,开放申购,开放赎回
2018-10-23,0.4563,0.4563,-1.72%,开放申购,开放赎回
2018-10-24,0.4555,0.4555,-0.18%,开放申购,开放赎回
2018-10-25,0.4544,0.4544,-0.24%,开放申购,开放赎回
2018-10-26,0.4543,0.4543,-0.02%,开放申购,开放赎回
2018-10-29,0.4472,0.4472,-1.56%,开放申购,开放赎回
2018-10-30,0.4515,0.4515,0.96%,开放申购,开放赎回
2018-10-31,0.4584,0.4584,1.53%,开放申购,开放赎回
2018-11-01,0.4613,0.4613,0.63%,开放申购,开放赎回
2018-11-02,0.4755,0.4755,3.08%,开放申购,开放赎回
2018-11-05,0.4758,0.4758,0.06%,开放申购,开放赎回
2018-11-06,0.4756,0.4756,-0.04%,开放申购,开放赎回
2018-11-07,0.4733,0.4733,-0.48%,开放申购,开放赎回
2018-11-08,0.4700,0.4700,-0.70%,开放申购,开放赎回
2018-11-09,0.4687,0.4687,-0.28%,开放申购,开放赎回
2018-11-12,0.4802,0.4802,2.45%,开放申购,开放赎回
2018-11-13,0.4884,0.4884,1.71%,开放申购,开放赎回
2018-11-14,0.4866,0.4866,-0.37%,开放申购,开放赎回
2018-11-15,0.4942,0.4942,1.56%,开放申购,开放赎回
2018-11-16,0.4982,0.4982,0.81%,开放申购,开放赎回
2018-11-19,0.4994,0.4994,0.24%,开放申购,开放赎回
2018-11-20,0.4861,0.4861,-2.66%,开放申购,开放赎回
2018-11-21,0.4878,0.4878,0.35%,开放申购,开放赎回
2018-11-22,0.4876,0.4876,-0.04%,开放申购,开放赎回
2018-11-23,0.4705,0.4705,-3.51%,开放申购,开放赎回
2018-11-26,0.4698,0.4698,-0.15%,开放申购,开放赎回
2018-11-27,0.4718,0.4718,0.43%,开放申购,开放赎回
2018-11-28,0.4773,0.4773,1.17%,开放申购,开放赎回
2018-11-29,0.4677,0.4677,-2.01%,开放申购,开放赎回
2018-11-30,0.4709,0.4709,0.68%,开放申购,开放赎回
2018-12-03,0.4849,0.4849,2.97%,开放申购,开放赎回
2018-12-04,0.4871,0.4871,0.45%,开放申购,开放赎回
2018-12-05,0.4838,0.4838,-0.68%,开放申购,开放赎回
2018-12-06,0.4744,0.4744,-1.94%,开放申购,开放赎回
2018-12-07,0.4744,0.4744,0.00%,开放申购,开放赎回
2018-12-10,0.4691,0.4691,-1.12%,开放申购,开放赎回
2018-12-11,0.4727,0.4727,0.77%,开放申购,开放赎回
2018-12-12,0.4725,0.4725,-0.04%,开放申购,开放赎回
2018-12-13,0.4773,0.4773,1.02%,开放申购,开放赎回
2018-12-14,0.4661,0.4661,-2.35%,开放申购,开放赎回
2018-12-17,0.4654,0.4654,-0.15%,开放申购,开放赎回
2018-12-18,0.4630,0.4630,-0.52%,开放申购,开放赎回
2018-12-19,0.4570,0.4570,-1.30%,开放申购,开放赎回
2018-12-20,0.4583,0.4583,0.28%,开放申购,开放赎回
2018-12-21,0.4555,0.4555,-0.61%,开放申购,开放赎回
2018-12-24,0.4599,0.4599,0.97%,开放申购,开放赎回
2018-12-25,0.4550,0.4550,-1.07%,开放申购,开放赎回
2018-12-26,0.4533,0.4533,-0.37%,开放申购,开放赎回
2018-12-27,0.4485,0.4485,-1.06%,开放申购,开放赎回
2018-12-28,0.4492,0.4492,0.16%,开放申购,开放赎回
2018-12-31,0.4492,0.4492,0%,开放申购,开放赎回
2019-01-02,0.4455,0.4455,-0.82%,开放申购,开放赎回
2019-01-03,0.4436,0.4436,-0.43%,开放申购,开放赎回
2019-01-04,0.4535,0.4535,2.23%,开放申购,开放赎回
2019-01-07,0.4613,0.4613,1.72%,开放申购,开放赎回
2019-01-08,0.4602,0.4602,-0.24%,开放申购,开放赎回
2019-01-09,0.4614,0.4614,0.26%,开放申购,开放赎回
2019-01-10,0.4607,0.4607,-0.15%,开放申购,开放赎回
2019-01-11,0.4640,0.4640,0.72%,开放申购,开放赎回
2019-01-14,0.4611,0.4611,-0.63%,开放申购,开放赎回
2019-01-15,0.4673,0.4673,1.34%,开放申购,开放赎回
2019-01-16,0.4663,0.4663,-0.21%,开放申购,开放赎回
2019-01-17,0.4630,0.4630,-0.71%,开放申购,开放赎回
2019-01-18,0.4675,0.4675,0.97%,开放申购,开放赎回
2019-01-21,0.4700,0.4700,0.53%,开放申购,开放赎回
2019-01-22,0.4635,0.4635,-1.38%,开放申购,开放赎回
2019-01-23,0.4643,0.4643,0.17%,开放申购,开放赎回
2019-01-24,0.4666,0.4666,0.50%,开放申购,开放赎回
2019-01-25,0.4647,0.4647,-0.41%,开放申购,开放赎回
2019-01-28,0.4635,0.4635,-0.26%,开放申购,开放赎回
2019-01-29,0.4583,0.4583,-1.12%,开放申购,开放赎回
2019-01-30,0.4540,0.4540,-0.94%,开放申购,开放赎回
2019-01-31,0.4505,0.4505,-0.77%,开放申购,开放赎回
2019-02-01,0.4625,0.4625,2.66%,开放申购,开放赎回
2019-02-11,0.4734,0.4734,2.36%,开放申购,开放赎回
2019-02-12,0.4771,0.4771,0.78%,开放申购,开放赎回
2019-02-13,0.4845,0.4845,1.55%,开放申购,开放赎回
2019-02-14,0.4865,0.4865,0.41%,开放申购,开放赎回
2019-02-15,0.4835,0.4835,-0.62%,开放申购,开放赎回
2019-02-18,0.4993,0.4993,3.27%,开放申购,开放赎回
2019-02-19,0.5000,0.5000,0.14%,开放申购,开放赎回
2019-02-20,0.5001,0.5001,0.02%,开放申购,开放赎回
2019-02-21,0.4993,0.4993,-0.16%,开放申购,开放赎回
2019-02-22,0.5110,0.5110,2.34%,开放申购,开放赎回
2019-02-25,0.5372,0.5372,5.13%,开放申购,开放赎回
2019-02-26,0.5368,0.5368,-0.07%,开放申购,开放赎回
2019-02-27,0.5348,0.5348,-0.37%,开放申购,开放赎回
2019-02-28,0.5356,0.5356,0.15%,开放申购,开放赎回
2019-03-01,0.5398,0.5398,0.78%,开放申购,开放赎回
2019-03-04,0.5486,0.5486,1.63%,开放申购,开放赎回
2019-03-05,0.5620,0.5620,2.44%,开放申购,开放赎回
2019-03-06,0.5711,0.5711,1.62%,开放申购,开放赎回
2019-03-07,0.5778,0.5778,1.17%,开放申购,开放赎回
2019-03-08,0.5590,0.5590,-3.25%,开放申购,开放赎回
2019-03-11,0.5776,0.5776,3.33%,开放申购,开放赎回
2019-03-12,0.5914,0.5914,2.39%,开放申购,开放赎回
2019-03-13,0.5791,0.5791,-2.08%,开放申购,开放赎回
2019-03-14,0.5670,0.5670,-2.09%,开放申购,开放赎回
2019-03-15,0.5729,0.5729,1.04%,开放申购,开放赎回
2019-03-18,0.5870,0.5870,2.46%,开放申购,开放赎回
2019-03-19,0.5891,0.5891,0.36%,开放申购,开放赎回
2019-03-20,0.5885,0.5885,-0.10%,开放申购,开放赎回
2019-03-21,0.5957,0.5957,1.22%,开放申购,开放赎回
2019-03-22,0.5990,0.5990,0.55%,开放申购,开放赎回
2019-03-25,0.5916,0.5916,-1.24%,开放申购,开放赎回
2019-03-26,0.5762,0.5762,-2.60%,开放申购,开放赎回
2019-03-27,0.5814,0.5814,0.90%,开放申购,开放赎回
2019-03-28,0.5737,0.5737,-1.32%,开放申购,开放赎回
2019-03-29,0.5915,0.5915,3.10%,开放申购,开放赎回
2019-04-01,0.6125,0.6125,3.55%,开放申购,开放赎回
2019-04-02,0.6144,0.6144,0.31%,开放申购,开放赎回
2019-04-03,0.6206,0.6206,1.01%,开放申购,开放赎回
2019-04-04,0.6242,0.6242,0.58%,开放申购,开放赎回
2019-04-08,0.6218,0.6218,-0.38%,开放申购,开放赎回
2019-04-09,0.6229,0.6229,0.18%,开放申购,开放赎回
