2019-09-17,1.0000,1.0000,0%,封闭期,封闭期
2019-09-19,0.9990,0.9990,0%,开放申购,开放赎回
2019-09-20,1.0009,1.0009,0.19%,开放申购,开放赎回
2019-09-23,0.9900,0.9900,-1.09%,开放申购,开放赎回
2019-09-24,0.9919,0.9919,0.19%,开放申购,开放赎回
2019-09-25,0.9884,0.9884,-0.35%,开放申购,开放赎回
2019-09-26,0.9885,0.9885,0.01%,开放申购,开放赎回
2019-09-27,0.9882,0.9882,-0.03%,限制大额申购,开放赎回
2019-09-30,0.9830,0.9830,-0.53%,限制大额申购,开放赎回
2019-10-08,0.9869,0.9869,0.40%,限制大额申购,开放赎回
2019-10-09,0.9873,0.9873,0.04%,限制大额申购,开放赎回
2019-10-10,0.9899,0.9899,0.26%,限制大额申购,开放赎回
2019-10-11,0.9964,0.9964,0.66%,限制大额申购,开放赎回
2019-10-14,1.0015,1.0015,0.51%,限制大额申购,开放赎回
2019-10-15,1.0018,1.0018,0.03%,限制大额申购,开放赎回
2019-10-16,1.0000,1.0000,-0.18%,限制大额申购,开放赎回
2019-10-17,1.0008,1.0008,0.08%,限制大额申购,开放赎回
2019-10-18,0.9934,0.9934,-0.74%,限制大额申购,开放赎回
2019-10-21,0.9950,0.9950,0.16%,限制大额申购,开放赎回
2019-10-22,0.9952,0.9952,0.02%,限制大额申购,开放赎回
2019-10-23,0.9924,0.9924,-0.28%,限制大额申购,开放赎回
2019-10-24,0.9929,0.9929,0.05%,限制大额申购,开放赎回
2019-10-25,0.9956,0.9956,0.27%,限制大额申购,开放赎回
2019-10-28,0.9991,0.9991,0.35%,限制大额申购,开放赎回
2019-10-29,0.9967,0.9967,-0.24%,限制大额申购,开放赎回
2019-10-30,0.9954,0.9954,-0.13%,限制大额申购,开放赎回
2019-10-31,0.9966,0.9966,0.12%,限制大额申购,开放赎回
2019-11-01,1.0036,1.0036,0.70%,限制大额申购,开放赎回
2019-11-04,1.0077,1.0077,0.41%,限制大额申购,开放赎回
2019-11-05,1.0121,1.0121,0.44%,限制大额申购,开放赎回
2019-11-06,1.0127,1.0127,0.06%,限制大额申购,开放赎回
2019-11-07,1.0128,1.0128,0.01%,限制大额申购,开放赎回
2019-11-08,1.0105,1.0105,-0.23%,限制大额申购,开放赎回
2019-11-11,1.0033,1.0033,-0.71%,限制大额申购,开放赎回
2019-11-12,1.0044,1.0044,0.11%,限制大额申购,开放赎回
2019-11-13,1.0028,1.0028,-0.16%,限制大额申购,开放赎回
2019-11-14,1.0025,1.0025,-0.03%,限制大额申购,开放赎回
2019-11-15,1.0011,1.0011,-0.14%,限制大额申购,开放赎回
2019-11-18,1.0143,1.0143,1.32%,限制大额申购,开放赎回
2019-11-19,1.0170,1.0170,0.27%,限制大额申购,开放赎回
2019-11-20,1.0122,1.0122,-0.47%,限制大额申购,开放赎回
2019-11-21,1.0102,1.0102,-0.20%,限制大额申购,开放赎回
2019-11-22,1.0063,1.0063,-0.39%,限制大额申购,开放赎回
2019-11-25,1.0109,1.0109,0.46%,限制大额申购,开放赎回
2019-11-26,1.0099,1.0099,-0.10%,限制大额申购,开放赎回
2019-11-27,1.0092,1.0092,-0.07%,限制大额申购,开放赎回
2019-11-28,1.0070,1.0070,-0.22%,限制大额申购,开放赎回
2019-11-29,1.0015,1.0015,-0.55%,限制大额申购,开放赎回
2019-12-02,1.0022,1.0022,0.07%,限制大额申购,开放赎回
2019-12-03,1.0037,1.0037,0.15%,限制大额申购,开放赎回
2019-12-04,1.0024,1.0024,-0.13%,限制大额申购,开放赎回
2019-12-05,1.0063,1.0063,0.39%,限制大额申购,开放赎回
2019-12-06,1.0090,1.0090,0.27%,限制大额申购,开放赎回
2019-12-09,1.0285,1.0285,1.93%,限制大额申购,开放赎回
2019-12-10,1.0292,1.0292,0.07%,限制大额申购,开放赎回
2019-12-11,1.0323,1.0323,0.30%,限制大额申购,开放赎回
2019-12-12,1.0302,1.0302,-0.20%,限制大额申购,开放赎回
2019-12-13,1.0417,1.0417,1.12%,限制大额申购,开放赎回
2019-12-16,1.0410,1.0410,-0.07%,限制大额申购,开放赎回
2019-12-17,1.0476,1.0476,0.63%,限制大额申购,开放赎回
2019-12-18,1.0461,1.0461,-0.14%,限制大额申购,开放赎回
2019-12-19,1.0448,1.0448,-0.12%,限制大额申购,开放赎回
2019-12-20,1.0437,1.0437,-0.11%,限制大额申购,开放赎回
2019-12-23,1.0377,1.0377,-0.57%,限制大额申购,开放赎回
