2017-07-03,1.0001,1.0001,0%,封闭期,封闭期
2017-07-04,1.0001,1.0001,0.00%,开放申购,开放赎回
2017-07-05,1.0002,1.0002,0.01%,开放申购,开放赎回
2017-07-06,1.0031,1.0031,0.29%,开放申购,开放赎回
2017-07-07,1.0104,1.0104,0.73%,开放申购,开放赎回
2017-07-10,1.0100,1.0100,-0.04%,开放申购,开放赎回
2017-07-11,1.0065,1.0065,-0.35%,开放申购,开放赎回
2017-07-12,1.0054,1.0054,-0.11%,开放申购,开放赎回
2017-07-13,1.0099,1.0099,0.45%,开放申购,开放赎回
2017-07-14,1.0134,1.0134,0.35%,开放申购,开放赎回
2017-07-17,0.9880,0.9880,-2.51%,开放申购,开放赎回
2017-07-18,0.9954,0.9954,0.75%,开放申购,开放赎回
2017-07-19,1.0147,1.0147,1.94%,开放申购,开放赎回
2017-07-20,1.0208,1.0208,0.60%,开放申购,开放赎回
2017-07-21,1.0170,1.0170,-0.37%,开放申购,开放赎回
2017-07-24,1.0241,1.0241,0.70%,开放申购,开放赎回
2017-07-25,1.0216,1.0216,-0.24%,开放申购,开放赎回
2017-07-26,1.0215,1.0215,-0.01%,开放申购,开放赎回
2017-07-27,1.0255,1.0255,0.39%,开放申购,开放赎回
2017-07-28,1.0270,1.0270,0.15%,开放申购,开放赎回
2017-07-31,1.0361,1.0361,0.89%,开放申购,开放赎回
2017-08-01,1.0398,1.0398,0.36%,开放申购,开放赎回
2017-08-02,1.0351,1.0351,-0.45%,开放申购,开放赎回
2017-08-03,1.0348,1.0348,-0.03%,开放申购,开放赎回
2017-08-04,1.0275,1.0275,-0.71%,开放申购,开放赎回
2017-08-07,1.0366,1.0366,0.89%,开放申购,开放赎回
2017-08-08,1.0374,1.0374,0.08%,开放申购,开放赎回
2017-08-09,1.0418,1.0418,0.42%,开放申购,开放赎回
2017-08-10,1.0345,1.0345,-0.70%,开放申购,开放赎回
2017-08-11,1.0137,1.0137,-2.01%,开放申购,开放赎回
2017-08-14,1.0276,1.0276,1.37%,开放申购,开放赎回
2017-08-15,1.0315,1.0315,0.38%,开放申购,开放赎回
2017-08-16,1.0308,1.0308,-0.07%,开放申购,开放赎回
2017-08-17,1.0385,1.0385,0.75%,开放申购,开放赎回
2017-08-18,1.0362,1.0362,-0.22%,开放申购,开放赎回
2017-08-21,1.0437,1.0437,0.72%,开放申购,开放赎回
2017-08-22,1.0430,1.0430,-0.07%,开放申购,开放赎回
2017-08-23,1.0402,1.0402,-0.27%,开放申购,开放赎回
2017-08-24,1.0344,1.0344,-0.56%,开放申购,开放赎回
2017-08-25,1.0477,1.0477,1.29%,开放申购,开放赎回
2017-08-28,1.0546,1.0546,0.66%,开放申购,开放赎回
2017-08-29,1.0543,1.0543,-0.03%,开放申购,开放赎回
2017-08-30,1.0567,1.0567,0.23%,开放申购,开放赎回
2017-08-31,1.0579,1.0579,0.11%,开放申购,开放赎回
2017-09-01,1.0609,1.0609,0.28%,开放申购,开放赎回
2017-09-04,1.0664,1.0664,0.52%,开放申购,开放赎回
2017-09-05,1.0688,1.0688,0.23%,开放申购,开放赎回
2017-09-06,1.0687,1.0687,-0.01%,开放申购,开放赎回
2017-09-07,1.0661,1.0661,-0.24%,开放申购,开放赎回
2017-09-08,1.0656,1.0656,-0.05%,开放申购,开放赎回
2017-09-11,1.0689,1.0689,0.31%,开放申购,开放赎回
2017-09-12,1.0710,1.0710,0.20%,开放申购,开放赎回
2017-09-13,1.0752,1.0752,0.39%,开放申购,开放赎回
2017-09-14,1.0727,1.0727,-0.23%,开放申购,开放赎回
2017-09-15,1.0707,1.0707,-0.19%,开放申购,开放赎回
2017-09-18,1.0768,1.0768,0.57%,开放申购,开放赎回
2017-09-19,1.0719,1.0719,-0.46%,开放申购,开放赎回
2017-09-20,1.0788,1.0788,0.64%,开放申购,开放赎回
2017-09-21,1.0698,1.0698,-0.83%,开放申购,开放赎回
2017-09-22,1.0644,1.0644,-0.50%,开放申购,开放赎回
2017-09-25,1.0562,1.0562,-0.77%,开放申购,开放赎回
2017-09-26,1.0587,1.0587,0.24%,开放申购,开放赎回
2017-09-27,1.0704,1.0704,1.11%,开放申购,开放赎回
2017-09-28,1.0682,1.0682,-0.21%,开放申购,开放赎回
2017-09-29,1.0782,1.0782,0.94%,开放申购,开放赎回
2017-10-09,1.0929,1.0929,1.36%,开放申购,开放赎回
2017-10-10,1.0985,1.0985,0.51%,开放申购,开放赎回
2017-10-11,1.0944,1.0944,-0.37%,开放申购,开放赎回
2017-10-12,1.0957,1.0957,0.12%,开放申购,开放赎回
2017-10-13,1.0992,1.0992,0.32%,开放申购,开放赎回
2017-10-16,1.0871,1.0871,-1.10%,开放申购,开放赎回
2017-10-17,1.0853,1.0853,-0.17%,开放申购,开放赎回
2017-10-18,1.0773,1.0773,-0.74%,开放申购,开放赎回
2017-10-19,1.0667,1.0667,-0.98%,开放申购,开放赎回
2017-10-20,1.0785,1.0785,1.11%,开放申购,开放赎回
2017-10-23,1.0854,1.0854,0.64%,开放申购,开放赎回
2017-10-24,1.0846,1.0846,-0.07%,开放申购,开放赎回
2017-10-25,1.0902,1.0902,0.52%,开放申购,开放赎回
2017-10-26,1.1002,1.1002,0.92%,开放申购,开放赎回
2017-10-27,1.0949,1.0949,-0.48%,开放申购,开放赎回
2017-10-30,1.0787,1.0787,-1.48%,开放申购,开放赎回
2017-10-31,1.0830,1.0830,0.40%,开放申购,开放赎回
2017-11-01,1.0823,1.0823,-0.06%,开放申购,开放赎回
2017-11-02,1.0706,1.0706,-1.08%,开放申购,开放赎回
2017-11-03,1.0607,1.0607,-0.92%,开放申购,开放赎回
2017-11-06,1.0753,1.0753,1.38%,开放申购,开放赎回
2017-11-07,1.0832,1.0832,0.73%,开放申购,开放赎回
2017-11-08,1.0860,1.0860,0.26%,开放申购,开放赎回
2017-11-09,1.0914,1.0914,0.50%,开放申购,开放赎回
2017-11-10,1.0973,1.0973,0.54%,开放申购,开放赎回
2017-11-13,1.1074,1.1074,0.92%,开放申购,开放赎回
2017-11-14,1.1028,1.1028,-0.42%,开放申购,开放赎回
2017-11-15,1.0966,1.0966,-0.56%,开放申购,开放赎回
2017-11-16,1.0994,1.0994,0.26%,开放申购,开放赎回
2017-11-17,1.0710,1.0710,-2.58%,开放申购,开放赎回
2017-11-20,1.0737,1.0737,0.25%,开放申购,开放赎回
2017-11-21,1.0775,1.0775,0.35%,开放申购,开放赎回
2017-11-22,1.0761,1.0761,-0.13%,开放申购,开放赎回
2017-11-23,1.0532,1.0532,-2.13%,开放申购,开放赎回
2017-11-24,1.0535,1.0535,0.03%,开放申购,开放赎回
2017-11-27,1.0442,1.0442,-0.88%,开放申购,开放赎回
2017-11-28,1.0610,1.0610,1.61%,开放申购,开放赎回
2017-11-29,1.0675,1.0675,0.61%,开放申购,开放赎回
2017-11-30,1.0601,1.0601,-0.69%,开放申购,开放赎回
2017-12-01,1.0670,1.0670,0.65%,开放申购,开放赎回
2017-12-04,1.0608,1.0608,-0.58%,开放申购,开放赎回
2017-12-05,1.0380,1.0380,-2.15%,开放申购,开放赎回
2017-12-06,1.0440,1.0440,0.58%,开放申购,开放赎回
2017-12-07,1.0405,1.0405,-0.34%,开放申购,开放赎回
2017-12-08,1.0505,1.0505,0.96%,开放申购,开放赎回
2017-12-11,1.0629,1.0629,1.18%,开放申购,开放赎回
2017-12-12,1.0544,1.0544,-0.80%,开放申购,开放赎回
2017-12-13,1.0605,1.0605,0.58%,开放申购,开放赎回
2017-12-14,1.0623,1.0623,0.17%,开放申购,开放赎回
2017-12-15,1.0499,1.0499,-1.17%,开放申购,开放赎回
2017-12-18,1.0491,1.0491,-0.08%,开放申购,开放赎回
2017-12-19,1.0553,1.0553,0.59%,开放申购,开放赎回
2017-12-20,1.0461,1.0461,-0.87%,开放申购,开放赎回
2017-12-21,1.0481,1.0481,0.19%,开放申购,开放赎回
2017-12-22,1.0475,1.0475,-0.06%,开放申购,开放赎回
2017-12-25,1.0390,1.0390,-0.81%,开放申购,开放赎回
2017-12-26,1.0460,1.0460,0.67%,开放申购,开放赎回
2017-12-27,1.0411,1.0411,-0.47%,开放申购,开放赎回
2017-12-28,1.0499,1.0499,0.85%,开放申购,开放赎回
2017-12-29,1.0554,1.0554,0.52%,开放申购,开放赎回
2017-12-31,1.0553,1.0553,0%,开放申购,开放赎回
2018-01-02,1.0694,1.0694,1.33%,开放申购,开放赎回
2018-01-03,1.0766,1.0766,0.67%,开放申购,开放赎回
2018-01-04,1.0815,1.0815,0.46%,开放申购,开放赎回
2018-01-05,1.0882,1.0882,0.62%,开放申购,开放赎回
2018-01-08,1.0934,1.0934,0.48%,开放申购,开放赎回
2018-01-09,1.0944,1.0944,0.09%,开放申购,开放赎回
2018-01-10,1.0882,1.0882,-0.57%,开放申购,开放赎回
2018-01-11,1.0895,1.0895,0.12%,开放申购,开放赎回
2018-01-12,1.0861,1.0861,-0.31%,开放申购,开放赎回
2018-01-15,1.0665,1.0665,-1.80%,开放申购,开放赎回
2018-01-16,1.0761,1.0761,0.90%,开放申购,开放赎回
2018-01-17,1.0749,1.0749,-0.11%,开放申购,开放赎回
2018-01-18,1.0787,1.0787,0.35%,开放申购,开放赎回
2018-01-19,1.0759,1.0759,-0.26%,开放申购,开放赎回
2018-01-22,1.0890,1.0890,1.22%,开放申购,开放赎回
2018-01-23,1.0883,1.0883,-0.06%,开放申购,开放赎回
2018-01-24,1.0934,1.0934,0.47%,开放申购,开放赎回
2018-01-25,1.0923,1.0923,-0.10%,开放申购,开放赎回
2018-01-26,1.0938,1.0938,0.14%,开放申购,开放赎回
2018-01-29,1.0842,1.0842,-0.88%,开放申购,开放赎回
