2018-11-27,1.0000,1.0000,0%,封闭期,封闭期
2018-11-28,1.0000,1.0000,0.00%,开放申购,开放赎回
2018-11-29,0.9999,0.9999,-0.01%,开放申购,开放赎回
2018-11-30,0.9999,0.9999,0.00%,开放申购,开放赎回
2018-12-03,0.9992,0.9992,-0.07%,开放申购,开放赎回
2018-12-04,1.0005,1.0005,0.13%,开放申购,开放赎回
2018-12-05,0.9966,0.9966,-0.39%,开放申购,开放赎回
2018-12-06,0.9879,0.9879,-0.87%,开放申购,开放赎回
2018-12-07,0.9864,0.9864,-0.15%,开放申购,开放赎回
2018-12-10,0.9788,0.9788,-0.77%,开放申购,开放赎回
2018-12-11,0.9786,0.9786,-0.02%,开放申购,开放赎回
2018-12-12,0.9797,0.9797,0.11%,开放申购,开放赎回
2018-12-13,0.9852,0.9852,0.56%,开放申购,开放赎回
2018-12-14,0.9748,0.9748,-1.06%,开放申购,开放赎回
2018-12-17,0.9774,0.9774,0.27%,开放申购,开放赎回
2018-12-18,0.9681,0.9681,-0.95%,开放申购,开放赎回
2018-12-19,0.9584,0.9584,-1.00%,开放申购,开放赎回
2018-12-20,0.9420,0.9420,-1.71%,开放申购,开放赎回
2018-12-21,0.9327,0.9327,-0.99%,开放申购,开放赎回
2018-12-24,0.9308,0.9308,-0.20%,开放申购,开放赎回
2018-12-25,0.9276,0.9276,-0.34%,开放申购,开放赎回
2018-12-26,0.9248,0.9248,-0.30%,开放申购,开放赎回
2018-12-27,0.9262,0.9262,0.15%,开放申购,开放赎回
2018-12-28,0.9342,0.9342,0.86%,开放申购,开放赎回
2018-12-31,0.9342,0.9342,0%,开放申购,开放赎回
2019-01-02,0.9193,0.9193,-1.59%,开放申购,开放赎回
2019-01-03,0.9272,0.9272,0.86%,开放申购,开放赎回
2019-01-04,0.9450,0.9450,1.92%,开放申购,开放赎回
2019-01-07,0.9429,0.9429,-0.22%,开放申购,开放赎回
2019-01-08,0.9391,0.9391,-0.40%,开放申购,开放赎回
2019-01-09,0.9464,0.9464,0.78%,开放申购,开放赎回
2019-01-10,0.9440,0.9440,-0.25%,开放申购,开放赎回
2019-01-11,0.9516,0.9516,0.81%,开放申购,开放赎回
2019-01-14,0.9457,0.9457,-0.62%,开放申购,开放赎回
2019-01-15,0.9550,0.9550,0.98%,开放申购,开放赎回
2019-01-16,0.9567,0.9567,0.18%,开放申购,开放赎回
2019-01-17,0.9521,0.9521,-0.48%,开放申购,开放赎回
2019-01-18,0.9682,0.9682,1.69%,开放申购,开放赎回
2019-01-21,0.9701,0.9701,0.20%,开放申购,开放赎回
2019-01-22,0.9629,0.9629,-0.74%,开放申购,开放赎回
2019-01-23,0.9655,0.9655,0.27%,开放申购,开放赎回
2019-01-24,0.9729,0.9729,0.77%,开放申购,开放赎回
2019-01-25,0.9875,0.9875,1.50%,开放申购,开放赎回
2019-01-28,0.9866,0.9866,-0.09%,开放申购,开放赎回
2019-01-29,0.9931,0.9931,0.66%,开放申购,开放赎回
2019-01-30,0.9898,0.9898,-0.33%,开放申购,开放赎回
2019-01-31,1.0062,1.0062,1.66%,开放申购,开放赎回
2019-02-01,1.0072,1.0072,0.10%,开放申购,开放赎回
2019-02-11,1.0063,1.0063,-0.09%,开放申购,开放赎回
2019-02-12,1.0069,1.0069,0.06%,开放申购,开放赎回
2019-02-13,1.0200,1.0200,1.30%,开放申购,开放赎回
2019-02-14,1.0150,1.0150,-0.49%,开放申购,开放赎回
2019-02-15,0.9967,0.9967,-1.80%,开放申购,开放赎回
2019-02-18,1.0143,1.0143,1.77%,开放申购,开放赎回
2019-02-19,1.0129,1.0129,-0.14%,开放申购,开放赎回
2019-02-20,1.0144,1.0144,0.15%,开放申购,开放赎回
2019-02-21,1.0100,1.0100,-0.43%,开放申购,开放赎回
2019-02-22,1.0228,1.0228,1.27%,开放申购,开放赎回
2019-02-25,1.0865,1.0865,6.23%,开放申购,开放赎回
2019-02-26,1.0629,1.0629,-2.17%,开放申购,开放赎回
2019-02-27,1.0788,1.0788,1.50%,开放申购,开放赎回
2019-02-28,1.0745,1.0745,-0.40%,开放申购,开放赎回
