2015-05-29,1.0000,1.0000,0%,封闭期,封闭期
2015-06-01,1.0010,1.0010,0.10%,限制大额申购,开放赎回
2015-06-02,1.0030,1.0030,0.20%,限制大额申购,开放赎回
2015-06-03,1.0030,1.0030,0.00%,限制大额申购,开放赎回
2015-06-04,1.0020,1.0020,-0.10%,限制大额申购,开放赎回
2015-06-05,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-06-08,1.0030,1.0030,0.10%,限制大额申购,开放赎回
2015-06-09,1.0040,1.0040,0.10%,限制大额申购,开放赎回
2015-06-10,1.0040,1.0040,0.00%,限制大额申购,开放赎回
2015-06-11,1.0050,1.0050,0.10%,限制大额申购,开放赎回
2015-06-12,1.0060,1.0060,0.10%,限制大额申购,开放赎回
2015-06-15,1.0060,1.0060,0.00%,限制大额申购,开放赎回
2015-06-16,1.0050,1.0050,-0.10%,限制大额申购,开放赎回
2015-06-17,1.0050,1.0050,0.00%,限制大额申购,开放赎回
2015-06-18,1.0040,1.0040,-0.10%,限制大额申购,开放赎回
2015-06-19,1.0030,1.0030,-0.10%,限制大额申购,开放赎回
2015-06-23,1.0030,1.0030,0.00%,限制大额申购,开放赎回
2015-06-24,1.0030,1.0030,0.00%,限制大额申购,开放赎回
2015-06-25,1.0030,1.0030,0.00%,限制大额申购,开放赎回
2015-06-26,1.0020,1.0020,-0.10%,限制大额申购,开放赎回
2015-06-29,1.0010,1.0010,-0.10%,限制大额申购,开放赎回
2015-06-30,1.0020,1.0020,0.10%,限制大额申购,开放赎回
2015-07-01,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-07-02,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-07-03,1.0010,1.0010,-0.10%,限制大额申购,开放赎回
2015-07-06,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-07,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-08,1.0000,1.0000,-0.10%,限制大额申购,开放赎回
2015-07-09,1.0010,1.0010,0.10%,限制大额申购,开放赎回
2015-07-10,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-13,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-14,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-15,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-16,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-07-17,1.0020,1.0020,0.10%,限制大额申购,开放赎回
2015-07-20,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-07-21,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-07-22,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-07-23,1.0030,1.0030,0.10%,限制大额申购,开放赎回
2015-07-24,1.0030,1.0030,0.00%,限制大额申购,开放赎回
2015-07-27,1.0020,1.0020,-0.10%,限制大额申购,开放赎回
2015-07-28,1.0010,1.0010,-0.10%,限制大额申购,开放赎回
2015-07-29,1.0020,1.0020,0.10%,限制大额申购,开放赎回
2015-07-30,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-07-31,1.0010,1.0010,-0.10%,限制大额申购,开放赎回
2015-08-03,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-08-04,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-08-05,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-08-06,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-08-07,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-08-10,1.0020,1.0020,0.10%,限制大额申购,开放赎回
2015-08-11,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-08-12,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-08-13,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-08-14,1.0010,1.0010,-0.10%,限制大额申购,开放赎回
2015-08-17,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-08-18,1.0000,1.0000,-0.10%,限制大额申购,开放赎回
2015-08-19,1.0010,1.0010,0.10%,限制大额申购,开放赎回
2015-08-20,1.0000,1.0000,-0.10%,限制大额申购,开放赎回
2015-08-21,0.9990,0.9990,-0.10%,限制大额申购,开放赎回
2015-08-24,0.9980,0.9980,-0.10%,限制大额申购,开放赎回
2015-08-25,0.9970,0.9970,-0.10%,限制大额申购,开放赎回
2015-08-26,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-08-27,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-08-28,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-08-31,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-01,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-02,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-07,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-08,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-09,0.9980,0.9980,0.10%,限制大额申购,开放赎回
2015-09-10,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-11,0.9970,0.9970,-0.10%,限制大额申购,开放赎回
2015-09-14,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-15,0.9970,0.9970,0.00%,限制大额申购,开放赎回
2015-09-16,0.9980,0.9980,0.10%,限制大额申购,开放赎回
2015-09-17,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-18,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-21,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-22,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-23,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-24,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-25,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-28,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-29,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-09-30,0.9980,0.9980,0.00%,限制大额申购,开放赎回
2015-10-08,0.9990,0.9990,0.10%,限制大额申购,开放赎回
2015-10-09,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-12,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-13,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-14,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-15,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-16,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-19,1.0000,1.0000,0.10%,限制大额申购,开放赎回
2015-10-20,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-10-21,0.9990,0.9990,-0.10%,限制大额申购,开放赎回
2015-10-22,0.9990,0.9990,0.00%,限制大额申购,开放赎回
2015-10-23,1.0000,1.0000,0.10%,限制大额申购,开放赎回
2015-10-26,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-10-27,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-10-28,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-10-29,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-10-30,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-02,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-03,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-04,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-05,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-06,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-09,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-10,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-11,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-12,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-13,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-16,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-17,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-18,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-19,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-20,1.0010,1.0010,0.10%,限制大额申购,开放赎回
2015-11-23,1.0000,1.0000,-0.10%,限制大额申购,开放赎回
2015-11-24,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-11-25,1.0010,1.0010,0.10%,限制大额申购,开放赎回
2015-11-26,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-11-27,1.0000,1.0000,-0.10%,限制大额申购,开放赎回
2015-11-30,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-12-01,1.0000,1.0000,0.00%,限制大额申购,开放赎回
2015-12-02,1.0010,1.0010,0.10%,限制大额申购,开放赎回
2015-12-03,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-04,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-07,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-08,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-09,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-10,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-11,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-14,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-15,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-16,1.0010,1.0010,0.00%,限制大额申购,开放赎回
2015-12-17,1.0020,1.0020,0.10%,限制大额申购,开放赎回
2015-12-18,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-12-21,1.0020,1.0020,0.00%,限制大额申购,开放赎回
2015-12-22,1.0030,1.0030,0.10%,限制大额申购,开放赎回
2015-12-23,1.0030,1.0030,0.00%,开放申购,开放赎回
2015-12-24,1.0030,1.0030,0.00%,开放申购,开放赎回
2015-12-25,1.0040,1.0040,0.10%,开放申购,开放赎回
2015-12-28,1.0040,1.0040,0.00%,开放申购,开放赎回
2015-12-29,1.0040,1.0040,0.00%,开放申购,开放赎回
2015-12-30,1.0040,1.0040,0.00%,开放申购,开放赎回
2015-12-31,1.0050,1.0050,0.10%,开放申购,开放赎回
2016-01-04,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-01-05,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-01-06,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-01-07,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-01-08,1.0060,1.0060,0.10%,开放申购,开放赎回
2016-01-11,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-12,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-13,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-14,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-15,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-18,1.0070,1.0070,0.10%,开放申购,开放赎回
2016-01-19,1.0070,1.0070,0.00%,开放申购,开放赎回
2016-01-20,1.0060,1.0060,-0.10%,开放申购,开放赎回
2016-01-21,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-22,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-25,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-01-26,1.0050,1.0050,-0.10%,开放申购,开放赎回
2016-01-27,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-01-28,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-01-29,1.0050,1.0050,0.00%,开放申购,开放赎回
2016-02-01,1.0060,1.0060,0.10%,开放申购,开放赎回
2016-02-02,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-02-03,1.0060,1.0060,0.00%,开放申购,开放赎回
2016-02-04,1.0070,1.0070,0.10%,开放申购,开放赎回
2016-02-05,1.0070,1.0070,0.00%,开放申购,开放赎回
2016-02-15,1.0080,1.0080,0.10%,开放申购,开放赎回
2016-02-16,1.0090,1.0090,0.10%,开放申购,开放赎回
2016-02-17,1.0090,1.0090,0.00%,开放申购,开放赎回
2016-02-18,1.0090,1.0090,0.00%,开放申购,开放赎回
2016-02-19,1.0090,1.0090,0.00%,开放申购,开放赎回
2016-02-22,1.0100,1.0100,0.10%,开放申购,开放赎回
2016-02-23,1.0110,1.0110,0.10%,开放申购,开放赎回
2016-02-24,1.0110,1.0110,0.00%,开放申购,开放赎回
2016-02-25,1.0090,1.0090,-0.20%,开放申购,开放赎回
2016-02-26,1.0100,1.0100,0.10%,开放申购,开放赎回
2016-02-29,1.0080,1.0080,-0.20%,开放申购,开放赎回
2016-03-01,1.0090,1.0090,0.10%,开放申购,开放赎回
2016-03-02,1.0100,1.0100,0.10%,开放申购,开放赎回
2016-03-03,1.0100,1.0100,0.00%,开放申购,开放赎回
2016-03-04,1.0100,1.0100,0.00%,开放申购,开放赎回
2016-03-07,1.0110,1.0110,0.10%,开放申购,开放赎回
2016-03-08,1.0110,1.0110,0.00%,开放申购,开放赎回
2016-03-09,1.0110,1.0110,0.00%,开放申购,开放赎回
2016-03-10,1.0120,1.0120,0.10%,开放申购,开放赎回
2016-03-11,1.0120,1.0120,0.00%,开放申购,开放赎回
2016-03-14,1.0130,1.0130,0.10%,开放申购,开放赎回
2016-03-15,1.0130,1.0130,0.00%,开放申购,开放赎回
2016-03-16,1.0140,1.0140,0.10%,开放申购,开放赎回
2016-03-17,1.0140,1.0140,0.00%,开放申购,开放赎回
2016-03-18,1.0150,1.0150,0.10%,开放申购,开放赎回
2016-03-21,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-22,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-23,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-24,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-25,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-28,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-29,1.0150,1.0150,0.00%,开放申购,开放赎回
2016-03-30,1.0170,1.0170,0.20%,开放申购,开放赎回
2016-03-31,1.0180,1.0180,0.10%,开放申购,开放赎回
2016-04-01,1.0181,1.0181,0.01%,开放申购,开放赎回
2016-04-05,1.0194,1.0194,0.13%,开放申购,开放赎回
2016-04-06,1.0199,1.0199,0.05%,开放申购,开放赎回
2016-04-07,1.0204,1.0204,0.05%,开放申购,开放赎回
2016-04-08,1.0200,1.0200,-0.04%,开放申购,开放赎回
2016-04-11,1.0206,1.0206,0.06%,开放申购,开放赎回
2016-04-12,1.0199,1.0199,-0.07%,开放申购,开放赎回
2016-04-13,1.0193,1.0193,-0.06%,开放申购,开放赎回
2016-04-14,1.0188,1.0188,-0.05%,开放申购,开放赎回
2016-04-15,1.0183,1.0183,-0.05%,开放申购,开放赎回
2016-04-18,1.0180,1.0180,-0.03%,开放申购,开放赎回
2016-04-19,1.0182,1.0182,0.02%,开放申购,开放赎回
2016-04-20,1.0170,1.0170,-0.12%,开放申购,开放赎回
2016-04-21,1.0153,1.0153,-0.17%,开放申购,开放赎回
2016-04-22,1.0142,1.0142,-0.11%,开放申购,开放赎回
2016-04-25,1.0126,1.0126,-0.16%,开放申购,开放赎回
2016-04-26,1.0127,1.0127,0.01%,开放申购,开放赎回
2016-04-27,1.0133,1.0133,0.06%,开放申购,开放赎回
2016-04-28,1.0138,1.0138,0.05%,开放申购,开放赎回
2016-04-29,1.0140,1.0140,0.02%,开放申购,开放赎回
2016-05-03,1.0153,1.0153,0.13%,开放申购,开放赎回
2016-05-04,1.0157,1.0157,0.04%,开放申购,开放赎回
2016-05-05,1.0161,1.0161,0.04%,开放申购,开放赎回
2016-05-06,1.0153,1.0153,-0.08%,开放申购,开放赎回
2016-05-09,1.0152,1.0152,-0.01%,开放申购,开放赎回
2016-05-10,1.0161,1.0161,0.09%,开放申购,开放赎回
