2017-03-03,1.0000,1.0000,0%,封闭期,封闭期
2017-03-06,0.9999,0.9999,-0.01%,开放申购,开放赎回
2017-03-07,1.0027,1.0027,0.28%,开放申购,开放赎回
2017-03-08,1.0027,1.0027,0.00%,开放申购,开放赎回
2017-03-09,1.0047,1.0047,0.20%,开放申购,开放赎回
2017-03-10,1.0048,1.0048,0.01%,开放申购,开放赎回
2017-03-13,1.0048,1.0048,0.00%,开放申购,开放赎回
2017-03-14,1.0049,1.0049,0.01%,开放申购,开放赎回
2017-03-15,1.0049,1.0049,0.00%,开放申购,开放赎回
2017-03-16,1.0049,1.0049,0.00%,开放申购,开放赎回
2017-03-17,1.0051,1.0051,0.02%,开放申购,开放赎回
2017-03-20,1.0052,1.0052,0.01%,开放申购,开放赎回
2017-03-21,1.0053,1.0053,0.01%,开放申购,开放赎回
2017-03-22,1.0055,1.0055,0.02%,开放申购,开放赎回
2017-03-23,1.0056,1.0056,0.01%,开放申购,开放赎回
2017-03-24,1.0057,1.0057,0.01%,开放申购,开放赎回
2017-03-27,1.0057,1.0057,0.00%,开放申购,开放赎回
2017-03-28,1.0058,1.0058,0.01%,开放申购,开放赎回
2017-03-29,1.0058,1.0058,0.00%,开放申购,开放赎回
2017-03-30,1.0059,1.0059,0.01%,开放申购,开放赎回
2017-03-31,1.0060,1.0060,0.01%,开放申购,开放赎回
2017-04-05,1.0074,1.0074,0.14%,开放申购,开放赎回
2017-04-06,1.0096,1.0096,0.22%,开放申购,开放赎回
2017-04-07,1.0134,1.0134,0.38%,开放申购,开放赎回
2017-04-10,1.0065,1.0065,-0.68%,开放申购,开放赎回
2017-04-11,1.0179,1.0179,1.13%,开放申购,开放赎回
2017-04-12,1.0133,1.0133,-0.45%,开放申购,开放赎回
2017-04-13,1.0205,1.0205,0.71%,开放申购,开放赎回
2017-04-14,1.0037,1.0037,-1.65%,开放申购,开放赎回
2017-04-17,0.9872,0.9872,-1.64%,开放申购,开放赎回
2017-04-18,0.9756,0.9756,-1.18%,开放申购,开放赎回
2017-04-19,0.9604,0.9604,-1.56%,开放申购,开放赎回
2017-04-20,0.9529,0.9529,-0.78%,开放申购,开放赎回
2017-04-21,0.9482,0.9482,-0.49%,开放申购,开放赎回
2017-04-24,0.9144,0.9144,-3.56%,开放申购,开放赎回
2017-04-25,0.9144,0.9144,0.00%,开放申购,开放赎回
2017-04-26,0.9158,0.9158,0.15%,开放申购,开放赎回
2017-04-27,0.9200,0.9200,0.46%,开放申购,开放赎回
2017-04-28,0.9257,0.9257,0.62%,开放申购,开放赎回
2017-05-02,0.9281,0.9281,0.26%,开放申购,开放赎回
2017-05-03,0.9297,0.9297,0.17%,开放申购,开放赎回
2017-05-04,0.9268,0.9268,-0.31%,开放申购,开放赎回
2017-05-05,0.9167,0.9167,-1.09%,开放申购,开放赎回
2017-05-08,0.9038,0.9038,-1.41%,开放申购,开放赎回
2017-05-09,0.9105,0.9105,0.74%,开放申购,开放赎回
2017-05-10,0.8926,0.8926,-1.97%,开放申购,开放赎回
2017-05-11,0.8846,0.8846,-0.90%,开放申购,开放赎回
2017-05-12,0.8819,0.8819,-0.31%,开放申购,开放赎回
2017-05-15,0.8824,0.8824,0.06%,开放申购,开放赎回
2017-05-16,0.9011,0.9011,2.12%,开放申购,开放赎回
2017-05-17,0.9026,0.9026,0.17%,开放申购,开放赎回
2017-05-18,0.8984,0.8984,-0.47%,开放申购,开放赎回
2017-05-19,0.8979,0.8979,-0.06%,开放申购,开放赎回
2017-05-22,0.8810,0.8810,-1.88%,开放申购,开放赎回
2017-05-23,0.8559,0.8559,-2.85%,开放申购,开放赎回
2017-05-24,0.8605,0.8605,0.54%,开放申购,开放赎回
