2020-12-03,0.9427,0.9427,0%,封闭期,封闭期
2020-12-04,0.9425,0.9425,-0.02%,开放申购,开放赎回
2020-12-07,0.9451,0.9451,0.28%,开放申购,开放赎回
2020-12-08,0.9439,0.9439,-0.13%,开放申购,开放赎回
2020-12-09,0.9315,0.9315,-1.31%,开放申购,开放赎回
2020-12-10,0.9302,0.9302,-0.14%,开放申购,开放赎回
2020-12-11,0.9150,0.9150,-1.63%,开放申购,开放赎回
2020-12-14,0.9230,0.9230,0.87%,开放申购,开放赎回
2020-12-15,0.9307,0.9307,0.83%,开放申购,开放赎回
2020-12-16,0.9206,0.9206,-1.09%,开放申购,开放赎回
2020-12-17,0.9216,0.9216,0.11%,开放申购,开放赎回
2020-12-18,0.9182,0.9182,-0.37%,开放申购,开放赎回
2020-12-21,0.9285,0.9285,1.12%,开放申购,开放赎回
2020-12-22,0.9028,0.9028,-2.77%,开放申购,开放赎回
2020-12-23,0.9110,0.9110,0.91%,开放申购,开放赎回
2020-12-24,0.8970,0.8970,-1.54%,开放申购,开放赎回
2020-12-25,0.8964,0.8964,-0.07%,开放申购,开放赎回
2020-12-28,0.8872,0.8872,-1.03%,开放申购,开放赎回
2020-12-29,0.9033,0.9033,1.81%,开放申购,开放赎回
2020-12-30,0.9160,0.9160,1.41%,开放申购,开放赎回
2020-12-31,0.9413,0.9413,2.76%,开放申购,开放赎回
2021-01-04,0.9612,0.9612,2.11%,开放申购,开放赎回
2021-01-05,0.9786,0.9786,1.81%,开放申购,开放赎回
2021-01-06,0.9608,0.9608,-1.82%,开放申购,开放赎回
2021-01-07,0.9424,0.9424,-1.92%,开放申购,开放赎回
2021-01-08,0.9555,0.9555,1.39%,开放申购,开放赎回
2021-01-11,0.9613,0.9613,0.61%,开放申购,开放赎回
2021-01-12,0.9728,0.9728,1.20%,开放申购,开放赎回
2021-01-13,0.9612,0.9612,-1.19%,开放申购,开放赎回
2021-01-14,0.9645,0.9645,0.34%,开放申购,开放赎回
2021-01-15,0.9585,0.9585,-0.62%,开放申购,开放赎回
2021-01-18,0.9802,0.9802,2.26%,开放申购,开放赎回
2021-01-19,0.9845,0.9845,0.44%,开放申购,开放赎回
2021-01-20,0.9861,0.9861,0.16%,开放申购,开放赎回
2021-01-21,1.0069,1.0069,2.11%,开放申购,开放赎回
2021-01-22,1.0023,1.0023,-0.46%,开放申购,开放赎回
2021-01-25,0.9954,0.9954,-0.69%,开放申购,开放赎回
2021-01-26,0.9732,0.9732,-2.23%,开放申购,开放赎回
2021-01-27,0.9815,0.9815,0.85%,开放申购,开放赎回
2021-01-28,0.9497,0.9497,-3.24%,开放申购,开放赎回
2021-01-29,0.9434,0.9434,-0.66%,开放申购,开放赎回
2021-02-01,0.9517,0.9517,0.88%,开放申购,开放赎回
2021-02-02,0.9630,0.9630,1.19%,开放申购,开放赎回
2021-02-03,0.9329,0.9329,-3.13%,开放申购,开放赎回
2021-02-04,0.9178,0.9178,-1.62%,开放申购,开放赎回
2021-02-05,0.8968,0.8968,-2.29%,开放申购,开放赎回
2021-02-08,0.9097,0.9097,1.44%,开放申购,开放赎回
2021-02-09,0.9344,0.9344,2.72%,开放申购,开放赎回
2021-02-10,0.9563,0.9563,2.34%,开放申购,开放赎回
2021-02-18,0.9561,0.9561,-0.02%,开放申购,开放赎回
2021-02-19,0.9621,0.9621,0.63%,开放申购,开放赎回
2021-02-22,0.9429,0.9429,-2.00%,开放申购,开放赎回
2021-02-23,0.9390,0.9390,-0.41%,开放申购,开放赎回
2021-02-24,0.9272,0.9272,-1.26%,开放申购,开放赎回
2021-02-25,0.9183,0.9183,-0.96%,开放申购,开放赎回
2021-02-26,0.9092,0.9092,-0.99%,开放申购,开放赎回
2021-03-01,0.9291,0.9291,2.19%,开放申购,开放赎回
2021-03-02,0.9263,0.9263,-0.30%,开放申购,开放赎回
2021-03-03,0.9316,0.9316,0.57%,开放申购,开放赎回
2021-03-04,0.9106,0.9106,-2.25%,开放申购,开放赎回
2021-03-05,0.9167,0.9167,0.67%,开放申购,开放赎回
2021-03-08,0.8915,0.8915,-2.75%,开放申购,开放赎回
2021-03-09,0.8705,0.8705,-2.36%,开放申购,开放赎回
2021-03-10,0.8624,0.8624,-0.93%,开放申购,开放赎回
2021-03-11,0.8778,0.8778,1.79%,开放申购,开放赎回
2021-03-12,0.8677,0.8677,-1.15%,开放申购,开放赎回
2021-03-15,0.8513,0.8513,-1.89%,开放申购,开放赎回
2021-03-16,0.8556,0.8556,0.51%,开放申购,开放赎回
2021-03-17,0.8615,0.8615,0.69%,开放申购,开放赎回
2021-03-18,0.8644,0.8644,0.34%,开放申购,开放赎回
2021-03-19,0.8514,0.8514,-1.50%,开放申购,开放赎回
2021-03-22,0.8686,0.8686,2.02%,开放申购,开放赎回
2021-03-23,0.8654,0.8654,-0.37%,开放申购,开放赎回
2021-03-24,0.8579,0.8579,-0.87%,开放申购,开放赎回
2021-03-25,0.8660,0.8660,0.94%,开放申购,开放赎回
2021-03-26,0.8834,0.8834,2.01%,开放申购,开放赎回
2021-03-29,0.8768,0.8768,-0.75%,开放申购,开放赎回
2021-03-30,0.8804,0.8804,0.41%,开放申购,开放赎回
2021-03-31,0.8852,0.8852,0.55%,开放申购,开放赎回
2021-04-01,0.8911,0.8911,0.67%,开放申购,开放赎回
2021-04-02,0.8936,0.8936,0.28%,开放申购,开放赎回
2021-04-06,0.9010,0.9010,0.83%,开放申购,开放赎回
2021-04-07,0.8935,0.8935,-0.83%,开放申购,开放赎回
