2019-07-15,1.0574,1.0574,0%,封闭期,封闭期
2019-07-16,1.0552,1.0552,-0.21%,开放申购,开放赎回
2019-07-17,1.0541,1.0541,-0.10%,开放申购,开放赎回
2019-07-18,1.0521,1.0521,-0.19%,开放申购,开放赎回
2019-07-19,1.0560,1.0560,0.37%,开放申购,开放赎回
2019-07-22,1.0549,1.0549,-0.10%,开放申购,开放赎回
2019-07-23,1.0553,1.0553,0.04%,开放申购,开放赎回
2019-07-24,1.0585,1.0585,0.30%,开放申购,开放赎回
2019-07-25,1.0618,1.0618,0.31%,开放申购,开放赎回
2019-07-26,1.0623,1.0623,0.05%,开放申购,开放赎回
2019-07-29,1.0615,1.0615,-0.08%,开放申购,开放赎回
2019-07-30,1.0634,1.0634,0.18%,开放申购,开放赎回
2019-07-31,1.0605,1.0605,-0.27%,开放申购,开放赎回
2019-08-01,1.0578,1.0578,-0.25%,开放申购,开放赎回
2019-08-02,1.0530,1.0530,-0.45%,开放申购,开放赎回
2019-08-05,1.0478,1.0478,-0.49%,开放申购,开放赎回
2019-08-06,1.0455,1.0455,-0.22%,限制大额申购,开放赎回
2019-08-07,1.0450,1.0450,-0.05%,限制大额申购,开放赎回
2019-08-08,1.0537,1.0537,0.83%,限制大额申购,开放赎回
2019-08-09,1.0526,1.0526,-0.10%,限制大额申购,开放赎回
2019-08-12,1.0598,1.0598,0.68%,限制大额申购,开放赎回
2019-08-13,1.0576,1.0576,-0.21%,限制大额申购,开放赎回
2019-08-14,1.0589,1.0589,0.12%,限制大额申购,开放赎回
2019-08-15,1.0594,1.0594,0.05%,限制大额申购,开放赎回
2019-08-16,1.0601,1.0601,0.07%,限制大额申购,开放赎回
2019-08-19,1.0652,1.0652,0.48%,限制大额申购,开放赎回
2019-08-20,1.0653,1.0653,0.01%,限制大额申购,开放赎回
2019-08-21,1.0648,1.0648,-0.05%,限制大额申购,开放赎回
2019-08-22,1.0658,1.0658,0.09%,限制大额申购,开放赎回
2019-08-23,1.0684,1.0684,0.24%,限制大额申购,开放赎回
2019-08-26,1.0650,1.0650,-0.32%,限制大额申购,开放赎回
2019-08-27,1.0669,1.0669,0.18%,限制大额申购,开放赎回
2019-08-28,1.0656,1.0656,-0.12%,限制大额申购,开放赎回
2019-08-29,1.0646,1.0646,-0.09%,限制大额申购,开放赎回
2019-08-30,1.0660,1.0660,0.13%,限制大额申购,开放赎回
2019-09-02,1.0678,1.0678,0.17%,限制大额申购,开放赎回
2019-09-03,1.0672,1.0672,-0.06%,限制大额申购,开放赎回
2019-09-04,1.0695,1.0695,0.22%,限制大额申购,开放赎回
2019-09-05,1.0727,1.0727,0.30%,限制大额申购,开放赎回
2019-09-06,1.0756,1.0756,0.27%,限制大额申购,开放赎回
2019-09-09,1.0758,1.0758,0.02%,限制大额申购,开放赎回
2019-09-10,1.0752,1.0752,-0.06%,限制大额申购,开放赎回
2019-09-11,1.0742,1.0742,-0.09%,限制大额申购,开放赎回
2019-09-12,1.0766,1.0766,0.22%,限制大额申购,开放赎回
2019-09-16,1.0755,1.0755,-0.10%,限制大额申购,开放赎回
2019-09-17,1.0721,1.0721,-0.32%,限制大额申购,开放赎回
2019-09-18,1.0734,1.0734,0.12%,限制大额申购,开放赎回
2019-09-19,1.0734,1.0734,0.00%,限制大额申购,开放赎回
2019-09-20,1.0738,1.0738,0.04%,限制大额申购,开放赎回
2019-09-23,1.0711,1.0711,-0.25%,限制大额申购,开放赎回
2019-09-24,1.0717,1.0717,0.06%,限制大额申购,开放赎回
2019-09-25,1.0719,1.0719,0.02%,限制大额申购,开放赎回
2019-09-26,1.0721,1.0721,0.02%,限制大额申购,开放赎回
2019-09-27,1.0719,1.0719,-0.02%,限制大额申购,开放赎回
2019-09-30,1.0720,1.0720,0.01%,限制大额申购,开放赎回
2019-10-08,1.0742,1.0742,0.21%,限制大额申购,开放赎回
2019-10-09,1.0740,1.0740,-0.02%,限制大额申购,开放赎回
2019-10-10,1.0758,1.0758,0.17%,限制大额申购,开放赎回
2019-10-11,1.0791,1.0791,0.31%,限制大额申购,开放赎回
2019-10-14,1.0826,1.0826,0.32%,限制大额申购,开放赎回
