2021-02-05,1.0000,1.0000,0%,封闭期,封闭期
2021-02-08,1.0001,1.0001,0.01%,开放申购,开放赎回
2021-02-09,1.0001,1.0001,0.00%,开放申购,开放赎回
2021-02-10,1.0002,1.0002,0.01%,开放申购,开放赎回
2021-02-18,1.0003,1.0003,0.01%,开放申购,开放赎回
2021-02-19,1.0003,1.0003,0.00%,开放申购,开放赎回
2021-02-22,1.0001,1.0001,-0.02%,开放申购,开放赎回
2021-02-23,1.0000,1.0000,-0.01%,开放申购,开放赎回
2021-02-24,0.9997,0.9997,-0.03%,开放申购,开放赎回
2021-02-25,1.0002,1.0002,0.05%,开放申购,开放赎回
2021-02-26,0.9997,0.9997,-0.05%,开放申购,开放赎回
2021-03-01,1.0000,1.0000,0.03%,开放申购,开放赎回
2021-03-02,1.0001,1.0001,0.01%,开放申购,开放赎回
2021-03-03,1.0005,1.0005,0.04%,开放申购,开放赎回
2021-03-04,0.9995,0.9995,-0.10%,开放申购,开放赎回
2021-03-05,0.9995,0.9995,0.00%,开放申购,开放赎回
2021-03-08,0.9984,0.9984,-0.11%,开放申购,开放赎回
2021-03-09,0.9968,0.9968,-0.16%,开放申购,开放赎回
2021-03-10,0.9970,0.9970,0.02%,开放申购,开放赎回
2021-03-11,0.9986,0.9986,0.16%,开放申购,开放赎回
2021-03-12,0.9996,0.9996,0.10%,开放申购,开放赎回
2021-03-15,0.9987,0.9987,-0.09%,开放申购,开放赎回
2021-03-16,0.9998,0.9998,0.11%,开放申购,开放赎回
2021-03-17,1.0016,1.0016,0.18%,开放申购,开放赎回
2021-03-18,1.0033,1.0033,0.17%,开放申购,开放赎回
2021-03-19,1.0000,1.0000,-0.33%,开放申购,开放赎回
2021-03-22,1.0016,1.0016,0.16%,开放申购,开放赎回
2021-03-23,0.9984,0.9984,-0.32%,开放申购,开放赎回
2021-03-24,0.9946,0.9946,-0.38%,开放申购,开放赎回
2021-03-25,0.9955,0.9955,0.09%,开放申购,开放赎回
2021-03-26,1.0004,1.0004,0.49%,开放申购,开放赎回
2021-03-29,1.0012,1.0012,0.08%,开放申购,开放赎回
2021-03-30,1.0037,1.0037,0.25%,开放申购,开放赎回
2021-03-31,1.0006,1.0006,-0.31%,开放申购,开放赎回
2021-04-01,1.0038,1.0038,0.32%,开放申购,开放赎回
2021-04-02,1.0064,1.0064,0.26%,开放申购,开放赎回
2021-04-06,1.0067,1.0067,0.03%,开放申购,开放赎回
2021-04-07,1.0061,1.0061,-0.06%,开放申购,开放赎回
