2016-03-01,1.0000,1.0000,0%,封闭期,封闭期
2019-05-15,1.0145,1.0145,0%,开放申购,开放赎回
2019-05-16,1.0163,1.0163,0.18%,开放申购,开放赎回
2019-05-17,1.0127,1.0127,-0.35%,开放申购,开放赎回
2019-05-20,1.0105,1.0105,-0.22%,开放申购,开放赎回
2019-05-21,1.0118,1.0118,0.13%,开放申购,开放赎回
2019-05-22,1.0119,1.0119,0.01%,开放申购,开放赎回
2019-05-23,1.0094,1.0094,-0.25%,开放申购,开放赎回
2019-05-24,1.0098,1.0098,0.04%,开放申购,开放赎回
2019-05-27,1.0113,1.0113,0.15%,开放申购,开放赎回
2019-05-28,1.0127,1.0127,0.14%,开放申购,开放赎回
2019-05-29,1.0123,1.0123,-0.04%,开放申购,开放赎回
2019-05-30,1.0119,1.0119,-0.04%,开放申购,开放赎回
2019-05-31,1.0116,1.0116,-0.03%,开放申购,开放赎回
2019-06-03,1.0110,1.0110,-0.06%,开放申购,开放赎回
2019-06-04,1.0090,1.0090,-0.20%,开放申购,开放赎回
2019-06-05,1.0102,1.0102,0.12%,开放申购,开放赎回
2019-06-06,1.0081,1.0081,-0.21%,开放申购,开放赎回
2019-06-10,1.0123,1.0123,0.42%,开放申购,开放赎回
2019-06-11,1.0186,1.0186,0.62%,开放申购,开放赎回
2019-06-12,1.0169,1.0169,-0.17%,开放申购,开放赎回
2019-06-13,1.0150,1.0150,-0.19%,开放申购,开放赎回
2019-06-14,1.0145,1.0145,-0.05%,开放申购,开放赎回
2019-06-17,1.0143,1.0143,-0.02%,开放申购,开放赎回
2019-06-18,1.0153,1.0153,0.10%,开放申购,开放赎回
2019-06-19,1.0185,1.0185,0.32%,开放申购,开放赎回
2019-06-20,1.0251,1.0251,0.65%,开放申购,开放赎回
2019-06-21,1.0259,1.0259,0.08%,开放申购,开放赎回
2019-06-24,1.0264,1.0264,0.05%,开放申购,开放赎回
2019-06-25,1.0231,1.0231,-0.32%,开放申购,开放赎回
2019-06-26,1.0251,1.0251,0.20%,开放申购,开放赎回
2019-06-27,1.0285,1.0285,0.33%,开放申购,开放赎回
2019-06-28,1.0293,1.0293,0.08%,开放申购,开放赎回
2019-06-30,1.0293,1.0293,0%,开放申购,开放赎回
2019-07-01,1.0364,1.0364,0.69%,开放申购,开放赎回
2019-07-02,1.0382,1.0382,0.17%,开放申购,开放赎回
2019-07-03,1.0324,1.0324,-0.56%,开放申购,开放赎回
2019-07-04,1.0286,1.0286,-0.37%,开放申购,开放赎回
2019-07-05,1.0315,1.0315,0.28%,开放申购,开放赎回
2019-07-08,1.0247,1.0247,-0.66%,开放申购,开放赎回
2019-07-09,1.0244,1.0244,-0.03%,开放申购,开放赎回
2019-07-10,1.0241,1.0241,-0.03%,开放申购,开放赎回
2019-07-11,1.0238,1.0238,-0.03%,限制大额申购,开放赎回
2019-07-12,1.0265,1.0265,0.26%,限制大额申购,开放赎回
2019-07-15,1.0269,1.0269,0.04%,限制大额申购,开放赎回
2019-07-16,1.0243,1.0243,-0.25%,限制大额申购,开放赎回
2019-07-17,1.0235,1.0235,-0.08%,限制大额申购,开放赎回
2019-07-18,1.0223,1.0223,-0.12%,限制大额申购,开放赎回
2019-07-19,1.0242,1.0242,0.19%,限制大额申购,开放赎回
2019-07-22,1.0450,1.0450,2.03%,限制大额申购,开放赎回
2019-07-23,1.0455,1.0455,0.05%,限制大额申购,开放赎回
2019-07-24,1.0473,1.0473,0.17%,限制大额申购,开放赎回
2019-07-25,1.0502,1.0502,0.28%,限制大额申购,开放赎回
2019-07-26,1.0523,1.0523,0.20%,限制大额申购,开放赎回
2019-07-29,1.0330,1.0530,0.07%,限制大额申购,开放赎回
2019-07-30,1.0336,1.0536,0.06%,限制大额申购,开放赎回
2019-07-31,1.0314,1.0514,-0.21%,开放申购,开放赎回
2019-08-01,1.0308,1.0508,-0.06%,开放申购,开放赎回
2019-08-02,1.0296,1.0496,-0.12%,限制大额申购,开放赎回
2019-08-05,1.0231,1.0431,-0.63%,限制大额申购,开放赎回
2019-08-06,1.0196,1.0396,-0.34%,限制大额申购,开放赎回
2019-08-07,1.0200,1.0400,0.04%,限制大额申购,开放赎回
2019-08-08,1.0389,1.0589,1.85%,限制大额申购,开放赎回
2019-08-09,1.0378,1.0578,-0.11%,限制大额申购,开放赎回
2019-08-12,1.0450,1.0650,0.69%,限制大额申购,开放赎回
2019-08-13,1.0424,1.0624,-0.25%,限制大额申购,开放赎回
2019-08-14,1.0452,1.0652,0.27%,限制大额申购,开放赎回
2019-08-15,1.0465,1.0665,0.12%,限制大额申购,开放赎回
2019-08-16,1.0478,1.0678,0.12%,限制大额申购,开放赎回
2019-08-19,1.0512,1.0712,0.32%,限制大额申购,开放赎回
2019-08-20,1.0517,1.0717,0.05%,限制大额申购,开放赎回
2019-08-21,1.0500,1.0700,-0.16%,限制大额申购,开放赎回
2019-08-22,1.0510,1.0710,0.10%,限制大额申购,开放赎回
2019-08-23,1.0459,1.0759,0.47%,限制大额申购,开放赎回
2019-08-26,1.0410,1.0710,-0.47%,限制大额申购,开放赎回
2019-08-27,1.0442,1.0742,0.31%,限制大额申购,开放赎回
2019-08-28,1.0428,1.0728,-0.13%,限制大额申购,开放赎回
2019-08-29,1.0408,1.0708,-0.19%,限制大额申购,开放赎回
2019-08-30,1.0415,1.0715,0.07%,限制大额申购,开放赎回
2019-09-02,1.0448,1.0748,0.32%,限制大额申购,开放赎回
2019-09-03,1.0450,1.0750,0.02%,限制大额申购,开放赎回
2019-09-04,1.0453,1.0753,0.03%,限制大额申购,开放赎回
2019-09-05,1.0464,1.0764,0.11%,限制大额申购,开放赎回
2019-09-06,1.0489,1.0789,0.24%,限制大额申购,开放赎回
2019-09-09,1.0532,1.0832,0.41%,限制大额申购,开放赎回
2019-09-10,1.0502,1.0802,-0.28%,限制大额申购,开放赎回
2019-09-11,1.0458,1.0758,-0.42%,限制大额申购,开放赎回
2019-09-12,1.0484,1.0784,0.25%,限制大额申购,开放赎回
2019-09-16,1.0488,1.0788,0.04%,限制大额申购,开放赎回
2019-09-17,1.0441,1.0741,-0.45%,限制大额申购,开放赎回
2019-09-18,1.0479,1.0779,0.36%,限制大额申购,开放赎回
2019-09-19,1.0497,1.0797,0.17%,限制大额申购,开放赎回
2019-09-20,1.0515,1.0815,0.17%,限制大额申购,开放赎回
2019-09-23,1.0504,1.0804,-0.10%,限制大额申购,开放赎回
2019-09-24,1.0518,1.0818,0.13%,限制大额申购,开放赎回
2019-09-25,1.0509,1.0809,-0.09%,限制大额申购,开放赎回
2019-09-26,1.0463,1.0763,-0.44%,限制大额申购,开放赎回
2019-09-27,1.0483,1.0783,0.19%,限制大额申购,开放赎回
2019-09-30,1.0467,1.0767,-0.15%,限制大额申购,开放赎回
2019-10-08,1.0462,1.0762,-0.05%,限制大额申购,开放赎回
2019-10-09,1.0469,1.0769,0.07%,限制大额申购,开放赎回
2019-10-10,1.0549,1.0849,0.76%,限制大额申购,开放赎回
2019-10-11,1.0565,1.0865,0.15%,限制大额申购,开放赎回
2019-10-14,1.0607,1.0907,0.40%,限制大额申购,开放赎回
2019-10-15,1.0582,1.0882,-0.24%,限制大额申购,开放赎回
2019-10-16,1.0563,1.0863,-0.18%,限制大额申购,开放赎回
2019-10-17,1.0580,1.0880,0.16%,限制大额申购,开放赎回
