2020-02-18,1.1440,1.9624,0%,封闭期,封闭期
2020-02-19,1.1357,1.9541,-0.73%,开放申购,开放赎回
2020-02-20,1.1564,1.9748,1.82%,开放申购,开放赎回
2020-02-21,1.1714,1.9898,1.30%,开放申购,开放赎回
2020-02-24,1.1862,2.0046,1.26%,开放申购,开放赎回
2020-02-25,1.1899,2.0083,0.31%,开放申购,开放赎回
2020-02-26,1.1521,1.9705,-3.18%,开放申购,开放赎回
2020-02-27,1.1610,1.9794,0.77%,开放申购,开放赎回
2020-02-28,1.1159,1.9343,-3.88%,开放申购,开放赎回
2020-03-02,1.1439,1.9623,2.51%,开放申购,开放赎回
2020-03-03,1.1531,1.9715,0.80%,开放申购,开放赎回
2020-03-04,1.1558,1.9742,0.23%,开放申购,开放赎回
2020-03-05,1.1578,1.9762,0.17%,开放申购,开放赎回
2020-03-06,1.1561,1.9745,-0.15%,开放申购,开放赎回
2020-03-09,1.1458,1.9642,-0.89%,开放申购,开放赎回
2020-03-10,1.1534,1.9718,0.66%,开放申购,开放赎回
2020-03-11,1.1495,1.9679,-0.34%,开放申购,开放赎回
2020-03-12,1.1408,1.9592,-0.76%,开放申购,开放赎回
2020-03-13,1.1365,1.9549,-0.38%,开放申购,开放赎回
2020-03-16,1.1186,1.9370,-1.58%,开放申购,开放赎回
2020-03-17,1.1174,1.9358,-0.11%,开放申购,开放赎回
2020-03-18,1.1116,1.9300,-0.52%,开放申购,开放赎回
2020-03-19,1.1060,1.9244,-0.50%,开放申购,开放赎回
2020-03-20,1.1155,1.9339,0.86%,开放申购,开放赎回
2020-03-23,1.1026,1.9210,-1.16%,开放申购,开放赎回
2020-03-24,1.1144,1.9328,1.07%,开放申购,开放赎回
2020-03-25,1.1293,1.9477,1.34%,开放申购,开放赎回
2020-03-26,1.1298,1.9482,0.04%,开放申购,开放赎回
2020-03-27,1.1285,1.9469,-0.12%,开放申购,开放赎回
2020-03-30,1.1220,1.9404,-0.58%,开放申购,开放赎回
2020-03-31,1.1329,1.9513,0.97%,开放申购,开放赎回
2020-04-01,1.1287,1.9471,-0.37%,开放申购,开放赎回
2020-04-02,1.1334,1.9518,0.42%,开放申购,开放赎回
2020-04-03,1.1339,1.9523,0.04%,开放申购,开放赎回
2020-04-07,1.1488,1.9672,1.31%,开放申购,开放赎回
2020-04-08,1.1435,1.9619,-0.46%,开放申购,开放赎回
2020-04-09,1.1532,1.9716,0.85%,开放申购,开放赎回
2020-04-10,1.1484,1.9668,-0.42%,开放申购,开放赎回
2020-04-13,1.1493,1.9677,0.08%,开放申购,开放赎回
2020-04-14,1.1603,1.9787,0.96%,开放申购,开放赎回
2020-04-15,1.1572,1.9756,-0.27%,开放申购,开放赎回
2020-04-16,1.1603,1.9787,0.27%,开放申购,开放赎回
2020-04-17,1.1626,1.9810,0.20%,开放申购,开放赎回
2020-04-20,1.1734,1.9918,0.93%,开放申购,开放赎回
2020-04-21,1.1643,1.9827,-0.78%,开放申购,开放赎回
2020-04-22,1.1783,1.9967,1.20%,开放申购,开放赎回
2020-04-23,1.1779,1.9963,-0.03%,开放申购,开放赎回
2020-04-24,1.1693,1.9877,-0.73%,开放申购,开放赎回
2020-04-27,1.1792,1.9976,0.85%,开放申购,开放赎回
2020-04-28,1.1905,2.0089,0.96%,开放申购,开放赎回
2020-04-29,1.1857,2.0041,-0.40%,开放申购,开放赎回
2020-04-30,1.1838,2.0022,-0.16%,开放申购,开放赎回
2020-05-06,1.1935,2.0119,0.82%,开放申购,开放赎回
2020-05-07,1.1985,2.0169,0.42%,开放申购,开放赎回
2020-05-08,1.2076,2.0260,0.76%,开放申购,开放赎回
2020-05-11,1.2042,2.0226,-0.28%,开放申购,开放赎回
2020-05-12,1.2186,2.0370,1.20%,开放申购,开放赎回
2020-05-13,1.2300,2.0484,0.94%,开放申购,开放赎回
2020-05-14,1.2269,2.0453,-0.25%,开放申购,开放赎回
2020-05-15,1.2226,2.0410,-0.35%,开放申购,开放赎回
2020-05-18,1.2349,2.0533,1.01%,开放申购,开放赎回
2020-05-19,1.2476,2.0660,1.03%,开放申购,开放赎回
2020-05-20,1.2408,2.0592,-0.55%,开放申购,开放赎回
2020-05-21,1.2367,2.0551,-0.33%,开放申购,开放赎回
2020-05-22,1.2126,2.0310,-1.95%,开放申购,开放赎回
2020-05-25,1.2271,2.0455,1.20%,开放申购,开放赎回
2020-05-26,1.2496,2.0680,1.83%,开放申购,开放赎回
2020-05-27,1.2354,2.0538,-1.14%,开放申购,开放赎回
2020-05-28,1.2347,2.0531,-0.06%,开放申购,开放赎回
2020-05-29,1.2548,2.0732,1.63%,开放申购,开放赎回
2020-06-01,1.2752,2.0936,1.63%,开放申购,开放赎回
2020-06-02,1.2603,2.0787,-1.17%,开放申购,开放赎回
2020-06-03,1.2655,2.0839,0.41%,开放申购,开放赎回
2020-06-04,1.2750,2.0934,0.75%,开放申购,开放赎回
2020-06-05,1.2766,2.0950,0.13%,开放申购,开放赎回
2020-06-08,1.2688,2.0872,-0.61%,开放申购,开放赎回
2020-06-09,1.2832,2.1016,1.13%,开放申购,开放赎回
2020-06-10,1.2936,2.1120,0.81%,开放申购,开放赎回
2020-06-11,1.2845,2.1029,-0.70%,开放申购,开放赎回
2020-06-12,1.2906,2.1090,0.47%,开放申购,开放赎回
2020-06-15,1.2783,2.0967,-0.95%,开放申购,开放赎回
2020-06-16,1.3053,2.1237,2.11%,开放申购,开放赎回
2020-06-17,1.3066,2.1250,0.10%,开放申购,开放赎回
2020-06-18,1.3052,2.1236,-0.11%,开放申购,开放赎回
2020-06-19,1.3233,2.1417,1.39%,开放申购,开放赎回
2020-06-22,1.3154,2.1338,-0.60%,开放申购,开放赎回
2020-06-23,1.3328,2.1512,1.32%,开放申购,开放赎回
2020-06-24,1.3358,2.1542,0.23%,开放申购,开放赎回
2020-06-29,1.3302,2.1486,-0.42%,开放申购,开放赎回
2020-06-30,1.3511,2.1695,1.57%,开放申购,开放赎回
2020-07-01,1.3510,2.1694,-0.01%,开放申购,开放赎回
2020-07-02,1.3588,2.1772,0.58%,开放申购,开放赎回
2020-07-03,1.3702,2.1886,0.84%,开放申购,开放赎回
2020-07-06,1.3852,2.2036,1.09%,开放申购,开放赎回
2020-07-07,1.3982,2.2166,0.94%,开放申购,开放赎回
2020-07-08,1.4255,2.2439,1.95%,开放申购,开放赎回
2020-07-09,1.4451,2.2635,1.38%,开放申购,开放赎回
2020-07-10,1.4460,2.2644,0.06%,开放申购,开放赎回
2020-07-13,1.4737,2.2921,1.92%,开放申购,开放赎回
2020-07-14,1.4599,2.2783,-0.94%,开放申购,开放赎回
2020-07-15,1.4699,2.2883,0.69%,开放申购,开放赎回
2020-07-16,1.3962,2.2146,-5.01%,开放申购,开放赎回
2020-07-17,1.4225,2.2409,1.88%,开放申购,开放赎回
2020-07-20,1.4311,2.2495,0.60%,开放申购,开放赎回
2020-07-21,1.4586,2.2770,1.92%,开放申购,开放赎回
2020-07-22,1.4644,2.2828,0.40%,开放申购,开放赎回
2020-07-23,1.4770,2.2954,0.86%,开放申购,开放赎回
2020-07-24,1.4155,2.2339,-4.16%,开放申购,开放赎回
2020-07-27,1.4135,2.2319,-0.14%,开放申购,开放赎回
2020-07-28,1.4341,2.2525,1.46%,开放申购,开放赎回
2020-07-29,1.4579,2.2763,1.66%,开放申购,开放赎回
2020-07-30,1.4492,2.2676,-0.60%,开放申购,开放赎回
2020-07-31,1.4531,2.2715,0.27%,开放申购,开放赎回
2020-08-03,1.4684,2.2868,1.05%,开放申购,开放赎回
2020-08-04,1.4714,2.2898,0.20%,开放申购,开放赎回
2020-08-05,1.4905,2.3089,1.30%,开放申购,开放赎回
2020-08-06,1.4801,2.2985,-0.70%,开放申购,开放赎回
2020-08-07,1.4690,2.2874,-0.75%,开放申购,开放赎回
2020-08-10,1.4704,2.2888,0.10%,开放申购,开放赎回
2020-08-11,1.4644,2.2828,-0.41%,开放申购,开放赎回
2020-08-12,1.4365,2.2549,-1.91%,开放申购,开放赎回
2020-08-13,1.4363,2.2547,-0.01%,开放申购,开放赎回
2020-08-14,1.4504,2.2688,0.98%,开放申购,开放赎回
2020-08-17,1.4609,2.2793,0.72%,开放申购,开放赎回
2020-08-18,1.4755,2.2939,1.00%,开放申购,开放赎回
2020-08-19,1.4577,2.2761,-1.21%,开放申购,开放赎回
2020-08-20,1.4423,2.2607,-1.06%,开放申购,开放赎回
2020-08-21,1.4618,2.2802,1.35%,开放申购,开放赎回
2020-08-24,1.4777,2.2961,1.09%,开放申购,开放赎回
2020-08-25,1.4751,2.2935,-0.18%,开放申购,开放赎回
2020-08-26,1.4595,2.2779,-1.06%,开放申购,开放赎回
2020-08-27,1.4798,2.2982,1.39%,开放申购,开放赎回
2020-08-28,1.4953,2.3137,1.05%,开放申购,开放赎回
2020-08-31,1.4841,2.3025,-0.75%,开放申购,开放赎回
2020-09-01,1.4939,2.3123,0.66%,开放申购,开放赎回
2020-09-02,1.5010,2.3194,0.48%,开放申购,开放赎回
2020-09-03,1.4880,2.3064,-0.87%,开放申购,开放赎回
2020-09-04,1.4687,2.2871,-1.30%,开放申购,开放赎回
2020-09-07,1.4272,2.2456,-2.83%,开放申购,开放赎回
2020-09-08,1.4145,2.2329,-0.89%,开放申购,开放赎回
2020-09-09,1.3831,2.2015,-2.22%,开放申购,开放赎回
2020-09-10,1.3859,2.2043,0.20%,开放申购,开放赎回
2020-09-11,1.4110,2.2294,1.81%,开放申购,开放赎回
2020-09-14,1.4222,2.2406,0.79%,开放申购,开放赎回
2020-09-15,1.4332,2.2516,0.77%,开放申购,开放赎回
2020-09-16,1.4290,2.2474,-0.29%,开放申购,开放赎回
2020-09-17,1.4210,2.2394,-0.56%,开放申购,开放赎回
2020-09-18,1.4349,2.2533,0.98%,开放申购,开放赎回
2020-09-21,1.4133,2.2317,-1.51%,开放申购,开放赎回
2020-09-22,1.4009,2.2193,-0.88%,开放申购,开放赎回
2020-09-23,1.4153,2.2337,1.03%,开放申购,开放赎回
2020-09-24,1.3901,2.2085,-1.78%,开放申购,开放赎回
2020-09-25,1.3826,2.2010,-0.54%,开放申购,开放赎回
2020-09-28,1.3836,2.2020,0.07%,开放申购,开放赎回
2020-09-29,1.3896,2.2080,0.43%,开放申购,开放赎回
2020-09-30,1.4001,2.2185,0.76%,开放申购,开放赎回
2020-10-09,1.4373,2.2557,2.66%,开放申购,开放赎回
2020-10-12,1.4595,2.2779,1.54%,开放申购,开放赎回
2020-10-13,1.4643,2.2827,0.33%,开放申购,开放赎回
2020-10-14,1.4699,2.2883,0.38%,开放申购,开放赎回
2020-10-15,1.4498,2.2682,-1.37%,开放申购,开放赎回
2020-10-16,1.4420,2.2604,-0.54%,开放申购,开放赎回
2020-10-19,1.4194,2.2378,-1.57%,开放申购,开放赎回
2020-10-20,1.4414,2.2598,1.55%,开放申购,开放赎回
2020-10-21,1.4385,2.2569,-0.20%,开放申购,开放赎回
2020-10-22,1.4324,2.2508,-0.42%,开放申购,开放赎回
2020-10-23,1.4155,2.2339,-1.18%,开放申购,开放赎回
2020-10-26,1.4188,2.2372,0.23%,开放申购,开放赎回
2020-10-27,1.4274,2.2458,0.61%,开放申购,开放赎回
2020-10-28,1.4455,2.2639,1.27%,开放申购,开放赎回
2020-10-29,1.4635,2.2819,1.25%,开放申购,开放赎回
2020-10-30,1.4459,2.2643,-1.20%,开放申购,开放赎回
2020-11-02,1.4632,2.2816,1.20%,开放申购,开放赎回
2020-11-03,1.4724,2.2908,0.63%,开放申购,开放赎回
2020-11-04,1.4926,2.3110,1.37%,开放申购,开放赎回
2020-11-05,1.5313,2.3497,2.59%,开放申购,开放赎回
2020-11-06,1.5145,2.3329,-1.10%,开放申购,开放赎回
2020-11-09,1.5259,2.3443,0.75%,开放申购,开放赎回
2020-11-10,1.5073,2.3257,-1.22%,开放申购,开放赎回
2020-11-11,1.4665,2.2849,-2.71%,开放申购,开放赎回
2020-11-12,1.5006,2.3190,2.33%,开放申购,开放赎回
2020-11-13,1.5046,2.3230,0.27%,开放申购,开放赎回
2020-11-16,1.5233,2.3417,1.24%,开放申购,开放赎回
2020-11-17,1.5080,2.3264,-1.00%,开放申购,开放赎回
2020-11-18,1.5047,2.3231,-0.22%,开放申购,开放赎回
2020-11-19,1.5183,2.3367,0.90%,开放申购,开放赎回
2020-11-20,1.5358,2.3542,1.15%,开放申购,开放赎回
2020-11-23,1.5393,2.3577,0.23%,开放申购,开放赎回
2020-11-24,1.5289,2.3473,-0.68%,开放申购,开放赎回
2020-11-25,1.4910,2.3094,-2.48%,开放申购,开放赎回
2020-11-26,1.4968,2.3152,0.39%,开放申购,开放赎回
2020-11-27,1.5068,2.3252,0.67%,开放申购,开放赎回
2020-11-30,1.4831,2.3015,-1.57%,开放申购,开放赎回
2020-12-01,1.5006,2.3190,1.18%,开放申购,开放赎回
2020-12-02,1.4890,2.3074,-0.77%,开放申购,开放赎回
2020-12-03,1.5035,2.3219,0.97%,开放申购,开放赎回
2020-12-04,1.5114,2.3298,0.53%,开放申购,开放赎回
2020-12-07,1.4989,2.3173,-0.83%,开放申购,开放赎回
2020-12-08,1.5024,2.3208,0.23%,开放申购,开放赎回
2020-12-09,1.4919,2.3103,-0.70%,开放申购,开放赎回
2020-12-10,1.4954,2.3138,0.23%,开放申购,开放赎回
2020-12-11,1.4967,2.3151,0.09%,开放申购,开放赎回
2020-12-14,1.5089,2.3273,0.82%,开放申购,开放赎回
2020-12-15,1.5211,2.3395,0.81%,开放申购,开放赎回
2020-12-16,1.5349,2.3533,0.91%,开放申购,开放赎回
2020-12-17,1.5433,2.3617,0.55%,开放申购,开放赎回
2020-12-18,1.5471,2.3655,0.25%,开放申购,开放赎回
2020-12-21,1.5718,2.3902,1.60%,开放申购,开放赎回
2020-12-22,1.5572,2.3756,-0.93%,开放申购,开放赎回
