2020-01-14,1.0000,1.0000,0%,封闭期,封闭期
2020-01-17,0.9997,0.9997,0%,封闭期,封闭期
2020-01-23,0.9987,0.9987,0%,封闭期,封闭期
2020-02-07,1.0094,1.0094,0%,封闭期,封闭期
2020-02-14,1.0148,1.0148,0%,封闭期,封闭期
2020-02-21,1.0193,1.0193,0%,封闭期,封闭期
2020-02-28,1.0055,1.0055,0%,封闭期,封闭期
2020-03-06,1.0231,1.0231,0%,封闭期,封闭期
2020-03-13,0.9983,0.9983,0%,封闭期,封闭期
2020-03-20,0.9870,0.9870,0%,封闭期,封闭期
2020-03-27,1.0035,1.0035,0%,封闭期,封闭期
2020-04-03,1.0096,1.0096,0%,封闭期,封闭期
2020-04-07,1.0185,1.0185,0.88%,开放申购,开放赎回
2020-04-08,1.0176,1.0176,-0.09%,开放申购,开放赎回
2020-04-09,1.0228,1.0228,0.51%,开放申购,开放赎回
2020-04-10,1.0193,1.0193,-0.34%,开放申购,开放赎回
2020-04-13,1.0218,1.0218,0.25%,开放申购,开放赎回
2020-04-14,1.0299,1.0299,0.79%,开放申购,开放赎回
2020-04-15,1.0277,1.0277,-0.21%,开放申购,开放赎回
2020-04-16,1.0306,1.0306,0.28%,开放申购,开放赎回
2020-04-17,1.0304,1.0304,-0.02%,开放申购,开放赎回
2020-04-20,1.0329,1.0329,0.24%,开放申购,开放赎回
2020-04-21,1.0266,1.0266,-0.61%,开放申购,开放赎回
2020-04-22,1.0344,1.0344,0.76%,开放申购,开放赎回
2020-04-23,1.0345,1.0345,0.01%,开放申购,开放赎回
2020-04-24,1.0303,1.0303,-0.41%,开放申购,开放赎回
2020-04-27,1.0347,1.0347,0.43%,开放申购,开放赎回
2020-04-28,1.0462,1.0462,1.11%,开放申购,开放赎回
2020-04-29,1.0385,1.0385,-0.74%,开放申购,开放赎回
2020-04-30,1.0418,1.0418,0.32%,开放申购,开放赎回
2020-05-06,1.0533,1.0533,1.10%,开放申购,开放赎回
2020-05-07,1.0568,1.0568,0.33%,开放申购,开放赎回
2020-05-08,1.0630,1.0630,0.59%,开放申购,开放赎回
2020-05-11,1.0587,1.0587,-0.40%,开放申购,开放赎回
2020-05-12,1.0708,1.0708,1.14%,开放申购,开放赎回
2020-05-13,1.0778,1.0778,0.65%,开放申购,开放赎回
2020-05-14,1.0742,1.0742,-0.33%,开放申购,开放赎回
2020-05-15,1.0669,1.0669,-0.68%,开放申购,开放赎回
2020-05-18,1.0790,1.0790,1.13%,开放申购,开放赎回
2020-05-19,1.0951,1.0951,1.49%,开放申购,开放赎回
2020-05-20,1.0862,1.0862,-0.81%,开放申购,开放赎回
2020-05-21,1.0831,1.0831,-0.29%,开放申购,开放赎回
2020-05-22,1.0630,1.0630,-1.86%,开放申购,开放赎回
