2019-02-19,1.0297,1.0297,0%,封闭期,封闭期
2019-02-20,1.0314,1.0314,0.17%,开放申购,开放赎回
2019-02-21,1.0324,1.0324,0.10%,开放申购,开放赎回
2019-02-22,1.0361,1.0361,0.36%,开放申购,开放赎回
2019-02-25,1.0475,1.0475,1.10%,开放申购,开放赎回
2019-02-26,1.0423,1.0423,-0.50%,开放申购,开放赎回
2019-02-27,1.0408,1.0408,-0.14%,开放申购,开放赎回
2019-02-28,1.0393,1.0393,-0.14%,开放申购,开放赎回
2019-03-01,1.0406,1.0406,0.13%,开放申购,开放赎回
2019-03-04,1.0415,1.0415,0.09%,开放申购,开放赎回
2019-03-05,1.0414,1.0414,-0.01%,开放申购,开放赎回
2019-03-06,1.0415,1.0415,0.01%,开放申购,开放赎回
2019-03-07,1.0415,1.0415,0.00%,开放申购,开放赎回
2019-03-08,1.0428,1.0428,0.12%,开放申购,开放赎回
2019-03-11,1.0447,1.0447,0.18%,开放申购,开放赎回
2019-03-12,1.0449,1.0449,0.02%,开放申购,开放赎回
2019-03-13,1.0441,1.0441,-0.08%,开放申购,开放赎回
2019-03-14,1.0435,1.0435,-0.06%,开放申购,开放赎回
2019-03-15,1.0435,1.0435,0.00%,开放申购,开放赎回
2019-03-18,1.0436,1.0436,0.01%,开放申购,开放赎回
2019-03-19,1.0434,1.0434,-0.02%,开放申购,开放赎回
2019-03-20,1.0433,1.0433,-0.01%,开放申购,开放赎回
2019-03-21,1.0433,1.0433,0.00%,开放申购,开放赎回
2019-03-22,1.0436,1.0436,0.03%,开放申购,开放赎回
2019-03-25,1.0442,1.0442,0.06%,开放申购,开放赎回
2019-03-26,1.0444,1.0444,0.02%,开放申购,开放赎回
2019-03-27,1.0448,1.0448,0.04%,开放申购,开放赎回
2019-03-28,1.0448,1.0448,0.00%,开放申购,开放赎回
2019-03-29,1.0449,1.0449,0.01%,开放申购,开放赎回
2019-04-01,1.0455,1.0455,0.06%,开放申购,开放赎回
2019-04-02,1.0451,1.0451,-0.04%,开放申购,开放赎回
2019-04-03,1.0448,1.0448,-0.03%,开放申购,开放赎回
2019-04-04,1.0445,1.0445,-0.03%,开放申购,开放赎回
2019-04-08,1.0445,1.0445,0.00%,开放申购,开放赎回
2019-04-09,1.0443,1.0443,-0.02%,开放申购,开放赎回
2019-04-10,1.0440,1.0440,-0.03%,开放申购,开放赎回
2019-04-11,1.0441,1.0441,0.01%,开放申购,开放赎回
2019-04-12,1.0438,1.0438,-0.03%,开放申购,开放赎回
2019-04-15,1.0438,1.0438,0.00%,开放申购,开放赎回
2019-04-16,1.0437,1.0437,-0.01%,开放申购,开放赎回
2019-04-17,1.0437,1.0437,0.00%,开放申购,开放赎回
2019-04-18,1.0437,1.0437,0.00%,开放申购,开放赎回
2019-04-19,1.0440,1.0440,0.03%,开放申购,开放赎回
2019-04-22,1.0443,1.0443,0.03%,开放申购,开放赎回
2019-04-23,1.0442,1.0442,-0.01%,开放申购,开放赎回
2019-04-24,1.0441,1.0441,-0.01%,开放申购,开放赎回
2019-04-25,1.0439,1.0439,-0.02%,开放申购,开放赎回
2019-04-26,1.0440,1.0440,0.01%,开放申购,开放赎回
2019-04-29,1.0442,1.0442,0.02%,开放申购,开放赎回
2019-04-30,1.0446,1.0446,0.04%,开放申购,开放赎回
2019-05-06,1.0454,1.0454,0.08%,开放申购,开放赎回
2019-05-07,1.0456,1.0456,0.02%,开放申购,开放赎回
2019-05-08,1.0459,1.0459,0.03%,开放申购,开放赎回
2019-05-09,1.0463,1.0463,0.04%,开放申购,开放赎回
2019-05-10,1.0467,1.0467,0.04%,开放申购,开放赎回
2019-05-13,1.0475,1.0475,0.08%,开放申购,开放赎回
2019-05-14,1.0477,1.0477,0.02%,开放申购,开放赎回
2019-05-15,1.0477,1.0477,0.00%,开放申购,开放赎回
2019-05-16,1.0478,1.0478,0.01%,开放申购,开放赎回
2019-05-17,1.0480,1.0480,0.02%,开放申购,开放赎回
2019-05-20,1.0485,1.0485,0.05%,开放申购,开放赎回
2019-05-21,1.0485,1.0485,0.00%,开放申购,开放赎回
2019-05-22,1.0482,1.0482,-0.03%,开放申购,开放赎回
2019-05-23,1.0484,1.0484,0.02%,开放申购,开放赎回
2019-05-24,1.0487,1.0487,0.03%,开放申购,开放赎回
2019-05-27,1.0485,1.0485,-0.02%,开放申购,开放赎回
2019-05-28,1.0482,1.0482,-0.03%,开放申购,开放赎回
2019-05-29,1.0487,1.0487,0.05%,开放申购,开放赎回
2019-05-30,1.0488,1.0488,0.01%,开放申购,开放赎回
2019-05-31,1.0489,1.0489,0.01%,开放申购,开放赎回
2019-06-03,1.0492,1.0492,0.03%,开放申购,开放赎回
2019-06-04,1.0493,1.0493,0.01%,开放申购,开放赎回
2019-06-05,1.0494,1.0494,0.01%,开放申购,开放赎回
2019-06-06,1.0495,1.0495,0.01%,开放申购,开放赎回
2019-06-10,1.0498,1.0498,0.03%,开放申购,开放赎回
2019-06-11,1.0497,1.0497,-0.01%,开放申购,开放赎回
2019-06-12,1.0497,1.0497,0.00%,开放申购,开放赎回
