2020-07-07,1.0000,1.0000,0%,封闭期,封闭期
2020-07-09,1.0019,1.0019,0%,开放申购,开放赎回
2020-07-10,0.9986,0.9986,-0.33%,开放申购,开放赎回
2020-07-13,0.9991,0.9991,0.05%,开放申购,开放赎回
2020-07-14,0.9980,0.9980,-0.11%,开放申购,开放赎回
2020-07-15,0.9964,0.9964,-0.16%,开放申购,开放赎回
2020-07-16,0.9904,0.9904,-0.60%,开放申购,开放赎回
2020-07-17,0.9924,0.9924,0.20%,开放申购,开放赎回
2020-07-20,0.9998,0.9998,0.75%,开放申购,开放赎回
2020-07-21,0.9996,0.9996,-0.02%,开放申购,开放赎回
2020-07-22,0.9991,0.9991,-0.05%,开放申购,开放赎回
2020-07-23,0.9980,0.9980,-0.11%,开放申购,开放赎回
2020-07-24,0.9904,0.9904,-0.76%,开放申购,开放赎回
2020-07-27,0.9917,0.9917,0.13%,开放申购,开放赎回
2020-07-28,0.9942,0.9942,0.25%,开放申购,开放赎回
2020-07-29,0.9978,0.9978,0.36%,开放申购,开放赎回
2020-07-30,0.9968,0.9968,-0.10%,开放申购,开放赎回
2020-07-31,0.9972,0.9972,0.04%,开放申购,开放赎回
2020-08-03,0.9994,0.9994,0.22%,开放申购,开放赎回
2020-08-04,1.0000,1.0000,0.06%,开放申购,开放赎回
2020-08-05,0.9992,0.9992,-0.08%,开放申购,开放赎回
2020-08-06,0.9988,0.9988,-0.04%,开放申购,开放赎回
2020-08-07,0.9977,0.9977,-0.11%,开放申购,开放赎回
2020-08-10,0.9998,0.9998,0.21%,开放申购,开放赎回
2020-08-11,0.9992,0.9992,-0.06%,开放申购,开放赎回
2020-08-12,0.9984,0.9984,-0.08%,开放申购,开放赎回
2020-08-13,0.9991,0.9991,0.07%,开放申购,开放赎回
2020-08-14,1.0014,1.0014,0.23%,开放申购,开放赎回
2020-08-17,1.0049,1.0049,0.35%,开放申购,开放赎回
2020-08-18,1.0057,1.0057,0.08%,开放申购,开放赎回
2020-08-19,1.0050,1.0050,-0.07%,开放申购,开放赎回
2020-08-20,1.0031,1.0031,-0.19%,开放申购,开放赎回
2020-08-21,1.0042,1.0042,0.11%,开放申购,开放赎回
2020-08-24,1.0054,1.0054,0.12%,开放申购,开放赎回
2020-08-25,1.0052,1.0052,-0.02%,开放申购,开放赎回
2020-08-26,1.0034,1.0034,-0.18%,开放申购,开放赎回
2020-08-27,1.0039,1.0039,0.05%,开放申购,开放赎回
2020-08-28,1.0073,1.0073,0.34%,开放申购,开放赎回
2020-08-31,1.0057,1.0057,-0.16%,开放申购,开放赎回
2020-09-01,1.0070,1.0070,0.13%,开放申购,开放赎回
2020-09-02,1.0070,1.0070,0.00%,开放申购,开放赎回
2020-09-03,1.0060,1.0060,-0.10%,开放申购,开放赎回
2020-09-04,1.0048,1.0048,-0.12%,开放申购,开放赎回
2020-09-07,1.0015,1.0015,-0.33%,开放申购,开放赎回
2020-09-08,1.0027,1.0027,0.12%,开放申购,开放赎回
2020-09-09,0.9990,0.9990,-0.37%,开放申购,开放赎回
2020-09-10,1.0001,1.0001,0.11%,开放申购,开放赎回
2020-09-11,1.0014,1.0014,0.13%,开放申购,开放赎回
2020-09-14,1.0030,1.0030,0.16%,开放申购,开放赎回
2020-09-15,1.0044,1.0044,0.14%,限制大额申购,开放赎回
2020-09-16,1.0051,1.0051,0.07%,限制大额申购,开放赎回
2020-09-17,1.0067,1.0067,0.16%,限制大额申购,开放赎回
2020-09-18,1.0103,1.0103,0.36%,限制大额申购,开放赎回
2020-09-21,1.0095,1.0095,-0.08%,限制大额申购,开放赎回
2020-09-22,1.0076,1.0076,-0.19%,限制大额申购,开放赎回
2020-09-23,1.0081,1.0081,0.05%,限制大额申购,开放赎回
2020-09-24,1.0056,1.0056,-0.25%,限制大额申购,开放赎回
2020-09-25,1.0055,1.0055,-0.01%,限制大额申购,开放赎回
2020-09-28,1.0080,1.0080,0.25%,限制大额申购,开放赎回
2020-09-29,1.0080,1.0080,0.00%,暂停申购,暂停赎回
2020-09-30,1.0076,1.0076,-0.04%,暂停申购,暂停赎回
2020-10-09,1.0116,1.0116,0.40%,限制大额申购,开放赎回
2020-10-12,1.0147,1.0147,0.31%,限制大额申购,开放赎回
2020-10-13,1.0167,1.0167,0.20%,暂停申购,暂停赎回
2020-10-14,1.0154,1.0154,-0.13%,限制大额申购,开放赎回
2020-10-15,1.0168,1.0168,0.14%,限制大额申购,开放赎回
2020-10-16,1.0170,1.0170,0.02%,限制大额申购,开放赎回
2020-10-19,1.0156,1.0156,-0.14%,限制大额申购,开放赎回
2020-10-20,1.0168,1.0168,0.12%,限制大额申购,开放赎回
2020-10-21,1.0170,1.0170,0.02%,限制大额申购,开放赎回
2020-10-22,1.0161,1.0161,-0.09%,限制大额申购,开放赎回
2020-10-23,1.0144,1.0144,-0.17%,限制大额申购,开放赎回
2020-10-26,1.0149,1.0149,0.05%,暂停申购,暂停赎回
2020-10-27,1.0147,1.0147,-0.02%,限制大额申购,开放赎回
2020-10-28,1.0148,1.0148,0.01%,限制大额申购,开放赎回
2020-10-29,1.0174,1.0174,0.26%,限制大额申购,开放赎回
2020-10-30,1.0144,1.0144,-0.29%,限制大额申购,开放赎回
2020-11-02,1.0160,1.0160,0.16%,限制大额申购,开放赎回
2020-11-03,1.0176,1.0176,0.16%,限制大额申购,开放赎回
2020-11-04,1.0197,1.0197,0.21%,限制大额申购,开放赎回
2020-11-05,1.0227,1.0227,0.29%,限制大额申购,开放赎回
2020-11-06,1.0229,1.0229,0.02%,限制大额申购,开放赎回
2020-11-09,1.0255,1.0255,0.25%,限制大额申购,开放赎回
2020-11-10,1.0244,1.0244,-0.11%,限制大额申购,开放赎回
2020-11-11,1.0247,1.0247,0.03%,限制大额申购,开放赎回
2020-11-12,1.0252,1.0252,0.05%,限制大额申购,开放赎回
2020-11-13,1.0229,1.0229,-0.22%,限制大额申购,开放赎回
2020-11-16,1.0239,1.0239,0.10%,限制大额申购,开放赎回
2020-11-17,1.0242,1.0242,0.03%,限制大额申购,开放赎回
2020-11-18,1.0233,1.0233,-0.09%,限制大额申购,开放赎回
2020-11-19,1.0233,1.0233,0.00%,限制大额申购,开放赎回
2020-11-20,1.0232,1.0232,-0.01%,限制大额申购,开放赎回
2020-11-23,1.0248,1.0248,0.16%,限制大额申购,开放赎回
2020-11-24,1.0232,1.0232,-0.16%,限制大额申购,开放赎回
2020-11-25,1.0215,1.0215,-0.17%,限制大额申购,开放赎回
2020-11-26,1.0215,1.0215,0.00%,限制大额申购,开放赎回
2020-11-27,1.0242,1.0242,0.26%,限制大额申购,开放赎回
2020-11-30,1.0238,1.0238,-0.04%,限制大额申购,开放赎回
