2020-07-03,1.0000,1.0000,0%,封闭期,封闭期
2020-07-06,1.0016,1.0016,0.16%,限制大额申购,开放赎回
2020-07-07,1.0054,1.0054,0.38%,限制大额申购,开放赎回
2020-07-08,1.0085,1.0085,0.31%,限制大额申购,开放赎回
2020-07-09,1.0137,1.0137,0.52%,限制大额申购,开放赎回
2020-07-10,1.0090,1.0090,-0.46%,限制大额申购,开放赎回
2020-07-13,1.0193,1.0193,1.02%,限制大额申购,开放赎回
2020-07-14,1.0194,1.0194,0.01%,限制大额申购,开放赎回
2020-07-15,1.0163,1.0163,-0.30%,限制大额申购,开放赎回
2020-07-16,1.0033,1.0033,-1.28%,限制大额申购,开放赎回
2020-07-17,1.0076,1.0076,0.43%,限制大额申购,开放赎回
2020-07-20,1.0139,1.0139,0.63%,限制大额申购,开放赎回
2020-07-21,1.0172,1.0172,0.33%,限制大额申购,开放赎回
2020-07-22,1.0202,1.0202,0.29%,限制大额申购,开放赎回
2020-07-23,1.0242,1.0242,0.39%,限制大额申购,开放赎回
2020-07-24,1.0105,1.0105,-1.34%,限制大额申购,开放赎回
2020-07-27,1.0126,1.0126,0.21%,限制大额申购,开放赎回
2020-07-28,1.0163,1.0163,0.37%,限制大额申购,开放赎回
2020-07-29,1.0229,1.0229,0.65%,限制大额申购,开放赎回
2020-07-30,1.0224,1.0224,-0.05%,限制大额申购,开放赎回
2020-07-31,1.0272,1.0272,0.47%,限制大额申购,开放赎回
2020-08-03,1.0298,1.0298,0.25%,限制大额申购,开放赎回
2020-08-04,1.0296,1.0296,-0.02%,限制大额申购,开放赎回
2020-08-05,1.0326,1.0326,0.29%,限制大额申购,开放赎回
2020-08-06,1.0318,1.0318,-0.08%,限制大额申购,开放赎回
2020-08-07,1.0291,1.0291,-0.26%,限制大额申购,开放赎回
2020-08-10,1.0285,1.0285,-0.06%,限制大额申购,开放赎回
2020-08-11,1.0244,1.0244,-0.40%,限制大额申购,开放赎回
2020-08-12,1.0189,1.0189,-0.54%,限制大额申购,开放赎回
2020-08-13,1.0193,1.0193,0.04%,限制大额申购,开放赎回
2020-08-14,1.0249,1.0249,0.55%,限制大额申购,开放赎回
2020-08-17,1.0307,1.0307,0.57%,限制大额申购,开放赎回
2020-08-18,1.0331,1.0331,0.23%,限制大额申购,开放赎回
2020-08-19,1.0274,1.0274,-0.55%,限制大额申购,开放赎回
2020-08-20,1.0252,1.0252,-0.21%,限制大额申购,开放赎回
2020-08-21,1.0277,1.0277,0.24%,限制大额申购,开放赎回
2020-08-24,1.0376,1.0376,0.96%,限制大额申购,开放赎回
2020-08-25,1.0398,1.0398,0.21%,限制大额申购,开放赎回
2020-08-26,1.0340,1.0340,-0.56%,限制大额申购,开放赎回
2020-08-27,1.0348,1.0348,0.08%,限制大额申购,开放赎回
2020-08-28,1.0414,1.0414,0.64%,限制大额申购,开放赎回
2020-08-31,1.0384,1.0384,-0.29%,限制大额申购,开放赎回
2020-09-01,1.0428,1.0428,0.42%,限制大额申购,开放赎回
2020-09-02,1.0432,1.0432,0.04%,限制大额申购,开放赎回
2020-09-03,1.0410,1.0410,-0.21%,限制大额申购,开放赎回
2020-09-04,1.0382,1.0382,-0.27%,限制大额申购,开放赎回
2020-09-07,1.0306,1.0306,-0.73%,限制大额申购,开放赎回
2020-09-08,1.0323,1.0323,0.16%,限制大额申购,开放赎回
2020-09-09,1.0258,1.0258,-0.63%,限制大额申购,开放赎回
2020-09-10,1.0271,1.0271,0.13%,限制大额申购,开放赎回
2020-09-11,1.0308,1.0308,0.36%,限制大额申购,开放赎回
2020-09-14,1.0327,1.0327,0.18%,限制大额申购,开放赎回
2020-09-15,1.0353,1.0353,0.25%,限制大额申购,开放赎回
2020-09-16,1.0345,1.0345,-0.08%,限制大额申购,开放赎回
2020-09-17,1.0355,1.0355,0.10%,限制大额申购,开放赎回
2020-09-18,1.0407,1.0407,0.50%,限制大额申购,开放赎回
2020-09-21,1.0385,1.0385,-0.21%,限制大额申购,开放赎回
2020-09-22,1.0355,1.0355,-0.29%,限制大额申购,开放赎回
2020-09-23,1.0374,1.0374,0.18%,限制大额申购,开放赎回
2020-09-24,1.0311,1.0311,-0.61%,限制大额申购,开放赎回
2020-09-25,1.0304,1.0304,-0.07%,限制大额申购,开放赎回
2020-09-28,1.0329,1.0329,0.24%,限制大额申购,开放赎回
2020-09-29,1.0341,1.0341,0.12%,限制大额申购,开放赎回
2020-09-30,1.0350,1.0350,0.09%,限制大额申购,开放赎回
2020-10-09,1.0428,1.0428,0.75%,限制大额申购,开放赎回
2020-10-12,1.0505,1.0505,0.74%,限制大额申购,开放赎回
2020-10-13,1.0528,1.0528,0.22%,限制大额申购,开放赎回
2020-10-14,1.0512,1.0512,-0.15%,限制大额申购,开放赎回
