2020-07-07,1.0000,1.0000,0%,封闭期,封闭期
2020-07-09,1.0019,1.0019,0%,开放申购,开放赎回
2020-07-10,0.9986,0.9986,-0.33%,开放申购,开放赎回
2020-07-13,0.9991,0.9991,0.05%,开放申购,开放赎回
2020-07-14,0.9979,0.9979,-0.12%,开放申购,开放赎回
2020-07-15,0.9964,0.9964,-0.15%,开放申购,开放赎回
2020-07-16,0.9904,0.9904,-0.60%,开放申购,开放赎回
2020-07-17,0.9924,0.9924,0.20%,开放申购,开放赎回
2020-07-20,0.9998,0.9998,0.75%,开放申购,开放赎回
2020-07-21,0.9996,0.9996,-0.02%,开放申购,开放赎回
2020-07-22,0.9991,0.9991,-0.05%,开放申购,开放赎回
2020-07-23,0.9980,0.9980,-0.11%,开放申购,开放赎回
2020-07-24,0.9904,0.9904,-0.76%,开放申购,开放赎回
2020-07-27,0.9917,0.9917,0.13%,开放申购,开放赎回
2020-07-28,0.9942,0.9942,0.25%,开放申购,开放赎回
2020-07-29,0.9977,0.9977,0.35%,开放申购,开放赎回
2020-07-30,0.9967,0.9967,-0.10%,开放申购,开放赎回
2020-07-31,0.9971,0.9971,0.04%,开放申购,开放赎回
2020-08-03,0.9993,0.9993,0.22%,开放申购,开放赎回
2020-08-04,0.9999,0.9999,0.06%,开放申购,开放赎回
2020-08-05,0.9991,0.9991,-0.08%,开放申购,开放赎回
2020-08-06,0.9987,0.9987,-0.04%,开放申购,开放赎回
2020-08-07,0.9975,0.9975,-0.12%,开放申购,开放赎回
2020-08-10,0.9996,0.9996,0.21%,开放申购,开放赎回
2020-08-11,0.9990,0.9990,-0.06%,开放申购,开放赎回
2020-08-12,0.9983,0.9983,-0.07%,开放申购,开放赎回
2020-08-13,0.9989,0.9989,0.06%,开放申购,开放赎回
2020-08-14,1.0012,1.0012,0.23%,开放申购,开放赎回
2020-08-17,1.0047,1.0047,0.35%,开放申购,开放赎回
2020-08-18,1.0055,1.0055,0.08%,开放申购,开放赎回
2020-08-19,1.0048,1.0048,-0.07%,开放申购,开放赎回
2020-08-20,1.0029,1.0029,-0.19%,开放申购,开放赎回
2020-08-21,1.0040,1.0040,0.11%,开放申购,开放赎回
2020-08-24,1.0051,1.0051,0.11%,开放申购,开放赎回
2020-08-25,1.0049,1.0049,-0.02%,开放申购,开放赎回
2020-08-26,1.0031,1.0031,-0.18%,开放申购,开放赎回
2020-08-27,1.0036,1.0036,0.05%,开放申购,开放赎回
2020-08-28,1.0070,1.0070,0.34%,开放申购,开放赎回
2020-08-31,1.0054,1.0054,-0.16%,开放申购,开放赎回
2020-09-01,1.0067,1.0067,0.13%,开放申购,开放赎回
2020-09-02,1.0067,1.0067,0.00%,开放申购,开放赎回
2020-09-03,1.0057,1.0057,-0.10%,开放申购,开放赎回
2020-09-04,1.0045,1.0045,-0.12%,开放申购,开放赎回
2020-09-07,1.0011,1.0011,-0.34%,开放申购,开放赎回
2020-09-08,1.0024,1.0024,0.13%,开放申购,开放赎回
2020-09-09,0.9987,0.9987,-0.37%,开放申购,开放赎回
2020-09-10,0.9997,0.9997,0.10%,开放申购,开放赎回
2020-09-11,1.0010,1.0010,0.13%,开放申购,开放赎回
2020-09-14,1.0027,1.0027,0.17%,开放申购,开放赎回
2020-09-15,1.0041,1.0041,0.14%,限制大额申购,开放赎回
2020-09-16,1.0047,1.0047,0.06%,限制大额申购,开放赎回
2020-09-17,1.0063,1.0063,0.16%,限制大额申购,开放赎回
2020-09-18,1.0099,1.0099,0.36%,限制大额申购,开放赎回
2020-09-21,1.0090,1.0090,-0.09%,限制大额申购,开放赎回
2020-09-22,1.0072,1.0072,-0.18%,限制大额申购,开放赎回
2020-09-23,1.0076,1.0076,0.04%,限制大额申购,开放赎回
2020-09-24,1.0052,1.0052,-0.24%,限制大额申购,开放赎回
2020-09-25,1.0050,1.0050,-0.02%,限制大额申购,开放赎回
2020-09-28,1.0076,1.0076,0.26%,限制大额申购,开放赎回
2020-09-29,1.0075,1.0075,-0.01%,暂停申购,暂停赎回
2020-09-30,1.0071,1.0071,-0.04%,暂停申购,暂停赎回
2020-10-09,1.0111,1.0111,0.40%,限制大额申购,开放赎回
2020-10-12,1.0142,1.0142,0.31%,限制大额申购,开放赎回
2020-10-13,1.0161,1.0161,0.19%,暂停申购,暂停赎回
2020-10-14,1.0148,1.0148,-0.13%,限制大额申购,开放赎回
2020-10-15,1.0162,1.0162,0.14%,限制大额申购,开放赎回
2020-10-16,1.0165,1.0165,0.03%,限制大额申购,开放赎回
2020-10-19,1.0150,1.0150,-0.15%,限制大额申购,开放赎回
2020-10-20,1.0163,1.0163,0.13%,限制大额申购,开放赎回
2020-10-21,1.0165,1.0165,0.02%,限制大额申购,开放赎回
2020-10-22,1.0156,1.0156,-0.09%,限制大额申购,开放赎回
2020-10-23,1.0139,1.0139,-0.17%,限制大额申购,开放赎回
2020-10-26,1.0144,1.0144,0.05%,暂停申购,暂停赎回
2020-10-27,1.0142,1.0142,-0.02%,限制大额申购,开放赎回
2020-10-28,1.0143,1.0143,0.01%,限制大额申购,开放赎回
2020-10-29,1.0169,1.0169,0.26%,限制大额申购,开放赎回
2020-10-30,1.0138,1.0138,-0.30%,限制大额申购,开放赎回
2020-11-02,1.0154,1.0154,0.16%,限制大额申购,开放赎回
2020-11-03,1.0170,1.0170,0.16%,限制大额申购,开放赎回
2020-11-04,1.0191,1.0191,0.21%,限制大额申购,开放赎回
2020-11-05,1.0220,1.0220,0.28%,限制大额申购,开放赎回
2020-11-06,1.0223,1.0223,0.03%,限制大额申购,开放赎回
2020-11-09,1.0249,1.0249,0.25%,限制大额申购,开放赎回
2020-11-10,1.0238,1.0238,-0.11%,限制大额申购,开放赎回
2020-11-11,1.0240,1.0240,0.02%,限制大额申购,开放赎回
2020-11-12,1.0245,1.0245,0.05%,限制大额申购,开放赎回
2020-11-13,1.0222,1.0222,-0.22%,限制大额申购,开放赎回
2020-11-16,1.0233,1.0233,0.11%,限制大额申购,开放赎回
2020-11-17,1.0235,1.0235,0.02%,限制大额申购,开放赎回
2020-11-18,1.0226,1.0226,-0.09%,限制大额申购,开放赎回
2020-11-19,1.0226,1.0226,0.00%,限制大额申购,开放赎回
2020-11-20,1.0225,1.0225,-0.01%,限制大额申购,开放赎回
2020-11-23,1.0241,1.0241,0.16%,限制大额申购,开放赎回
2020-11-24,1.0225,1.0225,-0.16%,限制大额申购,开放赎回
2020-11-25,1.0208,1.0208,-0.17%,限制大额申购,开放赎回
2020-11-26,1.0207,1.0207,-0.01%,限制大额申购,开放赎回
2020-11-27,1.0234,1.0234,0.26%,限制大额申购,开放赎回
2020-11-30,1.0230,1.0230,-0.04%,限制大额申购,开放赎回
